

  TLevel   Time         dt      Iter  ItCum
   278  .34528E+03  .17286E+00    4    786
   279  .34545E+03  .17286E+00    4    790
   280  .34562E+03  .17286E+00    4    794
   281  .34580E+03  .17287E+00    4    798
   282  .34597E+03  .17287E+00    4    802
   283  .34614E+03  .17287E+00    4    806
   284  .34631E+03  .17287E+00    4    810
   285  .34649E+03  .17287E+00    4    814
   286  .34666E+03  .17287E+00    4    818
   287  .34683E+03  .17287E+00    4    822
   288  .34701E+03  .17287E+00    4    826
   289  .34718E+03  .17287E+00    4    830
   290  .34735E+03  .17287E+00    4    834
   291  .34752E+03  .17287E+00    4    838
   292  .34770E+03  .17287E+00    4    842
   293  .34787E+03  .17287E+00    4    846
   294  .34804E+03  .17287E+00    3    849
   295  .34827E+03  .23049E+00    4    853
   296  .34850E+03  .23049E+00    4    857
   297  .34873E+03  .23049E+00    4    861
   298  .34896E+03  .23049E+00    4    865
   299  .34920E+03  .23049E+00    4    869
   300  .34943E+03  .23048E+00    4    873
   301  .34966E+03  .23048E+00    4    877
   302  .34989E+03  .23048E+00    4    881
   303  .35012E+03  .23049E+00    4    885
   304  .35035E+03  .23048E+00    4    889
   305  .35058E+03  .23048E+00    4    893
   306  .35081E+03  .23048E+00    4    897
   307  .35104E+03  .23049E+00    4    901
   308  .35127E+03  .23048E+00    4    905
   309  .35150E+03  .23047E+00    4    909
   310  .35172E+03  .22321E+00    4    913
   311  .35195E+03  .22321E+00    3    916
   312  .35224E+03  .29399E+00    4    920
   313  .35253E+03  .29399E+00    4    924
   314  .35283E+03  .29399E+00    4    928
   315  .35312E+03  .29399E+00    4    932
   316  .35342E+03  .29399E+00    4    936
   317  .35371E+03  .29399E+00    4    940
   318  .35400E+03  .29399E+00    4    944
   319  .35430E+03  .29399E+00    4    948
   320  .35459E+03  .29399E+00    4    952
   321  .35489E+03  .29399E+00    4    956
   322  .35518E+03  .29399E+00    4    960
   323  .35547E+03  .29399E+00    4    964
   324  .35577E+03  .29399E+00    4    968
   325  .35606E+03  .29399E+00    4    972
   326  .35636E+03  .29399E+00    4    976
   327  .35665E+03  .29399E+00    4    980
   328  .35694E+03  .29399E+00    3    983
   329  .35732E+03  .37136E+00    4    987
   330  .35769E+03  .37136E+00    4    991
   331  .35806E+03  .37136E+00    4    995
   332  .35843E+03  .37136E+00    4    999
   333  .35880E+03  .37135E+00    4   1003
   334  .35917E+03  .37135E+00    4   1007
   335  .35954E+03  .37135E+00    4   1011
   336  .35992E+03  .37135E+00    4   1015
   337  .36029E+03  .37135E+00    4   1019
   338  .36066E+03  .37135E+00    3   1022
   339  .36114E+03  .47745E+00    4   1026
   340  .36161E+03  .47745E+00    4   1030
   341  .36209E+03  .47745E+00    4   1034
   342  .36257E+03  .47746E+00    4   1038
   343  .36305E+03  .47746E+00    4   1042
   344  .36352E+03  .47746E+00    4   1046
   345  .36400E+03  .47748E+00    4   1050
   346  .36449E+03  .48980E+00    4   1054
   347  .36498E+03  .48980E+00    4   1058
   348  .36547E+03  .48980E+00    4   1062
   349  .36596E+03  .48980E+00    4   1066
   350  .36645E+03  .48979E+00    4   1070
   351  .36694E+03  .48979E+00    4   1074
   352  .36743E+03  .48979E+00    4   1078
   353  .36792E+03  .48979E+00    4   1082
   354  .36841E+03  .48979E+00    4   1086
   355  .36890E+03  .48979E+00    4   1090
   356  .36939E+03  .48979E+00    4   1094
   357  .36988E+03  .48979E+00    4   1098
   358  .37037E+03  .48979E+00    4   1102
   359  .37086E+03  .48979E+00    4   1106
   360  .37135E+03  .48979E+00    4   1110
   361  .37184E+03  .48979E+00    4   1114
   362  .37233E+03  .48979E+00    4   1118
   363  .37282E+03  .48979E+00    4   1122
   364  .37331E+03  .48979E+00    4   1126
   365  .37380E+03  .48979E+00    4   1130
   366  .37429E+03  .48979E+00    4   1134
   367  .37478E+03  .48979E+00    4   1138
   368  .37527E+03  .48979E+00    4   1142
   369  .37576E+03  .48979E+00    4   1146
   370  .37624E+03  .48979E+00    4   1150
   371  .37673E+03  .48979E+00    4   1154
   372  .37722E+03  .48979E+00    4   1158
   373  .37771E+03  .48979E+00    4   1162
   374  .37820E+03  .48979E+00    4   1166
   375  .37869E+03  .48979E+00    4   1170
   376  .37918E+03  .48979E+00    4   1174
   377  .37967E+03  .48979E+00    4   1178
   378  .38016E+03  .48979E+00    4   1182
   379  .38065E+03  .48979E+00    4   1186
   380  .38114E+03  .48979E+00    4   1190
   381  .38163E+03  .48979E+00    4   1194
   382  .38212E+03  .48979E+00    4   1198
   383  .38261E+03  .48979E+00    4   1202
   384  .38310E+03  .48979E+00    4   1206
   385  .38359E+03  .48979E+00    4   1210
   386  .38408E+03  .48979E+00    4   1214
   387  .38457E+03  .48979E+00    4   1218
   388  .38506E+03  .48979E+00    4   1222
   389  .38555E+03  .48979E+00    4   1226
   390  .38604E+03  .48979E+00    4   1230
   391  .38653E+03  .48979E+00    4   1234
   392  .38702E+03  .48979E+00    4   1238
   393  .38751E+03  .48979E+00    4   1242
   394  .38800E+03  .48981E+00    4   1246
   395  .38850E+03  .50000E+00    4   1250
   396  .38900E+03  .50000E+00    4   1254
   397  .38950E+03  .50000E+00    3   1257
   398  .39016E+03  .65625E+00    4   1261
   399  .39081E+03  .65625E+00    4   1265
   400  .39147E+03  .65625E+00    4   1269
   401  .39213E+03  .65625E+00    4   1273
   402  .39278E+03  .65625E+00    4   1277
   403  .39344E+03  .65625E+00    4   1281
   404  .39409E+03  .65625E+00    4   1285
   405  .39475E+03  .65625E+00    4   1289
   406  .39541E+03  .65625E+00    4   1293
   407  .39606E+03  .65625E+00    4   1297
   408  .39672E+03  .65625E+00    4   1301
   409  .39738E+03  .65625E+00    4   1305
   410  .39803E+03  .65625E+00    4   1309
   411  .39869E+03  .65625E+00    4   1313
   412  .39934E+03  .65625E+00    4   1317
   413  .40000E+03  .65625E+00    4   1321
   414  .40063E+03  .63158E+00    3   1324
   415  .40144E+03  .81203E+00    4   1328
   416  .40226E+03  .81203E+00    4   1332
   417  .40307E+03  .81203E+00    4   1336
   418  .40388E+03  .81203E+00    4   1340
   419  .40469E+03  .81203E+00    3   1343
   420  .40574E+03  .10440E+01    4   1347
   421  .40678E+03  .10440E+01    4   1351
   422  .40782E+03  .10440E+01    4   1355
   423  .40887E+03  .10440E+01    4   1359
   424  .40991E+03  .10440E+01    4   1363
   425  .41096E+03  .10440E+01    4   1367
   426  .41200E+03  .10440E+01    4   1371
   427  .41309E+03  .10909E+01    4   1375
   428  .41418E+03  .10909E+01    4   1379
   429  .41527E+03  .10909E+01    4   1383
   430  .41636E+03  .10909E+01    4   1387
   431  .41745E+03  .10909E+01    4   1391
   432  .41855E+03  .10909E+01    3   1394
   433  .41995E+03  .14026E+01    4   1398
   434  .42135E+03  .14026E+01    4   1402
   435  .42275E+03  .14026E+01    4   1406
   436  .42416E+03  .14026E+01    4   1410
   437  .42556E+03  .14026E+01    4   1414
   438  .42696E+03  .14026E+01    4   1418
   439  .42836E+03  .14026E+01    4   1422
   440  .42977E+03  .14026E+01    4   1426
   441  .43117E+03  .14026E+01    4   1430
   442  .43257E+03  .14026E+01    4   1434
   443  .43397E+03  .14026E+01    4   1438
   444  .43538E+03  .14026E+01    4   1442
   445  .43678E+03  .14026E+01    4   1446
   446  .43818E+03  .14026E+01    4   1450
   447  .43958E+03  .14026E+01    4   1454
   448  .44099E+03  .14026E+01    4   1458
   449  .44239E+03  .14026E+01    4   1462
   450  .44379E+03  .14026E+01    4   1466
   451  .44519E+03  .14026E+01    3   1469
   452  .44660E+03  .14026E+01    3   1472
   453  .44800E+03  .14026E+01    3   1475
   454  .45036E+03  .23636E+01    4   1479
   455  .45273E+03  .23636E+01    4   1483
   456  .45509E+03  .23636E+01    4   1487
   457  .45745E+03  .23636E+01    4   1491
   458  .45982E+03  .23636E+01    4   1495
   459  .46218E+03  .23636E+01    4   1499
   460  .46455E+03  .23636E+01    4   1503
   461  .46691E+03  .23636E+01    4   1507
   462  .46927E+03  .23636E+01    4   1511
   463  .47164E+03  .23636E+01    4   1515
   464  .47400E+03  .23636E+01    4   1519
   465  .47636E+03  .23636E+01    4   1523
   466  .47873E+03  .23636E+01    4   1527
   467  .48109E+03  .23636E+01    4   1531
   468  .48345E+03  .23636E+01    4   1535
   469  .48582E+03  .23636E+01    4   1539
   470  .48818E+03  .23636E+01    4   1543
   471  .49055E+03  .23636E+01    4   1547
   472  .49291E+03  .23636E+01    4   1551
   473  .49527E+03  .23636E+01    4   1555
   474  .49764E+03  .23636E+01    4   1559
   475  .50000E+03  .23636E+01    4   1563
   476  .50260E+03  .26000E+01    4   1567
   477  .50520E+03  .26000E+01    4   1571
   478  .50780E+03  .26000E+01    4   1575
   479  .51040E+03  .26000E+01    4   1579
   480  .51300E+03  .26000E+01    4   1583
   481  .51543E+03  .24286E+01    3   1586
   482  .51859E+03  .31571E+01    4   1590
   483  .52174E+03  .31571E+01    4   1594
   484  .52490E+03  .31571E+01    4   1598
   485  .52806E+03  .31571E+01    4   1602
   486  .53121E+03  .31571E+01    3   1605
   487  .53516E+03  .39464E+01    4   1609
   488  .53911E+03  .39464E+01    4   1613
   489  .54305E+03  .39464E+01    4   1617
   490  .54700E+03  .39464E+01    4   1621
   491  .55113E+03  .41250E+01    4   1625
   492  .55525E+03  .41250E+01    4   1629
   493  .55938E+03  .41250E+01    4   1633
   494  .56350E+03  .41250E+01    4   1637
   495  .56763E+03  .41250E+01    3   1640
   496  .57263E+03  .50000E+01    4   1644
   497  .57631E+03  .36875E+01    3   1647
   498  .58000E+03  .36875E+01    3   1650
   499  .58500E+03  .50000E+01    3   1653
   500  .59000E+03  .50000E+01    3   1656
   501  .59500E+03  .50000E+01    3   1659
   502  .60000E+03  .50000E+01    3   1662
   503  .60250E+03  .25000E+01    3   1665
   504  .60500E+03  .25000E+01    3   1668
end
 
 Real time [sec]      57.000000
