


                       Node(122)                     Node(123)                     Node(124)

     time        hNew    theta    Temp         hNew    theta    Temp         hNew    theta    Temp    
    351.500   -165.201   .2791   20.000     -227.210   .2461   20.000     -206.255   .2557   20.000
    351.723   -165.411   .2790   20.000     -227.590   .2459   20.000     -206.583   .2556   20.000
    351.946   -165.622   .2788   20.000     -227.970   .2458   20.000     -206.909   .2554   20.000
    352.240   -165.899   .2787   20.000     -228.456   .2455   20.000     -207.332   .2553   20.000
    352.534   -166.176   .2785   20.000     -228.944   .2453   20.000     -207.753   .2551   20.000
    352.828   -166.454   .2783   20.000     -229.427   .2451   20.000     -208.169   .2549   20.000
    353.122   -166.731   .2781   20.000     -229.908   .2449   20.000     -208.582   .2547   20.000
    353.416   -167.009   .2780   20.000     -230.387   .2446   20.000     -208.992   .2545   20.000
    353.710   -167.286   .2778   20.000     -230.863   .2444   20.000     -209.398   .2543   20.000
    354.004   -167.563   .2776   20.000     -231.339   .2442   20.000     -209.801   .2541   20.000
    354.298   -167.840   .2774   20.000     -231.809   .2440   20.000     -210.200   .2539   20.000
    354.592   -168.116   .2773   20.000     -232.279   .2438   20.000     -210.596   .2538   20.000
    354.886   -168.392   .2771   20.000     -232.745   .2436   20.000     -210.988   .2536   20.000
    355.180   -168.668   .2769   20.000     -233.206   .2433   20.000     -211.377   .2534   20.000
    355.474   -168.944   .2767   20.000     -233.664   .2431   20.000     -211.763   .2532   20.000
    355.768   -169.219   .2766   20.000     -234.122   .2429   20.000     -212.145   .2530   20.000
    356.062   -169.494   .2764   20.000     -234.580   .2427   20.000     -212.524   .2529   20.000
    356.356   -169.768   .2762   20.000     -235.036   .2425   20.000     -212.899   .2527   20.000
    356.650   -170.042   .2761   20.000     -235.493   .2423   20.000     -213.272   .2525   20.000
    356.944   -170.316   .2759   20.000     -235.959   .2421   20.000     -213.642   .2523   20.000
    357.316   -170.661   .2757   20.000     -236.529   .2418   20.000     -214.104   .2521   20.000
    357.687   -171.004   .2755   20.000     -237.103   .2415   20.000     -214.562   .2519   20.000
    358.058   -171.348   .2752   20.000     -237.672   .2413   20.000     -215.016   .2517   20.000
    358.430   -171.690   .2750   20.000     -238.237   .2410   20.000     -215.466   .2515   20.000
    358.801   -172.031   .2748   20.000     -238.803   .2408   20.000     -215.912   .2513   20.000
    359.172   -172.372   .2746   20.000     -239.365   .2405   20.000     -216.355   .2511   20.000
    359.544   -172.711   .2744   20.000     -239.923   .2403   20.000     -216.793   .2509   20.000
    359.915   -173.050   .2742   20.000     -240.477   .2400   20.000     -217.228   .2507   20.000
    360.286   -173.389   .2740   20.000     -241.027   .2397   20.000     -217.659   .2505   20.000
    360.658   -173.726   .2737   20.000     -241.580   .2395   20.000     -218.086   .2503   20.000
    361.135   -174.157   .2735   20.000     -242.276   .2392   20.000     -218.629   .2501   20.000
    361.613   -174.588   .2732   20.000     -242.976   .2390   20.000     -219.165   .2498   20.000
    362.090   -175.018   .2729   20.000     -243.664   .2388   20.000     -219.695   .2496   20.000
    362.568   -175.446   .2727   20.000     -244.339   .2386   20.000     -220.221   .2493   20.000
    363.045   -175.872   .2724   20.000     -245.014   .2384   20.000     -220.742   .2491   20.000
    363.523   -176.298   .2721   20.000     -245.690   .2382   20.000     -221.259   .2488   20.000
    364.000   -176.722   .2719   20.000     -246.362   .2380   20.000     -221.772   .2486   20.000
    364.490   -177.156   .2716   20.000     -247.044   .2378   20.000     -222.295   .2484   20.000
    364.980   -177.589   .2713   20.000     -247.715   .2375   20.000     -222.814   .2481   20.000
    365.469   -178.020   .2710   20.000     -248.382   .2373   20.000     -223.329   .2479   20.000
    365.959   -178.450   .2708   20.000     -249.044   .2371   20.000     -223.839   .2477   20.000
    366.449   -178.879   .2705   20.000     -249.709   .2369   20.000     -224.345   .2474   20.000
    366.939   -179.307   .2702   20.000     -250.359   .2367   20.000     -224.849   .2472   20.000
    367.429   -179.733   .2700   20.000     -251.000   .2365   20.000     -225.349   .2470   20.000
    367.918   -180.159   .2697   20.000     -251.632   .2363   20.000     -225.847   .2467   20.000
    368.408   -180.585   .2694   20.000     -252.256   .2362   20.000     -226.341   .2465   20.000
    368.898   -181.009   .2692   20.000     -252.876   .2360   20.000     -226.832   .2463   20.000
    369.388   -181.433   .2689   20.000     -253.486   .2358   20.000     -227.321   .2461   20.000
    369.878   -181.856   .2686   20.000     -254.087   .2356   20.000     -227.807   .2458   20.000
    370.367   -182.279   .2684   20.000     -254.681   .2354   20.000     -228.291   .2456   20.000
    370.857   -182.702   .2681   20.000     -255.269   .2352   20.000     -228.771   .2454   20.000
    371.347   -183.124   .2678   20.000     -255.848   .2351   20.000     -229.249   .2452   20.000
    371.837   -183.547   .2676   20.000     -256.422   .2349   20.000     -229.723   .2449   20.000
    372.327   -183.969   .2673   20.000     -256.995   .2347   20.000     -230.193   .2447   20.000
    372.816   -184.392   .2670   20.000     -257.563   .2345   20.000     -230.661   .2445   20.000
    373.306   -184.815   .2668   20.000     -258.120   .2344   20.000     -231.130   .2443   20.000
    373.796   -185.238   .2665   20.000     -258.668   .2342   20.000     -231.598   .2441   20.000
    374.286   -185.663   .2663   20.000     -259.211   .2340   20.000     -232.064   .2439   20.000
    374.776   -186.088   .2660   20.000     -259.756   .2339   20.000     -232.527   .2437   20.000
    375.265   -186.516   .2657   20.000     -260.300   .2337   20.000     -232.992   .2434   20.000
    375.755   -186.944   .2654   20.000     -260.837   .2335   20.000     -233.457   .2432   20.000
    376.245   -187.373   .2652   20.000     -261.368   .2334   20.000     -233.920   .2430   20.000
    376.735   -187.806   .2649   20.000     -261.893   .2332   20.000     -234.381   .2428   20.000
    377.225   -188.241   .2646   20.000     -262.417   .2331   20.000     -234.839   .2426   20.000
    377.714   -188.678   .2644   20.000     -262.941   .2329   20.000     -235.295   .2424   20.000
    378.204   -189.121   .2641   20.000     -263.462   .2327   20.000     -235.750   .2422   20.000
    378.694   -189.568   .2638   20.000     -263.982   .2326   20.000     -236.207   .2420   20.000
    379.184   -190.018   .2635   20.000     -264.497   .2324   20.000     -236.667   .2418   20.000
    379.674   -190.472   .2632   20.000     -265.004   .2323   20.000     -237.140   .2415   20.000
    380.163   -190.946   .2629   20.000     -265.504   .2321   20.000     -237.611   .2413   20.000
    380.653   -191.427   .2626   20.000     -265.998   .2320   20.000     -238.080   .2411   20.000
    381.143   -191.901   .2624   20.000     -266.488   .2318   20.000     -238.547   .2409   20.000
    381.633   -192.396   .2621   20.000     -266.975   .2317   20.000     -239.014   .2407   20.000
    382.122   -192.883   .2619   20.000     -267.458   .2315   20.000     -239.480   .2405   20.000
    382.612   -193.353   .2617   20.000     -267.936   .2314   20.000     -239.945   .2402   20.000
    383.102   -193.813   .2615   20.000     -268.413   .2312   20.000     -240.418   .2400   20.000
    383.592   -194.264   .2613   20.000     -268.890   .2311   20.000     -240.890   .2398   20.000
    384.082   -194.708   .2611   20.000     -269.368   .2309   20.000     -241.365   .2396   20.000
    384.571   -195.146   .2609   20.000     -269.844   .2308   20.000     -241.842   .2394   20.000
    385.061   -195.578   .2607   20.000     -270.318   .2306   20.000     -242.326   .2392   20.000
    385.551   -196.005   .2605   20.000     -270.787   .2305   20.000     -242.810   .2390   20.000
    386.041   -196.427   .2603   20.000     -271.251   .2304   20.000     -243.290   .2389   20.000
    386.531   -196.845   .2601   20.000     -271.713   .2302   20.000     -243.770   .2388   20.000
    387.020   -197.259   .2599   20.000     -272.179   .2301   20.000     -244.254   .2386   20.000
    387.510   -197.668   .2597   20.000     -272.647   .2299   20.000     -244.736   .2385   20.000
    388.000   -198.074   .2595   20.000     -273.113   .2298   20.000     -245.217   .2383   20.000
    388.500   -198.484   .2593   20.000     -273.595   .2296   20.000     -245.709   .2382   20.000
    389.000   -198.891   .2591   20.000     -274.077   .2295   20.000     -246.203   .2380   20.000
    389.500   -199.293   .2590   20.000     -274.564   .2293   20.000     -246.694   .2379   20.000
    390.156   -199.813   .2587   20.000     -275.184   .2291   20.000     -247.333   .2377   20.000
    390.813   -200.331   .2585   20.000     -275.811   .2290   20.000     -247.970   .2375   20.000
    391.469   -200.842   .2582   20.000     -276.435   .2288   20.000     -248.606   .2373   20.000
    392.125   -201.349   .2580   20.000     -277.053   .2286   20.000     -249.237   .2371   20.000
    392.781   -201.850   .2578   20.000     -277.670   .2284   20.000     -249.867   .2369   20.000
    393.438   -202.347   .2575   20.000     -278.284   .2282   20.000     -250.494   .2367   20.000
    394.094   -202.839   .2573   20.000     -278.891   .2280   20.000     -251.112   .2365   20.000
    394.750   -203.326   .2571   20.000     -279.494   .2278   20.000     -251.727   .2363   20.000
    395.406   -203.809   .2569   20.000     -280.095   .2276   20.000     -252.335   .2361   20.000
    396.063   -204.287   .2567   20.000     -280.694   .2275   20.000     -252.937   .2360   20.000
    396.719   -204.762   .2564   20.000     -281.293   .2273   20.000     -253.536   .2358   20.000
    397.375   -205.232   .2562   20.000     -281.886   .2271   20.000     -254.129   .2356   20.000
    398.031   -205.699   .2560   20.000     -282.474   .2269   20.000     -254.718   .2354   20.000
    398.688   -206.162   .2558   20.000     -283.056   .2267   20.000     -255.300   .2352   20.000
    399.344   -206.621   .2556   20.000     -283.632   .2266   20.000     -255.876   .2351   20.000
    400.000   -207.076   .2554   20.000     -284.200   .2264   20.000     -256.446   .2349   20.000
    400.632   -207.511   .2552   20.000     -284.761   .2262   20.000     -256.992   .2347   20.000
    401.444   -208.065   .2549   20.000     -285.455   .2260   20.000     -257.680   .2345   20.000
    402.256   -208.614   .2547   20.000     -286.155   .2258   20.000     -258.363   .2343   20.000
    403.068   -209.159   .2544   20.000     -286.849   .2256   20.000     -259.040   .2341   20.000
    403.880   -209.698   .2542   20.000     -287.537   .2254   20.000     -259.710   .2339   20.000
    404.692   -210.233   .2539   20.000     -288.234   .2252   20.000     -260.372   .2337   20.000
    405.736   -210.913   .2536   20.000     -289.094   .2249   20.000     -261.208   .2334   20.000
    406.780   -211.586   .2533   20.000     -289.963   .2246   20.000     -262.038   .2332   20.000
    407.824   -212.251   .2530   20.000     -290.829   .2244   20.000     -262.857   .2329   20.000
    408.868   -212.910   .2527   20.000     -291.684   .2241   20.000     -263.665   .2327   20.000
    409.912   -213.563   .2524   20.000     -292.533   .2238   20.000     -264.463   .2324   20.000
    410.956   -214.209   .2521   20.000     -293.371   .2236   20.000     -265.248   .2322   20.000
    412.000   -214.849   .2518   20.000     -294.197   .2233   20.000     -266.022   .2320   20.000
    413.091   -215.511   .2515   20.000     -295.056   .2231   20.000     -266.818   .2317   20.000
    414.182   -216.166   .2512   20.000     -295.912   .2228   20.000     -267.603   .2315   20.000
    415.273   -216.816   .2509   20.000     -296.773   .2225   20.000     -268.377   .2312   20.000
    416.364   -217.460   .2506   20.000     -297.637   .2223   20.000     -269.141   .2310   20.000
    417.455   -218.097   .2503   20.000     -298.497   .2220   20.000     -269.895   .2308   20.000
    418.545   -218.730   .2500   20.000     -299.366   .2218   20.000     -270.641   .2305   20.000
    419.948   -219.533   .2496   20.000     -300.437   .2214   20.000     -271.581   .2303   20.000
    421.351   -220.328   .2493   20.000     -301.524   .2211   20.000     -272.508   .2300   20.000
    422.753   -221.116   .2489   20.000     -302.604   .2208   20.000     -273.421   .2297   20.000
    424.156   -221.897   .2486   20.000     -303.672   .2204   20.000     -274.320   .2294   20.000
    425.558   -222.671   .2482   20.000     -304.729   .2201   20.000     -275.205   .2291   20.000
    426.961   -223.439   .2478   20.000     -305.787   .2198   20.000     -276.076   .2289   20.000
    428.364   -224.200   .2475   20.000     -306.849   .2196   20.000     -276.934   .2286   20.000
    429.766   -224.957   .2471   20.000     -307.900   .2194   20.000     -277.782   .2284   20.000
    431.169   -225.708   .2468   20.000     -308.940   .2192   20.000     -278.621   .2281   20.000
    432.571   -226.454   .2465   20.000     -309.977   .2190   20.000     -279.449   .2278   20.000
    433.974   -227.196   .2461   20.000     -311.002   .2188   20.000     -280.269   .2276   20.000
    435.377   -227.934   .2458   20.000     -312.003   .2187   20.000     -281.081   .2273   20.000
    436.779   -228.669   .2454   20.000     -312.988   .2185   20.000     -281.884   .2271   20.000
    438.182   -229.401   .2451   20.000     -313.967   .2183   20.000     -282.678   .2269   20.000
    439.584   -230.131   .2448   20.000     -314.940   .2181   20.000     -283.462   .2266   20.000
    440.987   -230.860   .2444   20.000     -315.885   .2179   20.000     -284.239   .2264   20.000
    442.390   -231.587   .2441   20.000     -316.811   .2177   20.000     -285.008   .2261   20.000
    443.792   -232.315   .2438   20.000     -317.723   .2176   20.000     -285.773   .2259   20.000
    445.195   -233.045   .2434   20.000     -318.635   .2174   20.000     -286.532   .2257   20.000
    446.597   -233.762   .2431   20.000     -319.520   .2172   20.000     -287.285   .2254   20.000
    448.000   -234.481   .2428   20.000     -320.385   .2171   20.000     -288.031   .2252   20.000
    450.364   -235.708   .2422   20.000     -321.792   .2168   20.000     -289.264   .2248   20.000
    452.727   -236.965   .2416   20.000     -323.191   .2165   20.000     -290.484   .2245   20.000
    455.091   -238.248   .2410   20.000     -324.563   .2163   20.000     -291.688   .2241   20.000
    457.455   -239.570   .2404   20.000     -325.882   .2160   20.000     -292.891   .2237   20.000
    459.818   -240.949   .2398   20.000     -327.168   .2158   20.000     -294.084   .2234   20.000
    462.182   -242.454   .2392   20.000     -328.420   .2155   20.000     -295.279   .2230   20.000
    464.546   -244.010   .2387   20.000     -329.652   .2153   20.000     -296.465   .2226   20.000
    466.909   -245.439   .2382   20.000     -330.881   .2151   20.000     -297.644   .2223   20.000
    469.273   -246.801   .2378   20.000     -332.103   .2149   20.000     -298.827   .2219   20.000
    471.636   -248.111   .2374   20.000     -333.303   .2146   20.000     -300.052   .2215   20.000
    474.000   -249.380   .2370   20.000     -334.481   .2144   20.000     -301.278   .2212   20.000
    476.364   -250.612   .2367   20.000     -335.651   .2142   20.000     -302.502   .2208   20.000
    478.727   -251.811   .2363   20.000     -336.803   .2140   20.000     -303.735   .2204   20.000
    481.091   -252.979   .2359   20.000     -337.951   .2137   20.000     -304.980   .2200   20.000
    483.455   -254.120   .2356   20.000     -339.076   .2135   20.000     -306.247   .2198   20.000
    485.818   -255.234   .2353   20.000     -340.184   .2133   20.000     -307.509   .2195   20.000
    488.182   -256.323   .2349   20.000     -341.282   .2131   20.000     -308.769   .2193   20.000
    490.545   -257.389   .2346   20.000     -342.374   .2129   20.000     -310.028   .2190   20.000
    492.909   -258.434   .2343   20.000     -343.458   .2127   20.000     -311.283   .2188   20.000
    495.273   -259.458   .2340   20.000     -344.529   .2125   20.000     -312.525   .2186   20.000
    497.636   -260.462   .2337   20.000     -345.591   .2123   20.000     -313.755   .2183   20.000
    500.000   -261.449   .2333   20.000     -346.639   .2121   20.000     -314.974   .2181   20.000
    502.600   -262.513   .2330   20.000     -347.773   .2119   20.000     -316.289   .2179   20.000
    505.200   -263.557   .2327   20.000     -348.899   .2117   20.000     -317.581   .2176   20.000
    507.800   -264.584   .2324   20.000     -350.022   .2115   20.000     -318.851   .2174   20.000
    510.400   -265.592   .2321   20.000     -351.131   .2112   20.000     -320.099   .2171   20.000
    513.000   -266.584   .2318   20.000     -352.226   .2110   20.000     -321.322   .2169   20.000
    515.429   -267.497   .2315   20.000     -353.255   .2108   20.000     -322.448   .2167   20.000
    518.586   -268.662   .2311   20.000     -354.521   .2106   20.000     -323.863   .2164   20.000
    521.743   -269.806   .2308   20.000     -355.787   .2104   20.000     -325.261   .2162   20.000
    524.900   -270.930   .2305   20.000     -357.019   .2101   20.000     -326.624   .2159   20.000
    528.057   -272.035   .2301   20.000     -358.221   .2099   20.000     -327.954   .2156   20.000
    531.214   -273.123   .2298   20.000     -359.430   .2097   20.000     -329.259   .2154   20.000
    535.161   -274.456   .2294   20.000     -360.863   .2094   20.000     -330.832   .2151   20.000
    539.107   -275.764   .2290   20.000     -362.279   .2091   20.000     -332.370   .2148   20.000
    543.054   -277.049   .2286   20.000     -363.655   .2089   20.000     -333.866   .2145   20.000
    547.000   -278.312   .2282   20.000     -365.024   .2086   20.000     -335.325   .2142   20.000
    551.125   -279.611   .2278   20.000     -366.440   .2083   20.000     -336.813   .2140   20.000
    555.250   -280.889   .2274   20.000     -367.830   .2081   20.000     -338.264   .2137   20.000
    559.375   -282.148   .2270   20.000     -369.203   .2078   20.000     -339.684   .2134   20.000
    563.500   -283.389   .2266   20.000     -370.555   .2076   20.000     -341.070   .2132   20.000
    567.625   -284.617   .2263   20.000     -371.905   .2073   20.000     -342.428   .2129   20.000
    572.625   -286.067   .2258   20.000     -373.468   .2070   20.000     -344.020   .2126   20.000
    576.313   -287.142   .2255   20.000     -374.631   .2068   20.000     -345.177   .2124   20.000
    580.000   -288.189   .2252   20.000     -375.769   .2066   20.000     -346.306   .2122   20.000
    585.000   -289.600   .2248   20.000     -377.316   .2063   20.000     -347.797   .2119   20.000
    590.000   -290.994   .2243   20.000     -378.853   .2060   20.000     -349.255   .2116   20.000
    595.000   -292.381   .2239   20.000     -380.369   .2057   20.000     -350.680   .2113   20.000
    600.000   -293.764   .2235   20.000     -381.879   .2054   20.000     -352.074   .2111   20.000
    602.500   -294.438   .2233   20.000     -382.624   .2053   20.000     -352.764   .2109   20.000
    605.000   -295.131   .2231   20.000     -383.372   .2051   20.000     -353.442   .2108   20.000
end
