 Welcome to HYDRUS-2D                                                    
 
 Program HYDRUS2
 Date:  18. 2.    Time:  13:52:45
 Time dependent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = m    , T = days , M = mmol 


 Time:       .1000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   10   30    -.5     .5   -6  -.529E-05   .952E-04       -1.5   .212     20.00  .651E-18
   11   31    -.4     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .460E-17
   12   32    -.3     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .115E-16
   13   33    -.2     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .122E-16
   14   34    -.1     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .861E-17
   15   35     .1     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .669E-16
   16   36     .2     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .266E-18
   17   37     .3     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .177E-19
   18   38     .4     .5   -6  -.106E-04   .952E-04       -1.5   .212     20.00  .127E-21
   19   39     .5     .5   -6  -.529E-05   .952E-04       -1.5   .212     20.00  .583E-21
   20   66     .2    2.0   -4   .000E+00   .000E+00       -2.2   .188     20.00  .277E-03
   21   67     .2    2.0   -4   .000E+00   .000E+00       -3.3   .166     20.00  .357E-02
   22   68     .1    2.0   -4   .000E+00   .000E+00       -5.2   .146     20.00  .394E-01
   23   69     .1    2.0   -4   .000E+00   .000E+00       -6.3   .139     20.00  .846E-01
   24   70     .1    2.0   -4   .000E+00   .000E+00       -6.2   .140     20.00  .102E+00
   25   71     .0    2.0   -4   .000E+00   .000E+00       -6.0   .141     20.00  .110E+00
   26   72     .0    2.0   -4   .000E+00   .000E+00       -6.0   .141     20.00  .109E+00
   27   73    -.1    2.0   -4   .000E+00   .000E+00       -6.2   .140     20.00  .101E+00
   28   74    -.1    2.0   -4   .000E+00   .000E+00       -6.2   .140     20.00  .840E-01
   29   75    -.1    2.0   -4   .000E+00   .000E+00       -5.3   .145     20.00  .424E-01
   30   76    -.2    2.0   -4   .000E+00   .000E+00       -3.3   .165     20.00  .405E-02
