


                               Node( 53)                                           Node(107)                                           Node(136)                                           Node(278)                                           Node(408)                                           Node(593)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
       .538     -1.500   .2117   20.000   .000E+00   .000E+00        -.534   .2966   20.000   .352E+00   .000E+00       -1.505   .2115   20.000   .197E-12   .000E+00       -1.675   .2041   20.000   .111E-03   .000E+00       -1.500   .2117   20.000   .120E-20   .000E+00       -1.400   .2166   20.000   .232E-02   .000E+00
       .543     -1.500   .2117   20.000   .000E+00   .000E+00        -.532   .2969   20.000   .354E+00   .000E+00       -1.505   .2114   20.000   .313E-12   .000E+00       -1.676   .2041   20.000   .125E-03   .000E+00       -1.500   .2117   20.000   .147E-20   .000E+00       -1.395   .2168   20.000   .253E-02   .000E+00
       .549     -1.500   .2117   20.000   .000E+00   .000E+00        -.530   .2973   20.000   .356E+00   .000E+00       -1.505   .2114   20.000   .469E-12   .000E+00       -1.677   .2040   20.000   .140E-03   .000E+00       -1.500   .2117   20.000   .180E-20   .000E+00       -1.390   .2171   20.000   .275E-02   .000E+00
       .554     -1.500   .2117   20.000   .000E+00   .000E+00        -.528   .2977   20.000   .358E+00   .000E+00       -1.505   .2114   20.000   .675E-12   .000E+00       -1.677   .2040   20.000   .157E-03   .000E+00       -1.500   .2117   20.000   .220E-20   .000E+00       -1.385   .2174   20.000   .300E-02   .000E+00
       .560     -1.500   .2117   20.000  -.119E-29   .000E+00        -.526   .2980   20.000   .360E+00   .000E+00       -1.505   .2114   20.000   .944E-12   .000E+00       -1.678   .2040   20.000   .175E-03   .000E+00       -1.500   .2117   20.000   .268E-20   .000E+00       -1.379   .2177   20.000   .325E-02   .000E+00
       .565     -1.500   .2117   20.000  -.263E-29   .000E+00        -.524   .2984   20.000   .362E+00   .000E+00       -1.505   .2114   20.000   .129E-11   .000E+00       -1.678   .2040   20.000   .195E-03   .000E+00       -1.500   .2117   20.000   .327E-20   .000E+00       -1.373   .2180   20.000   .353E-02   .000E+00
       .571     -1.500   .2117   20.000  -.438E-29   .000E+00        -.522   .2987   20.000   .364E+00   .000E+00       -1.505   .2114   20.000   .173E-11   .000E+00       -1.678   .2040   20.000   .217E-03   .000E+00       -1.500   .2117   20.000   .397E-20   .000E+00       -1.367   .2183   20.000   .382E-02   .000E+00
       .576     -1.500   .2117   20.000  -.648E-29   .000E+00        -.520   .2991   20.000   .366E+00   .000E+00       -1.506   .2114   20.000   .228E-11   .000E+00       -1.678   .2040   20.000   .240E-03   .000E+00       -1.500   .2117   20.000   .481E-20   .000E+00       -1.361   .2186   20.000   .413E-02   .000E+00
       .581     -1.500   .2117   20.000  -.901E-29   .000E+00        -.518   .2994   20.000   .368E+00   .000E+00       -1.506   .2114   20.000   .298E-11   .000E+00       -1.679   .2040   20.000   .266E-03   .000E+00       -1.500   .2117   20.000   .583E-20   .000E+00       -1.355   .2190   20.000   .446E-02   .000E+00
       .587     -1.500   .2117   20.000  -.120E-28   .000E+00        -.516   .2997   20.000   .369E+00   .000E+00       -1.506   .2114   20.000   .383E-11   .000E+00       -1.679   .2040   20.000   .294E-03   .000E+00       -1.500   .2117   20.000   .705E-20   .000E+00       -1.349   .2193   20.000   .480E-02   .000E+00
       .592     -1.500   .2117   20.000  -.156E-28   .000E+00        -.515   .3000   20.000   .371E+00   .000E+00       -1.506   .2114   20.000   .489E-11   .000E+00       -1.679   .2040   20.000   .325E-03   .000E+00       -1.500   .2117   20.000   .850E-20   .000E+00       -1.342   .2196   20.000   .517E-02   .000E+00
       .598     -1.500   .2117   20.000  -.199E-28   .000E+00        -.513   .3004   20.000   .373E+00   .000E+00       -1.506   .2114   20.000   .618E-11   .000E+00       -1.679   .2040   20.000   .358E-03   .000E+00       -1.500   .2117   20.000   .102E-19   .000E+00       -1.335   .2200   20.000   .555E-02   .000E+00
       .603     -1.500   .2117   20.000  -.249E-28   .000E+00        -.511   .3007   20.000   .375E+00   .000E+00       -1.506   .2114   20.000   .774E-11   .000E+00       -1.678   .2040   20.000   .393E-03   .000E+00       -1.500   .2117   20.000   .123E-19   .000E+00       -1.329   .2203   20.000   .595E-02   .000E+00
       .609     -1.500   .2117   20.000  -.307E-28   .000E+00        -.509   .3010   20.000   .377E+00   .000E+00       -1.506   .2114   20.000   .962E-11   .000E+00       -1.678   .2040   20.000   .432E-03   .000E+00       -1.500   .2117   20.000   .148E-19   .000E+00       -1.322   .2207   20.000   .637E-02   .000E+00
       .614     -1.500   .2117   20.000  -.377E-28   .000E+00        -.508   .3012   20.000   .379E+00   .000E+00       -1.506   .2114   20.000   .119E-10   .000E+00       -1.678   .2040   20.000   .474E-03   .000E+00       -1.500   .2117   20.000   .178E-19   .000E+00       -1.315   .2211   20.000   .682E-02   .000E+00
       .620     -1.500   .2117   20.000  -.457E-28   .000E+00        -.506   .3015   20.000   .380E+00   .000E+00       -1.506   .2114   20.000   .146E-10   .000E+00       -1.677   .2040   20.000   .519E-03   .000E+00       -1.500   .2117   20.000   .213E-19   .000E+00       -1.308   .2214   20.000   .729E-02   .000E+00
       .625     -1.500   .2117   20.000  -.550E-28   .000E+00        -.505   .3018   20.000   .382E+00   .000E+00       -1.506   .2114   20.000   .178E-10   .000E+00       -1.677   .2040   20.000   .567E-03   .000E+00       -1.500   .2117   20.000   .255E-19   .000E+00       -1.300   .2218   20.000   .778E-02   .000E+00
       .631     -1.500   .2117   20.000  -.657E-28   .000E+00        -.503   .3021   20.000   .384E+00   .000E+00       -1.506   .2114   20.000   .216E-10   .000E+00       -1.676   .2040   20.000   .619E-03   .000E+00       -1.500   .2117   20.000   .304E-19   .000E+00       -1.293   .2222   20.000   .830E-02   .000E+00
       .636     -1.500   .2117   20.000  -.779E-28   .000E+00        -.502   .3024   20.000   .386E+00   .000E+00       -1.507   .2114   20.000   .260E-10   .000E+00       -1.676   .2041   20.000   .675E-03   .000E+00       -1.500   .2117   20.000   .363E-19   .000E+00       -1.285   .2226   20.000   .884E-02   .000E+00
       .642     -1.500   .2117   20.000  -.918E-28   .000E+00        -.500   .3026   20.000   .387E+00   .000E+00       -1.507   .2114   20.000   .312E-10   .000E+00       -1.675   .2041   20.000   .735E-03   .000E+00       -1.500   .2117   20.000   .433E-19   .000E+00       -1.278   .2231   20.000   .940E-02   .000E+00
       .647     -1.500   .2117   20.000  -.107E-27   .000E+00        -.499   .3029   20.000   .389E+00   .000E+00       -1.507   .2114   20.000   .372E-10   .000E+00       -1.674   .2041   20.000   .799E-03   .000E+00       -1.500   .2117   20.000   .515E-19   .000E+00       -1.271   .2235   20.000   .999E-02   .000E+00
       .653     -1.500   .2117   20.000  -.125E-27   .000E+00        -.497   .3031   20.000   .391E+00   .000E+00       -1.507   .2114   20.000   .442E-10   .000E+00       -1.673   .2042   20.000   .868E-03   .000E+00       -1.500   .2117   20.000   .613E-19   .000E+00       -1.263   .2240   20.000   .106E-01   .000E+00
       .658     -1.500   .2117   20.000  -.144E-27   .000E+00        -.496   .3034   20.000   .393E+00   .000E+00       -1.507   .2114   20.000   .523E-10   .000E+00       -1.672   .2042   20.000   .940E-03   .000E+00       -1.500   .2117   20.000   .727E-19   .000E+00       -1.255   .2245   20.000   .112E-01   .000E+00
       .663     -1.500   .2117   20.000  -.166E-27   .000E+00        -.494   .3037   20.000   .394E+00   .000E+00       -1.507   .2114   20.000   .615E-10   .000E+00       -1.671   .2042   20.000   .102E-02   .000E+00       -1.500   .2117   20.000   .862E-19   .000E+00       -1.247   .2250   20.000   .119E-01   .000E+00
       .669     -1.500   .2117   20.000  -.189E-27   .000E+00        -.493   .3039   20.000   .396E+00   .000E+00       -1.507   .2114   20.000   .720E-10   .000E+00       -1.670   .2043   20.000   .110E-02   .000E+00       -1.500   .2117   20.000   .102E-18   .000E+00       -1.239   .2255   20.000   .126E-01   .000E+00
       .674     -1.500   .2117   20.000  -.214E-27   .000E+00        -.492   .3041   20.000   .398E+00   .000E+00       -1.507   .2113   20.000   .840E-10   .000E+00       -1.668   .2043   20.000   .119E-02   .000E+00       -1.500   .2117   20.000   .121E-18   .000E+00       -1.231   .2260   20.000   .133E-01   .000E+00
       .680     -1.500   .2117   20.000  -.240E-27   .000E+00        -.490   .3044   20.000   .399E+00   .000E+00       -1.507   .2113   20.000   .976E-10   .000E+00       -1.667   .2044   20.000   .128E-02   .000E+00       -1.500   .2117   20.000   .142E-18   .000E+00       -1.223   .2265   20.000   .140E-01   .000E+00
       .685     -1.500   .2117   20.000  -.267E-27   .000E+00        -.489   .3046   20.000   .401E+00   .000E+00       -1.507   .2113   20.000   .113E-09   .000E+00       -1.665   .2044   20.000   .138E-02   .000E+00       -1.500   .2117   20.000   .168E-18   .000E+00       -1.215   .2270   20.000   .148E-01   .000E+00
       .691     -1.500   .2117   20.000  -.295E-27   .000E+00        -.488   .3048   20.000   .402E+00   .000E+00       -1.507   .2113   20.000   .130E-09   .000E+00       -1.664   .2045   20.000   .148E-02   .000E+00       -1.500   .2117   20.000   .198E-18   .000E+00       -1.207   .2276   20.000   .156E-01   .000E+00
       .696     -1.500   .2117   20.000  -.322E-27   .000E+00        -.486   .3051   20.000   .404E+00   .000E+00       -1.508   .2113   20.000   .150E-09   .000E+00       -1.662   .2046   20.000   .159E-02   .000E+00       -1.500   .2117   20.000   .233E-18   .000E+00       -1.199   .2281   20.000   .164E-01   .000E+00
       .702     -1.500   .2117   20.000  -.348E-27   .000E+00        -.485   .3053   20.000   .406E+00   .000E+00       -1.508   .2113   20.000   .171E-09   .000E+00       -1.660   .2046   20.000   .171E-02   .000E+00       -1.500   .2117   20.000   .273E-18   .000E+00       -1.191   .2286   20.000   .172E-01   .000E+00
       .707     -1.500   .2117   20.000  -.371E-27   .000E+00        -.484   .3055   20.000   .407E+00   .000E+00       -1.508   .2113   20.000   .196E-09   .000E+00       -1.659   .2047   20.000   .183E-02   .000E+00       -1.500   .2117   20.000   .321E-18   .000E+00       -1.183   .2291   20.000   .181E-01   .000E+00
       .713     -1.500   .2117   20.000  -.389E-27   .000E+00        -.483   .3057   20.000   .409E+00   .000E+00       -1.508   .2113   20.000   .223E-09   .000E+00       -1.657   .2048   20.000   .196E-02   .000E+00       -1.500   .2117   20.000   .376E-18   .000E+00       -1.174   .2296   20.000   .190E-01   .000E+00
       .718     -1.500   .2117   20.000  -.399E-27   .000E+00        -.482   .3060   20.000   .410E+00   .000E+00       -1.508   .2113   20.000   .253E-09   .000E+00       -1.655   .2048   20.000   .209E-02   .000E+00       -1.500   .2117   20.000   .440E-18   .000E+00       -1.166   .2301   20.000   .199E-01   .000E+00
       .724     -1.500   .2117   20.000  -.399E-27   .000E+00        -.480   .3062   20.000   .412E+00   .000E+00       -1.508   .2113   20.000   .286E-09   .000E+00       -1.653   .2049   20.000   .223E-02   .000E+00       -1.500   .2117   20.000   .515E-18   .000E+00       -1.158   .2306   20.000   .208E-01   .000E+00
       .730     -1.500   .2117   20.000  -.385E-27   .000E+00        -.479   .3064   20.000   .414E+00   .000E+00       -1.508   .2113   20.000   .323E-09   .000E+00       -1.650   .2050   20.000   .238E-02   .000E+00       -1.500   .2117   20.000   .602E-18   .000E+00       -1.150   .2311   20.000   .218E-01   .000E+00
       .735     -1.500   .2117   20.000  -.353E-27   .000E+00        -.478   .3066   20.000   .415E+00   .000E+00       -1.508   .2113   20.000   .364E-09   .000E+00       -1.648   .2051   20.000   .254E-02   .000E+00       -1.500   .2117   20.000   .702E-18   .000E+00       -1.141   .2317   20.000   .228E-01   .000E+00
       .741     -1.500   .2117   20.000  -.298E-27   .000E+00        -.477   .3068   20.000   .417E+00   .000E+00       -1.508   .2113   20.000   .410E-09   .000E+00       -1.646   .2052   20.000   .270E-02   .000E+00       -1.500   .2117   20.000   .818E-18   .000E+00       -1.133   .2322   20.000   .238E-01   .000E+00
       .746     -1.500   .2117   20.000  -.212E-27   .000E+00        -.476   .3070   20.000   .418E+00   .000E+00       -1.508   .2113   20.000   .460E-09   .000E+00       -1.644   .2053   20.000   .287E-02   .000E+00       -1.500   .2117   20.000   .953E-18   .000E+00       -1.126   .2328   20.000   .248E-01   .000E+00
       .752     -1.500   .2117   20.000  -.886E-28   .000E+00        -.475   .3072   20.000   .420E+00   .000E+00       -1.508   .2113   20.000   .516E-09   .000E+00       -1.641   .2054   20.000   .305E-02   .000E+00       -1.500   .2117   20.000   .111E-17   .000E+00       -1.118   .2334   20.000   .259E-01   .000E+00
       .757     -1.500   .2117   20.000   .808E-28   .000E+00        -.474   .3074   20.000   .421E+00   .000E+00       -1.508   .2113   20.000   .577E-09   .000E+00       -1.639   .2055   20.000   .324E-02   .000E+00       -1.500   .2117   20.000   .129E-17   .000E+00       -1.110   .2340   20.000   .270E-01   .000E+00
       .763     -1.500   .2117   20.000   .307E-27   .000E+00        -.472   .3076   20.000   .423E+00   .000E+00       -1.508   .2113   20.000   .645E-09   .000E+00       -1.636   .2056   20.000   .343E-02   .000E+00       -1.500   .2117   20.000   .150E-17   .000E+00       -1.102   .2346   20.000   .281E-01   .000E+00
       .768     -1.500   .2117   20.000   .600E-27   .000E+00        -.471   .3078   20.000   .424E+00   .000E+00       -1.508   .2113   20.000   .719E-09   .000E+00       -1.633   .2058   20.000   .364E-02   .000E+00       -1.500   .2117   20.000   .173E-17   .000E+00       -1.094   .2352   20.000   .292E-01   .000E+00
       .774     -1.500   .2117   20.000   .975E-27   .000E+00        -.470   .3079   20.000   .426E+00   .000E+00       -1.509   .2113   20.000   .810E-09   .000E+00       -1.630   .2059   20.000   .385E-02   .000E+00       -1.500   .2117   20.000   .201E-17   .000E+00       -1.086   .2357   20.000   .303E-01   .000E+00
       .779     -1.500   .2117   20.000   .145E-26   .000E+00        -.469   .3081   20.000   .427E+00   .000E+00       -1.509   .2113   20.000   .930E-09   .000E+00       -1.627   .2060   20.000   .407E-02   .000E+00       -1.500   .2117   20.000   .233E-17   .000E+00       -1.078   .2363   20.000   .315E-01   .000E+00
       .785     -1.500   .2117   20.000   .203E-26   .000E+00        -.468   .3083   20.000   .429E+00   .000E+00       -1.509   .2113   20.000   .108E-08   .000E+00       -1.624   .2062   20.000   .431E-02   .000E+00       -1.500   .2117   20.000   .269E-17   .000E+00       -1.070   .2369   20.000   .327E-01   .000E+00
       .790     -1.500   .2117   20.000   .274E-26   .000E+00        -.467   .3085   20.000   .430E+00   .000E+00       -1.509   .2113   20.000   .128E-08   .000E+00       -1.621   .2063   20.000   .455E-02   .000E+00       -1.500   .2117   20.000   .311E-17   .000E+00       -1.063   .2375   20.000   .339E-01   .000E+00
       .796     -1.500   .2117   20.000   .361E-26   .000E+00        -.467   .3087   20.000   .432E+00   .000E+00       -1.509   .2113   20.000   .152E-08   .000E+00       -1.618   .2064   20.000   .480E-02   .000E+00       -1.500   .2117   20.000   .358E-17   .000E+00       -1.055   .2380   20.000   .351E-01   .000E+00
       .801     -1.500   .2117   20.000   .465E-26   .000E+00        -.466   .3089   20.000   .433E+00   .000E+00       -1.509   .2113   20.000   .182E-08   .000E+00       -1.615   .2066   20.000   .506E-02   .000E+00       -1.500   .2117   20.000   .413E-17   .000E+00       -1.047   .2386   20.000   .364E-01   .000E+00
       .807     -1.500   .2117   20.000   .589E-26   .000E+00        -.465   .3091   20.000   .435E+00   .000E+00       -1.509   .2113   20.000   .218E-08   .000E+00       -1.611   .2067   20.000   .533E-02   .000E+00       -1.500   .2117   20.000   .476E-17   .000E+00       -1.040   .2391   20.000   .377E-01   .000E+00
       .812     -1.500   .2117   20.000   .735E-26   .000E+00        -.464   .3093   20.000   .436E+00   .000E+00       -1.509   .2113   20.000   .263E-08   .000E+00       -1.608   .2069   20.000   .560E-02   .000E+00       -1.500   .2117   20.000   .548E-17   .000E+00       -1.033   .2397   20.000   .389E-01   .000E+00
       .818     -1.500   .2117   20.000   .906E-26   .000E+00        -.463   .3095   20.000   .437E+00   .000E+00       -1.509   .2113   20.000   .316E-08   .000E+00       -1.605   .2070   20.000   .589E-02   .000E+00       -1.500   .2117   20.000   .630E-17   .000E+00       -1.025   .2402   20.000   .403E-01   .000E+00
       .823     -1.500   .2117   20.000   .110E-25   .000E+00        -.462   .3096   20.000   .439E+00   .000E+00       -1.509   .2113   20.000   .381E-08   .000E+00       -1.601   .2072   20.000   .619E-02   .000E+00       -1.500   .2117   20.000   .724E-17   .000E+00       -1.018   .2408   20.000   .416E-01   .000E+00
       .829     -1.500   .2117   20.000   .133E-25   .000E+00        -.461   .3098   20.000   .440E+00   .000E+00       -1.509   .2113   20.000   .457E-08   .000E+00       -1.597   .2073   20.000   .650E-02   .000E+00       -1.500   .2117   20.000   .831E-17   .000E+00       -1.011   .2413   20.000   .429E-01   .000E+00
       .834     -1.500   .2117   20.000   .160E-25   .000E+00        -.460   .3100   20.000   .441E+00   .000E+00       -1.509   .2113   20.000   .548E-08   .000E+00       -1.594   .2075   20.000   .682E-02   .000E+00       -1.500   .2117   20.000   .953E-17   .000E+00       -1.003   .2419   20.000   .443E-01   .000E+00
       .840     -1.500   .2117   20.000   .190E-25   .000E+00        -.459   .3102   20.000   .443E+00   .000E+00       -1.509   .2113   20.000   .656E-08   .000E+00       -1.590   .2077   20.000   .715E-02   .000E+00       -1.500   .2117   20.000   .109E-16   .000E+00        -.996   .2424   20.000   .457E-01   .000E+00
       .845     -1.500   .2117   20.000   .224E-25   .000E+00        -.459   .3103   20.000   .444E+00   .000E+00       -1.509   .2113   20.000   .783E-08   .000E+00       -1.586   .2078   20.000   .748E-02   .000E+00       -1.500   .2117   20.000   .125E-16   .000E+00        -.990   .2430   20.000   .471E-01   .000E+00
       .851     -1.500   .2117   20.000   .262E-25   .000E+00        -.458   .3105   20.000   .446E+00   .000E+00       -1.509   .2113   20.000   .931E-08   .000E+00       -1.583   .2080   20.000   .783E-02   .000E+00       -1.500   .2117   20.000   .143E-16   .000E+00        -.983   .2436   20.000   .485E-01   .000E+00
       .856     -1.500   .2117   20.000   .305E-25   .000E+00        -.457   .3107   20.000   .447E+00   .000E+00       -1.509   .2113   20.000   .110E-07   .000E+00       -1.579   .2082   20.000   .819E-02   .000E+00       -1.500   .2117   20.000   .163E-16   .000E+00        -.976   .2442   20.000   .499E-01   .000E+00
       .862     -1.500   .2117   20.000   .354E-25   .000E+00        -.456   .3108   20.000   .448E+00   .000E+00       -1.509   .2113   20.000   .131E-07   .000E+00       -1.575   .2083   20.000   .856E-02   .000E+00       -1.500   .2117   20.000   .187E-16   .000E+00        -.970   .2448   20.000   .514E-01   .000E+00
       .868     -1.500   .2117   20.000   .407E-25   .000E+00        -.455   .3110   20.000   .450E+00   .000E+00       -1.509   .2113   20.000   .154E-07   .000E+00       -1.571   .2085   20.000   .894E-02   .000E+00       -1.500   .2117   20.000   .213E-16   .000E+00        -.963   .2454   20.000   .529E-01   .000E+00
       .873     -1.500   .2117   20.000   .466E-25   .000E+00        -.454   .3111   20.000   .451E+00   .000E+00       -1.509   .2113   20.000   .181E-07   .000E+00       -1.567   .2087   20.000   .933E-02   .000E+00       -1.500   .2117   20.000   .243E-16   .000E+00        -.956   .2460   20.000   .543E-01   .000E+00
       .879     -1.500   .2117   20.000   .531E-25   .000E+00        -.454   .3113   20.000   .452E+00   .000E+00       -1.509   .2113   20.000   .213E-07   .000E+00       -1.563   .2089   20.000   .973E-02   .000E+00       -1.500   .2117   20.000   .277E-16   .000E+00        -.950   .2465   20.000   .558E-01   .000E+00
       .884     -1.500   .2117   20.000   .602E-25   .000E+00        -.453   .3115   20.000   .454E+00   .000E+00       -1.509   .2113   20.000   .249E-07   .000E+00       -1.559   .2090   20.000   .101E-01   .000E+00       -1.500   .2117   20.000   .315E-16   .000E+00        -.943   .2471   20.000   .573E-01   .000E+00
       .890     -1.500   .2117   20.000   .680E-25   .000E+00        -.452   .3116   20.000   .455E+00   .000E+00       -1.509   .2113   20.000   .290E-07   .000E+00       -1.555   .2092   20.000   .106E-01   .000E+00       -1.500   .2117   20.000   .358E-16   .000E+00        -.937   .2477   20.000   .588E-01   .000E+00
       .895     -1.500   .2117   20.000   .765E-25   .000E+00        -.451   .3118   20.000   .456E+00   .000E+00       -1.509   .2113   20.000   .337E-07   .000E+00       -1.551   .2094   20.000   .110E-01   .000E+00       -1.500   .2117   20.000   .407E-16   .000E+00        -.931   .2482   20.000   .604E-01   .000E+00
       .901     -1.500   .2117   20.000   .858E-25   .000E+00        -.451   .3119   20.000   .458E+00   .000E+00       -1.509   .2113   20.000   .391E-07   .000E+00       -1.547   .2096   20.000   .114E-01   .000E+00       -1.500   .2117   20.000   .462E-16   .000E+00        -.925   .2487   20.000   .619E-01   .000E+00
       .906     -1.500   .2117   20.000   .957E-25   .000E+00        -.450   .3121   20.000   .459E+00   .000E+00       -1.509   .2113   20.000   .453E-07   .000E+00       -1.543   .2098   20.000   .119E-01   .000E+00       -1.500   .2117   20.000   .525E-16   .000E+00        -.919   .2493   20.000   .634E-01   .000E+00
       .912     -1.500   .2117   20.000   .107E-24   .000E+00        -.449   .3122   20.000   .460E+00   .000E+00       -1.509   .2113   20.000   .523E-07   .000E+00       -1.538   .2100   20.000   .124E-01   .000E+00       -1.500   .2117   20.000   .595E-16   .000E+00        -.913   .2498   20.000   .650E-01   .000E+00
       .917     -1.500   .2117   20.000   .118E-24   .000E+00        -.448   .3124   20.000   .461E+00   .000E+00       -1.509   .2113   20.000   .603E-07   .000E+00       -1.534   .2101   20.000   .128E-01   .000E+00       -1.500   .2117   20.000   .675E-16   .000E+00        -.907   .2503   20.000   .665E-01   .000E+00
       .923     -1.500   .2117   20.000   .131E-24   .000E+00        -.448   .3125   20.000   .463E+00   .000E+00       -1.509   .2113   20.000   .693E-07   .000E+00       -1.530   .2103   20.000   .133E-01   .000E+00       -1.500   .2117   20.000   .764E-16   .000E+00        -.901   .2508   20.000   .681E-01   .000E+00
       .928     -1.500   .2117   20.000   .145E-24   .000E+00        -.447   .3127   20.000   .464E+00   .000E+00       -1.509   .2113   20.000   .795E-07   .000E+00       -1.526   .2105   20.000   .138E-01   .000E+00       -1.500   .2117   20.000   .864E-16   .000E+00        -.896   .2513   20.000   .696E-01   .000E+00
       .934     -1.500   .2117   20.000   .159E-24   .000E+00        -.446   .3128   20.000   .465E+00   .000E+00       -1.509   .2113   20.000   .911E-07   .000E+00       -1.521   .2107   20.000   .143E-01   .000E+00       -1.500   .2117   20.000   .978E-16   .000E+00        -.890   .2518   20.000   .712E-01   .000E+00
       .939     -1.500   .2117   20.000   .175E-24   .000E+00        -.445   .3130   20.000   .466E+00   .000E+00       -1.509   .2113   20.000   .104E-06   .000E+00       -1.517   .2109   20.000   .149E-01   .000E+00       -1.500   .2117   20.000   .110E-15   .000E+00        -.884   .2522   20.000   .728E-01   .000E+00
       .945     -1.500   .2117   20.000   .193E-24   .000E+00        -.445   .3131   20.000   .468E+00   .000E+00       -1.508   .2113   20.000   .119E-06   .000E+00       -1.513   .2111   20.000   .154E-01   .000E+00       -1.500   .2117   20.000   .125E-15   .000E+00        -.879   .2527   20.000   .744E-01   .000E+00
       .950     -1.500   .2117   20.000   .212E-24   .000E+00        -.444   .3132   20.000   .469E+00   .000E+00       -1.508   .2113   20.000   .135E-06   .000E+00       -1.508   .2113   20.000   .159E-01   .000E+00       -1.500   .2117   20.000   .141E-15   .000E+00        -.874   .2533   20.000   .760E-01   .000E+00
       .956     -1.500   .2117   20.000   .233E-24   .000E+00        -.443   .3134   20.000   .470E+00   .000E+00       -1.508   .2113   20.000   .153E-06   .000E+00       -1.504   .2115   20.000   .165E-01   .000E+00       -1.500   .2117   20.000   .159E-15   .000E+00        -.869   .2538   20.000   .776E-01   .000E+00
       .961     -1.500   .2117   20.000   .257E-24   .000E+00        -.443   .3135   20.000   .471E+00   .000E+00       -1.508   .2113   20.000   .174E-06   .000E+00       -1.500   .2117   20.000   .170E-01   .000E+00       -1.500   .2117   20.000   .179E-15   .000E+00        -.864   .2544   20.000   .792E-01   .000E+00
       .967     -1.500   .2117   20.000   .284E-24   .000E+00        -.442   .3137   20.000   .473E+00   .000E+00       -1.508   .2113   20.000   .197E-06   .000E+00       -1.495   .2119   20.000   .176E-01   .000E+00       -1.500   .2117   20.000   .201E-15   .000E+00        -.858   .2549   20.000   .808E-01   .000E+00
       .972     -1.500   .2117   20.000   .314E-24   .000E+00        -.441   .3138   20.000   .474E+00   .000E+00       -1.508   .2113   20.000   .223E-06   .000E+00       -1.491   .2121   20.000   .182E-01   .000E+00       -1.500   .2117   20.000   .227E-15   .000E+00        -.853   .2554   20.000   .824E-01   .000E+00
       .978     -1.500   .2117   20.000   .349E-24   .000E+00        -.441   .3139   20.000   .475E+00   .000E+00       -1.508   .2113   20.000   .251E-06   .000E+00       -1.486   .2123   20.000   .188E-01   .000E+00       -1.500   .2117   20.000   .255E-15   .000E+00        -.848   .2560   20.000   .841E-01   .000E+00
       .983     -1.500   .2117   20.000   .389E-24   .000E+00        -.440   .3140   20.000   .476E+00   .000E+00       -1.508   .2113   20.000   .283E-06   .000E+00       -1.482   .2125   20.000   .194E-01   .000E+00       -1.500   .2117   20.000   .287E-15   .000E+00        -.843   .2565   20.000   .857E-01   .000E+00
       .989     -1.500   .2117   20.000   .435E-24   .000E+00        -.439   .3142   20.000   .478E+00   .000E+00       -1.507   .2113   20.000   .318E-06   .000E+00       -1.477   .2127   20.000   .200E-01   .000E+00       -1.500   .2117   20.000   .322E-15   .000E+00        -.838   .2570   20.000   .873E-01   .000E+00
       .994     -1.500   .2117   20.000   .491E-24   .000E+00        -.439   .3143   20.000   .479E+00   .000E+00       -1.507   .2113   20.000   .358E-06   .000E+00       -1.473   .2129   20.000   .206E-01   .000E+00       -1.500   .2117   20.000   .361E-15   .000E+00        -.833   .2575   20.000   .890E-01   .000E+00
      1.000     -1.500   .2117   20.000   .556E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .401E-06   .000E+00       -1.469   .2131   20.000   .213E-01   .000E+00       -1.500   .2117   20.000   .405E-15   .000E+00        -.829   .2580   20.000   .906E-01   .000E+00
      1.000     -1.500   .2117   20.000   .558E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .402E-06   .000E+00       -1.469   .2131   20.000   .213E-01   .000E+00       -1.500   .2117   20.000   .406E-15   .000E+00        -.829   .2580   20.000   .906E-01   .000E+00
      1.000     -1.500   .2117   20.000   .559E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .403E-06   .000E+00       -1.469   .2131   20.000   .213E-01   .000E+00       -1.500   .2117   20.000   .407E-15   .000E+00        -.828   .2580   20.000   .907E-01   .000E+00
      1.000     -1.500   .2117   20.000   .561E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .404E-06   .000E+00       -1.469   .2131   20.000   .213E-01   .000E+00       -1.500   .2117   20.000   .409E-15   .000E+00        -.828   .2580   20.000   .907E-01   .000E+00
      1.001     -1.500   .2117   20.000   .564E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .406E-06   .000E+00       -1.468   .2131   20.000   .213E-01   .000E+00       -1.500   .2117   20.000   .411E-15   .000E+00        -.828   .2580   20.000   .908E-01   .000E+00
      1.001     -1.500   .2117   20.000   .568E-24   .000E+00        -.438   .3144   20.000   .480E+00   .000E+00       -1.507   .2113   20.000   .409E-06   .000E+00       -1.468   .2131   20.000   .214E-01   .000E+00       -1.500   .2117   20.000   .413E-15   .000E+00        -.828   .2580   20.000   .909E-01   .000E+00
