 Station_ID         Station_Name WMO_CODE         Country_Name Longitude  Latitude Elevation (m)
   AN20BTRX QUEEN-BEATRIX-AIRPORT-A    78982                ARUBA    -70.02      12.5            33

 Code     Element_Name Begin_Y   Nbr_Y     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec Remarks
  201   Temp__mean_max    1951      30    29.8    30.3    30.7    31.8    31.9    32.1    31.8    32.3    32.7      32      31    30.3 FAO misc.  [FAO301]
  202   Temp__mean_min    1951      30    24.1    24.2    24.6    25.2    26.1    26.2      26    26.3    26.4    26.1    25.3    24.6 FAO misc.  [FAO301]
  297 Wind_sp_mean_mly    1951      30       5     5.2     5.6     5.5     5.8       6     5.9     5.6       5     4.2     4.3     4.3 FAO misc.  [FAO301]

