


                               Node(280)                                           Node(331)                                           Node(443)                                           Node(517)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
     29.136      1.584   .3425   20.000   .232E-05   .000E+00        8.818   .3522   20.000   .493E-04   .000E+00      -11.680   .3136   20.000   .345E-02   .000E+00      -17.806   .3981   20.000   .239E-02   .000E+00
     29.151      1.557   .3425   20.000   .234E-05   .000E+00        8.563   .3522   20.000   .499E-04   .000E+00      -11.850   .3134   20.000   .345E-02   .000E+00      -17.975   .3979   20.000   .238E-02   .000E+00
     29.165      1.532   .3425   20.000   .236E-05   .000E+00        8.316   .3522   20.000   .505E-04   .000E+00      -12.019   .3133   20.000   .345E-02   .000E+00      -18.143   .3977   20.000   .238E-02   .000E+00
     29.180      1.507   .3425   20.000   .238E-05   .000E+00        8.074   .3522   20.000   .512E-04   .000E+00      -12.187   .3131   20.000   .345E-02   .000E+00      -18.304   .3975   20.000   .238E-02   .000E+00
     29.194      1.480   .3425   20.000   .240E-05   .000E+00        7.820   .3522   20.000   .518E-04   .000E+00      -12.354   .3130   20.000   .346E-02   .000E+00      -18.464   .3973   20.000   .238E-02   .000E+00
     29.209      1.452   .3425   20.000   .243E-05   .000E+00        7.562   .3522   20.000   .524E-04   .000E+00      -12.522   .3128   20.000   .346E-02   .000E+00      -18.626   .3970   20.000   .238E-02   .000E+00
     29.224      1.426   .3425   20.000   .245E-05   .000E+00        7.317   .3522   20.000   .531E-04   .000E+00      -12.694   .3127   20.000   .346E-02   .000E+00      -18.786   .3968   20.000   .238E-02   .000E+00
     29.240      1.399   .3425   20.000   .247E-05   .000E+00        7.071   .3522   20.000   .537E-04   .000E+00      -12.865   .3125   20.000   .346E-02   .000E+00      -18.946   .3966   20.000   .238E-02   .000E+00
     29.255      1.354   .3425   20.000   .250E-05   .000E+00        6.825   .3522   20.000   .544E-04   .000E+00      -13.036   .3124   20.000   .347E-02   .000E+00      -19.105   .3964   20.000   .238E-02   .000E+00
     29.270      1.312   .3425   20.000   .253E-05   .000E+00        6.386   .3522   20.000   .550E-04   .000E+00      -13.205   .3122   20.000   .347E-02   .000E+00      -19.261   .3962   20.000   .238E-02   .000E+00
     29.285      1.274   .3425   20.000   .255E-05   .000E+00        6.073   .3522   20.000   .556E-04   .000E+00      -13.372   .3120   20.000   .347E-02   .000E+00      -19.415   .3960   20.000   .238E-02   .000E+00
     29.301      1.241   .3425   20.000   .258E-05   .000E+00        5.802   .3522   20.000   .563E-04   .000E+00      -13.542   .3119   20.000   .348E-02   .000E+00      -19.570   .3958   20.000   .238E-02   .000E+00
     29.316      1.210   .3425   20.000   .261E-05   .000E+00        5.549   .3522   20.000   .569E-04   .000E+00      -13.710   .3117   20.000   .348E-02   .000E+00      -19.723   .3956   20.000   .238E-02   .000E+00
     29.331      1.180   .3425   20.000   .263E-05   .000E+00        5.305   .3522   20.000   .575E-04   .000E+00      -13.877   .3116   20.000   .348E-02   .000E+00      -19.875   .3954   20.000   .238E-02   .000E+00
     29.347      1.151   .3425   20.000   .266E-05   .000E+00        5.062   .3522   20.000   .581E-04   .000E+00      -14.045   .3114   20.000   .348E-02   .000E+00      -20.025   .3952   20.000   .237E-02   .000E+00
     29.362      1.121   .3425   20.000   .269E-05   .000E+00        4.820   .3522   20.000   .587E-04   .000E+00      -14.209   .3113   20.000   .349E-02   .000E+00      -20.169   .3950   20.000   .237E-02   .000E+00
     29.378      1.092   .3425   20.000   .272E-05   .000E+00        4.576   .3522   20.000   .593E-04   .000E+00      -14.382   .3111   20.000   .349E-02   .000E+00      -20.326   .3949   20.000   .237E-02   .000E+00
     29.395      1.059   .3425   20.000   .275E-05   .000E+00        4.256   .3522   20.000   .600E-04   .000E+00      -14.552   .3110   20.000   .349E-02   .000E+00      -20.485   .3947   20.000   .237E-02   .000E+00
     29.411      1.027   .3425   20.000   .278E-05   .000E+00        3.969   .3522   20.000   .606E-04   .000E+00      -14.719   .3108   20.000   .349E-02   .000E+00      -20.641   .3945   20.000   .237E-02   .000E+00
     29.428       .996   .3425   20.000   .281E-05   .000E+00        3.698   .3522   20.000   .612E-04   .000E+00      -14.884   .3107   20.000   .350E-02   .000E+00      -20.797   .3943   20.000   .237E-02   .000E+00
     29.445       .967   .3425   20.000   .284E-05   .000E+00        3.450   .3522   20.000   .619E-04   .000E+00      -15.049   .3105   20.000   .350E-02   .000E+00      -20.950   .3941   20.000   .237E-02   .000E+00
     29.461       .939   .3425   20.000   .287E-05   .000E+00        3.206   .3522   20.000   .625E-04   .000E+00      -15.213   .3104   20.000   .350E-02   .000E+00      -21.103   .3939   20.000   .237E-02   .000E+00
     29.478       .910   .3425   20.000   .290E-05   .000E+00        2.967   .3522   20.000   .631E-04   .000E+00      -15.377   .3102   20.000   .350E-02   .000E+00      -21.255   .3937   20.000   .237E-02   .000E+00
     29.489       .893   .3425   20.000   .292E-05   .000E+00        2.821   .3522   20.000   .635E-04   .000E+00      -15.482   .3101   20.000   .350E-02   .000E+00      -21.352   .3936   20.000   .237E-02   .000E+00
     29.500       .875   .3425   20.000   .294E-05   .000E+00        2.669   .3522   20.000   .639E-04   .000E+00      -15.585   .3100   20.000   .351E-02   .000E+00      -21.448   .3935   20.000   .237E-02   .000E+00
     29.501       .874   .3425   20.000   .294E-05   .000E+00        2.659   .3522   20.000   .639E-04   .000E+00      -15.596   .3100   20.000   .351E-02   .000E+00      -21.456   .3935   20.000   .237E-02   .000E+00
     29.502       .870   .3425   20.000   .295E-05   .000E+00        2.688   .3522   20.000   .640E-04   .000E+00      -15.608   .3100   20.000   .351E-02   .000E+00      -21.468   .3935   20.000   .237E-02   .000E+00
     29.504       .866   .3425   20.000   .295E-05   .000E+00        2.673   .3522   20.000   .640E-04   .000E+00      -15.624   .3100   20.000   .351E-02   .000E+00      -21.482   .3934   20.000   .237E-02   .000E+00
     29.506       .860   .3425   20.000   .295E-05   .000E+00        2.645   .3522   20.000   .641E-04   .000E+00      -15.645   .3100   20.000   .351E-02   .000E+00      -21.501   .3934   20.000   .237E-02   .000E+00
     29.509       .853   .3425   20.000   .296E-05   .000E+00        2.606   .3522   20.000   .642E-04   .000E+00      -15.672   .3100   20.000   .351E-02   .000E+00      -21.525   .3934   20.000   .237E-02   .000E+00
     29.513       .844   .3425   20.000   .297E-05   .000E+00        2.556   .3522   20.000   .644E-04   .000E+00      -15.707   .3099   20.000   .351E-02   .000E+00      -21.554   .3934   20.000   .237E-02   .000E+00
     29.518       .833   .3425   20.000   .298E-05   .000E+00        2.491   .3522   20.000   .645E-04   .000E+00      -15.751   .3099   20.000   .351E-02   .000E+00      -21.589   .3933   20.000   .237E-02   .000E+00
     29.524       .819   .3425   20.000   .299E-05   .000E+00        2.408   .3522   20.000   .648E-04   .000E+00      -15.810   .3098   20.000   .351E-02   .000E+00      -21.629   .3933   20.000   .237E-02   .000E+00
     29.532       .802   .3425   20.000   .300E-05   .000E+00        2.301   .3522   20.000   .651E-04   .000E+00      -15.885   .3098   20.000   .351E-02   .000E+00      -21.670   .3932   20.000   .237E-02   .000E+00
     29.543       .782   .3425   20.000   .302E-05   .000E+00        2.165   .3522   20.000   .655E-04   .000E+00      -15.982   .3097   20.000   .351E-02   .000E+00      -21.704   .3932   20.000   .237E-02   .000E+00
     29.556       .757   .3425   20.000   .305E-05   .000E+00        1.991   .3522   20.000   .661E-04   .000E+00      -16.105   .3096   20.000   .351E-02   .000E+00      -21.720   .3931   20.000   .236E-02   .000E+00
     29.574       .577   .3425   20.000   .307E-05   .000E+00        1.790   .3522   20.000   .668E-04   .000E+00      -16.259   .3094   20.000   .352E-02   .000E+00      -21.695   .3932   20.000   .236E-02   .000E+00
     29.592       .544   .3425   20.000   .309E-05   .000E+00        1.580   .3522   20.000   .675E-04   .000E+00      -16.414   .3093   20.000   .352E-02   .000E+00      -21.627   .3933   20.000   .236E-02   .000E+00
     29.611       .513   .3425   20.000   .310E-05   .000E+00        1.367   .3522   20.000   .682E-04   .000E+00      -16.569   .3092   20.000   .352E-02   .000E+00      -21.531   .3934   20.000   .236E-02   .000E+00
     29.629       .485   .3425   20.000   .311E-05   .000E+00        1.166   .3522   20.000   .689E-04   .000E+00      -16.722   .3090   20.000   .352E-02   .000E+00      -21.407   .3935   20.000   .236E-02   .000E+00
     29.648       .457   .3425   20.000   .312E-05   .000E+00         .957   .3522   20.000   .696E-04   .000E+00      -16.874   .3089   20.000   .352E-02   .000E+00      -21.262   .3937   20.000   .235E-02   .000E+00
     29.667       .429   .3425   20.000   .313E-05   .000E+00         .749   .3522   20.000   .704E-04   .000E+00      -17.026   .3088   20.000   .353E-02   .000E+00      -21.100   .3939   20.000   .235E-02   .000E+00
     29.686       .402   .3425   20.000   .314E-05   .000E+00         .543   .3522   20.000   .711E-04   .000E+00      -17.177   .3086   20.000   .353E-02   .000E+00      -20.925   .3941   20.000   .235E-02   .000E+00
     29.705       .322   .3425   20.000   .315E-05   .000E+00         .331   .3522   20.000   .718E-04   .000E+00      -17.325   .3085   20.000   .353E-02   .000E+00      -20.743   .3943   20.000   .234E-02   .000E+00
     29.724       .280   .3425   20.000   .316E-05   .000E+00         .117   .3522   20.000   .726E-04   .000E+00      -17.473   .3084   20.000   .353E-02   .000E+00      -20.545   .3946   20.000   .234E-02   .000E+00
     29.744       .242   .3425   20.000   .317E-05   .000E+00        -.127   .3522   20.000   .732E-04   .000E+00      -17.622   .3083   20.000   .354E-02   .000E+00      -20.352   .3948   20.000   .234E-02   .000E+00
     29.763       .212   .3425   20.000   .318E-05   .000E+00        -.294   .3520   20.000   .738E-04   .000E+00      -17.767   .3081   20.000   .354E-02   .000E+00      -20.156   .3951   20.000   .233E-02   .000E+00
     29.783       .186   .3425   20.000   .319E-05   .000E+00        -.465   .3519   20.000   .743E-04   .000E+00      -17.913   .3080   20.000   .354E-02   .000E+00      -19.969   .3953   20.000   .233E-02   .000E+00
     29.804       .161   .3425   20.000   .321E-05   .000E+00        -.639   .3518   20.000   .749E-04   .000E+00      -18.061   .3079   20.000   .354E-02   .000E+00      -19.781   .3955   20.000   .232E-02   .000E+00
     29.824       .136   .3425   20.000   .322E-05   .000E+00        -.819   .3516   20.000   .754E-04   .000E+00      -18.204   .3078   20.000   .354E-02   .000E+00      -19.596   .3958   20.000   .232E-02   .000E+00
     29.844       .113   .3425   20.000   .323E-05   .000E+00       -1.000   .3514   20.000   .759E-04   .000E+00      -18.343   .3076   20.000   .355E-02   .000E+00      -19.416   .3960   20.000   .232E-02   .000E+00
     29.865       .089   .3425   20.000   .324E-05   .000E+00       -1.185   .3513   20.000   .764E-04   .000E+00      -18.479   .3075   20.000   .355E-02   .000E+00      -19.243   .3962   20.000   .231E-02   .000E+00
     29.885       .066   .3425   20.000   .325E-05   .000E+00       -1.367   .3511   20.000   .769E-04   .000E+00      -18.610   .3074   20.000   .355E-02   .000E+00      -19.076   .3965   20.000   .231E-02   .000E+00
     29.906       .043   .3425   20.000   .327E-05   .000E+00       -1.559   .3509   20.000   .775E-04   .000E+00      -18.740   .3073   20.000   .355E-02   .000E+00      -18.913   .3967   20.000   .230E-02   .000E+00
     29.927       .020   .3425   20.000   .328E-05   .000E+00       -1.749   .3507   20.000   .780E-04   .000E+00      -18.867   .3072   20.000   .355E-02   .000E+00      -18.755   .3969   20.000   .230E-02   .000E+00
     29.949      -.003   .3425   20.000   .330E-05   .000E+00       -1.942   .3505   20.000   .785E-04   .000E+00      -18.990   .3071   20.000   .356E-02   .000E+00      -18.603   .3971   20.000   .229E-02   .000E+00
     29.970       .004   .3425   20.000   .330E-05   .000E+00       -2.326   .3502   20.000   .790E-04   .000E+00      -19.110   .3070   20.000   .356E-02   .000E+00      -18.458   .3973   20.000   .229E-02   .000E+00
     29.992       .003   .3425   20.000   .329E-05   .000E+00       -2.579   .3498   20.000   .794E-04   .000E+00      -19.227   .3069   20.000   .356E-02   .000E+00      -18.316   .3974   20.000   .228E-02   .000E+00
     30.013      -.007   .3425   20.000   .329E-05   .000E+00       -2.823   .3496   20.000   .798E-04   .000E+00      -19.337   .3068   20.000   .356E-02   .000E+00      -18.178   .3976   20.000   .228E-02   .000E+00
     30.035      -.026   .3425   20.000   .329E-05   .000E+00       -3.030   .3493   20.000   .803E-04   .000E+00      -19.443   .3067   20.000   .357E-02   .000E+00      -18.047   .3978   20.000   .228E-02   .000E+00
     30.057      -.043   .3425   20.000   .329E-05   .000E+00       -3.215   .3491   20.000   .807E-04   .000E+00      -19.548   .3066   20.000   .357E-02   .000E+00      -17.924   .3979   20.000   .227E-02   .000E+00
     30.079      -.057   .3425   20.000   .329E-05   .000E+00       -3.396   .3489   20.000   .812E-04   .000E+00      -19.649   .3065   20.000   .357E-02   .000E+00      -17.810   .3981   20.000   .227E-02   .000E+00
     30.101      -.072   .3425   20.000   .330E-05   .000E+00       -3.572   .3487   20.000   .816E-04   .000E+00      -19.746   .3064   20.000   .357E-02   .000E+00      -17.698   .3983   20.000   .226E-02   .000E+00
     30.124      -.088   .3425   20.000   .330E-05   .000E+00       -3.744   .3485   20.000   .821E-04   .000E+00      -19.837   .3064   20.000   .357E-02   .000E+00      -17.591   .3984   20.000   .225E-02   .000E+00
     30.146      -.107   .3425   20.000   .331E-05   .000E+00       -3.942   .3484   20.000   .826E-04   .000E+00      -19.925   .3063   20.000   .358E-02   .000E+00      -17.488   .3985   20.000   .225E-02   .000E+00
     30.168      -.124   .3425   20.000   .333E-05   .000E+00       -4.122   .3481   20.000   .830E-04   .000E+00      -20.008   .3062   20.000   .358E-02   .000E+00      -17.391   .3987   20.000   .224E-02   .000E+00
     30.191      -.143   .3425   20.000   .334E-05   .000E+00       -4.319   .3479   20.000   .835E-04   .000E+00      -20.089   .3061   20.000   .358E-02   .000E+00      -17.295   .3988   20.000   .224E-02   .000E+00
     30.214      -.161   .3425   20.000   .335E-05   .000E+00       -4.504   .3477   20.000   .840E-04   .000E+00      -20.166   .3061   20.000   .358E-02   .000E+00      -17.202   .3989   20.000   .223E-02   .000E+00
     30.237      -.179   .3425   20.000   .337E-05   .000E+00       -4.679   .3475   20.000   .845E-04   .000E+00      -20.239   .3060   20.000   .359E-02   .000E+00      -17.114   .3990   20.000   .223E-02   .000E+00
     30.260      -.198   .3425   20.000   .339E-05   .000E+00       -4.849   .3473   20.000   .850E-04   .000E+00      -20.308   .3060   20.000   .359E-02   .000E+00      -17.030   .3992   20.000   .222E-02   .000E+00
     30.284      -.238   .3424   20.000   .340E-05   .000E+00       -5.009   .3471   20.000   .855E-04   .000E+00      -20.373   .3059   20.000   .359E-02   .000E+00      -16.949   .3993   20.000   .222E-02   .000E+00
     30.308      -.264   .3424   20.000   .342E-05   .000E+00       -5.169   .3469   20.000   .860E-04   .000E+00      -20.432   .3059   20.000   .359E-02   .000E+00      -16.871   .3994   20.000   .221E-02   .000E+00
     30.332      -.285   .3424   20.000   .344E-05   .000E+00       -5.331   .3467   20.000   .865E-04   .000E+00      -20.489   .3058   20.000   .359E-02   .000E+00      -16.797   .3995   20.000   .221E-02   .000E+00
     30.356      -.303   .3424   20.000   .346E-05   .000E+00       -5.481   .3466   20.000   .870E-04   .000E+00      -20.542   .3058   20.000   .360E-02   .000E+00      -16.726   .3996   20.000   .220E-02   .000E+00
     30.380      -.321   .3424   20.000   .348E-05   .000E+00       -5.638   .3464   20.000   .874E-04   .000E+00      -20.591   .3057   20.000   .360E-02   .000E+00      -16.659   .3997   20.000   .220E-02   .000E+00
     30.404      -.337   .3424   20.000   .350E-05   .000E+00       -5.789   .3462   20.000   .879E-04   .000E+00      -20.636   .3057   20.000   .360E-02   .000E+00      -16.595   .3998   20.000   .219E-02   .000E+00
     30.428      -.353   .3424   20.000   .352E-05   .000E+00       -5.935   .3460   20.000   .884E-04   .000E+00      -20.677   .3057   20.000   .360E-02   .000E+00      -16.534   .3998   20.000   .218E-02   .000E+00
     30.452      -.369   .3424   20.000   .354E-05   .000E+00       -6.076   .3459   20.000   .889E-04   .000E+00      -20.713   .3056   20.000   .361E-02   .000E+00      -16.475   .3999   20.000   .218E-02   .000E+00
     30.476      -.385   .3424   20.000   .356E-05   .000E+00       -6.213   .3457   20.000   .894E-04   .000E+00      -20.746   .3056   20.000   .361E-02   .000E+00      -16.420   .4000   20.000   .217E-02   .000E+00
     30.500      -.399   .3424   20.000   .358E-05   .000E+00       -6.347   .3455   20.000   .899E-04   .000E+00      -20.776   .3056   20.000   .361E-02   .000E+00      -16.367   .4001   20.000   .217E-02   .000E+00
     30.525      -.416   .3424   20.000   .361E-05   .000E+00       -6.495   .3454   20.000   .904E-04   .000E+00      -20.803   .3056   20.000   .361E-02   .000E+00      -16.306   .4001   20.000   .216E-02   .000E+00
     30.551      -.432   .3424   20.000   .363E-05   .000E+00       -6.633   .3452   20.000   .909E-04   .000E+00      -20.828   .3055   20.000   .362E-02   .000E+00      -16.241   .4002   20.000   .216E-02   .000E+00
     30.577      -.447   .3424   20.000   .365E-05   .000E+00       -6.777   .3450   20.000   .914E-04   .000E+00      -20.849   .3055   20.000   .362E-02   .000E+00      -16.174   .4003   20.000   .215E-02   .000E+00
     30.602      -.463   .3424   20.000   .368E-05   .000E+00       -6.916   .3449   20.000   .919E-04   .000E+00      -20.867   .3055   20.000   .362E-02   .000E+00      -16.105   .4004   20.000   .214E-02   .000E+00
     30.628      -.478   .3423   20.000   .370E-05   .000E+00       -7.051   .3447   20.000   .924E-04   .000E+00      -20.883   .3055   20.000   .362E-02   .000E+00      -16.036   .4005   20.000   .214E-02   .000E+00
     30.654      -.492   .3423   20.000   .373E-05   .000E+00       -7.183   .3446   20.000   .930E-04   .000E+00      -20.896   .3055   20.000   .363E-02   .000E+00      -15.968   .4006   20.000   .213E-02   .000E+00
     30.680      -.507   .3423   20.000   .375E-05   .000E+00       -7.318   .3444   20.000   .935E-04   .000E+00      -20.906   .3055   20.000   .363E-02   .000E+00      -15.902   .4007   20.000   .213E-02   .000E+00
     30.707      -.522   .3423   20.000   .378E-05   .000E+00       -7.446   .3443   20.000   .940E-04   .000E+00      -20.914   .3055   20.000   .363E-02   .000E+00      -15.838   .4008   20.000   .212E-02   .000E+00
     30.733      -.536   .3423   20.000   .380E-05   .000E+00       -7.575   .3441   20.000   .946E-04   .000E+00      -20.919   .3055   20.000   .364E-02   .000E+00      -15.777   .4009   20.000   .211E-02   .000E+00
     30.760      -.550   .3423   20.000   .383E-05   .000E+00       -7.700   .3440   20.000   .951E-04   .000E+00      -20.922   .3055   20.000   .364E-02   .000E+00      -15.720   .4009   20.000   .211E-02   .000E+00
     30.787      -.572   .3423   20.000   .386E-05   .000E+00       -7.788   .3438   20.000   .956E-04   .000E+00      -20.923   .3055   20.000   .364E-02   .000E+00      -15.663   .4010   20.000   .210E-02   .000E+00
     30.814      -.590   .3423   20.000   .388E-05   .000E+00       -7.895   .3437   20.000   .962E-04   .000E+00      -20.922   .3055   20.000   .364E-02   .000E+00      -15.608   .4011   20.000   .209E-02   .000E+00
     30.841      -.608   .3423   20.000   .391E-05   .000E+00       -7.992   .3436   20.000   .967E-04   .000E+00      -20.918   .3055   20.000   .365E-02   .000E+00      -15.556   .4012   20.000   .209E-02   .000E+00
     30.869      -.622   .3423   20.000   .394E-05   .000E+00       -8.089   .3435   20.000   .972E-04   .000E+00      -20.913   .3055   20.000   .365E-02   .000E+00      -15.507   .4012   20.000   .208E-02   .000E+00
     30.896      -.636   .3423   20.000   .396E-05   .000E+00       -8.190   .3434   20.000   .978E-04   .000E+00      -20.906   .3055   20.000   .365E-02   .000E+00      -15.460   .4013   20.000   .208E-02   .000E+00
     30.923      -.648   .3423   20.000   .399E-05   .000E+00       -8.290   .3433   20.000   .983E-04   .000E+00      -20.897   .3055   20.000   .366E-02   .000E+00      -15.416   .4014   20.000   .207E-02   .000E+00
     30.951      -.660   .3423   20.000   .402E-05   .000E+00       -8.387   .3432   20.000   .989E-04   .000E+00      -20.886   .3055   20.000   .366E-02   .000E+00      -15.373   .4014   20.000   .206E-02   .000E+00
     30.979      -.671   .3423   20.000   .404E-05   .000E+00       -8.487   .3430   20.000   .994E-04   .000E+00      -20.874   .3055   20.000   .366E-02   .000E+00      -15.332   .4015   20.000   .206E-02   .000E+00
     31.007      -.683   .3423   20.000   .407E-05   .000E+00       -8.583   .3429   20.000   .100E-03   .000E+00      -20.861   .3055   20.000   .366E-02   .000E+00      -15.293   .4016   20.000   .205E-02   .000E+00
     31.036      -.694   .3423   20.000   .410E-05   .000E+00       -8.680   .3428   20.000   .101E-03   .000E+00      -20.846   .3055   20.000   .367E-02   .000E+00      -15.255   .4016   20.000   .204E-02   .000E+00
     31.065      -.742   .3422   20.000   .412E-05   .000E+00       -8.766   .3427   20.000   .101E-03   .000E+00      -20.829   .3055   20.000   .367E-02   .000E+00      -15.219   .4017   20.000   .204E-02   .000E+00
     31.094      -.757   .3422   20.000   .414E-05   .000E+00       -8.851   .3426   20.000   .102E-03   .000E+00      -20.809   .3056   20.000   .367E-02   .000E+00      -15.185   .4017   20.000   .203E-02   .000E+00
     31.123      -.770   .3422   20.000   .416E-05   .000E+00       -8.934   .3425   20.000   .102E-03   .000E+00      -20.788   .3056   20.000   .368E-02   .000E+00      -15.154   .4017   20.000   .202E-02   .000E+00
     31.152      -.790   .3422   20.000   .418E-05   .000E+00       -9.011   .3424   20.000   .103E-03   .000E+00      -20.767   .3056   20.000   .368E-02   .000E+00      -15.123   .4018   20.000   .202E-02   .000E+00
     31.181      -.802   .3422   20.000   .420E-05   .000E+00       -9.087   .3423   20.000   .103E-03   .000E+00      -20.747   .3056   20.000   .368E-02   .000E+00      -15.093   .4018   20.000   .201E-02   .000E+00
     31.210      -.813   .3422   20.000   .422E-05   .000E+00       -9.161   .3423   20.000   .104E-03   .000E+00      -20.727   .3056   20.000   .369E-02   .000E+00      -15.064   .4019   20.000   .200E-02   .000E+00
     31.239      -.823   .3422   20.000   .424E-05   .000E+00       -9.232   .3422   20.000   .105E-03   .000E+00      -20.706   .3056   20.000   .369E-02   .000E+00      -15.037   .4019   20.000   .200E-02   .000E+00
     31.268      -.832   .3422   20.000   .425E-05   .000E+00       -9.302   .3421   20.000   .105E-03   .000E+00      -20.684   .3057   20.000   .369E-02   .000E+00      -15.011   .4020   20.000   .199E-02   .000E+00
     31.297      -.841   .3422   20.000   .427E-05   .000E+00       -9.371   .3420   20.000   .106E-03   .000E+00      -20.662   .3057   20.000   .369E-02   .000E+00      -14.986   .4020   20.000   .198E-02   .000E+00
     31.326      -.850   .3422   20.000   .428E-05   .000E+00       -9.437   .3419   20.000   .106E-03   .000E+00      -20.640   .3057   20.000   .370E-02   .000E+00      -14.963   .4020   20.000   .198E-02   .000E+00
     31.355      -.858   .3422   20.000   .430E-05   .000E+00       -9.505   .3419   20.000   .107E-03   .000E+00      -20.617   .3057   20.000   .370E-02   .000E+00      -14.940   .4021   20.000   .197E-02   .000E+00
     31.384      -.866   .3422   20.000   .431E-05   .000E+00       -9.569   .3418   20.000   .108E-03   .000E+00      -20.594   .3057   20.000   .370E-02   .000E+00      -14.919   .4021   20.000   .197E-02   .000E+00
     31.413      -.873   .3422   20.000   .432E-05   .000E+00       -9.634   .3417   20.000   .108E-03   .000E+00      -20.570   .3058   20.000   .371E-02   .000E+00      -14.899   .4021   20.000   .196E-02   .000E+00
     31.442      -.886   .3422   20.000   .434E-05   .000E+00       -9.586   .3416   20.000   .109E-03   .000E+00      -20.546   .3058   20.000   .371E-02   .000E+00      -14.880   .4021   20.000   .195E-02   .000E+00
     31.471      -.896   .3422   20.000   .435E-05   .000E+00       -9.614   .3417   20.000   .109E-03   .000E+00      -20.522   .3058   20.000   .371E-02   .000E+00      -14.862   .4022   20.000   .195E-02   .000E+00
     31.500      -.905   .3422   20.000   .437E-05   .000E+00       -9.609   .3417   20.000   .110E-03   .000E+00      -20.497   .3058   20.000   .372E-02   .000E+00      -14.845   .4022   20.000   .194E-02   .000E+00
     31.531      -.913   .3421   20.000   .439E-05   .000E+00       -9.625   .3417   20.000   .111E-03   .000E+00      -20.471   .3058   20.000   .372E-02   .000E+00      -15.015   .4019   20.000   .193E-02   .000E+00
     31.562      -.920   .3421   20.000   .440E-05   .000E+00       -9.651   .3417   20.000   .111E-03   .000E+00      -20.445   .3059   20.000   .372E-02   .000E+00      -15.322   .4015   20.000   .193E-02   .000E+00
     31.593      -.925   .3421   20.000   .442E-05   .000E+00       -9.682   .3416   20.000   .112E-03   .000E+00      -20.422   .3059   20.000   .373E-02   .000E+00      -15.697   .4010   20.000   .192E-02   .000E+00
     31.625      -.930   .3421   20.000   .444E-05   .000E+00       -9.713   .3416   20.000   .113E-03   .000E+00      -20.403   .3059   20.000   .373E-02   .000E+00      -16.132   .4004   20.000   .192E-02   .000E+00
     31.656      -.935   .3421   20.000   .445E-05   .000E+00       -9.745   .3416   20.000   .113E-03   .000E+00      -20.389   .3059   20.000   .373E-02   .000E+00      -16.581   .3998   20.000   .192E-02   .000E+00
     31.687      -.940   .3421   20.000   .447E-05   .000E+00       -9.776   .3415   20.000   .114E-03   .000E+00      -20.381   .3059   20.000   .374E-02   .000E+00      -17.028   .3992   20.000   .192E-02   .000E+00
     31.718      -.944   .3421   20.000   .449E-05   .000E+00       -9.807   .3415   20.000   .115E-03   .000E+00      -20.381   .3059   20.000   .374E-02   .000E+00      -17.467   .3986   20.000   .191E-02   .000E+00
     31.750      -.948   .3421   20.000   .451E-05   .000E+00       -9.837   .3415   20.000   .115E-03   .000E+00      -20.391   .3059   20.000   .374E-02   .000E+00      -17.897   .3980   20.000   .191E-02   .000E+00
     31.781      -.952   .3421   20.000   .453E-05   .000E+00       -9.867   .3414   20.000   .116E-03   .000E+00      -20.410   .3059   20.000   .374E-02   .000E+00      -18.334   .3974   20.000   .191E-02   .000E+00
     31.812      -.956   .3421   20.000   .455E-05   .000E+00       -9.895   .3414   20.000   .117E-03   .000E+00      -20.440   .3059   20.000   .375E-02   .000E+00      -18.738   .3969   20.000   .191E-02   .000E+00
     31.843      -.959   .3421   20.000   .457E-05   .000E+00       -9.923   .3414   20.000   .118E-03   .000E+00      -20.481   .3058   20.000   .375E-02   .000E+00      -19.129   .3964   20.000   .191E-02   .000E+00
     31.875      -.963   .3421   20.000   .459E-05   .000E+00       -9.950   .3413   20.000   .118E-03   .000E+00      -20.532   .3058   20.000   .375E-02   .000E+00      -19.507   .3959   20.000   .191E-02   .000E+00
     31.906      -.966   .3421   20.000   .461E-05   .000E+00       -9.976   .3413   20.000   .119E-03   .000E+00      -20.593   .3057   20.000   .376E-02   .000E+00      -19.874   .3954   20.000   .190E-02   .000E+00
     31.937      -.969   .3421   20.000   .463E-05   .000E+00      -10.002   .3413   20.000   .120E-03   .000E+00      -20.663   .3057   20.000   .376E-02   .000E+00      -20.232   .3950   20.000   .190E-02   .000E+00
     31.969      -.972   .3421   20.000   .466E-05   .000E+00      -10.028   .3413   20.000   .120E-03   .000E+00      -20.743   .3056   20.000   .376E-02   .000E+00      -20.594   .3945   20.000   .190E-02   .000E+00
     32.000      -.975   .3421   20.000   .468E-05   .000E+00      -10.053   .3412   20.000   .121E-03   .000E+00      -20.831   .3055   20.000   .377E-02   .000E+00      -20.933   .3941   20.000   .190E-02   .000E+00
     32.031      -.978   .3421   20.000   .470E-05   .000E+00      -10.079   .3412   20.000   .122E-03   .000E+00      -20.926   .3055   20.000   .377E-02   .000E+00      -21.261   .3937   20.000   .190E-02   .000E+00
     32.062      -.981   .3421   20.000   .472E-05   .000E+00      -10.104   .3412   20.000   .123E-03   .000E+00      -21.029   .3054   20.000   .377E-02   .000E+00      -21.581   .3933   20.000   .190E-02   .000E+00
