 Tracer-Experiment W. Wichtmann, Drän = 1 Knoten                         
 
 Program HYDRUS2
 Date:  16. 8.    Time:  19:16:42
 Time dependent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mg   

 Max. number of iterations             30
 Absolute water content tolerance [-]  .00050
 Absolute pressure head tolerance [L]10.00000



MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1     .100   .425    .440E-01    .119E+01    .179E+02   .500
    2     .100   .324    .317E-01    .122E+01    .102E+02   .500
    3     .000   .352    .282E-01    .119E+01    .212E+02   .500
    4     .100   .343    .236E-01    .115E+01    .219E+02   .500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S
 
   .3368   -.139E+02   .1144E+01   .1116E-02   .8075E+00  -.9287E-01     .9563
   .3348   -.158E+02   .1198E+01   .1092E-02   .6946E+00  -.1583E+00     .9504
   .3325   -.179E+02   .1253E+01   .1063E-02   .5926E+00  -.2272E+00     .9440
   .3300   -.203E+02   .1307E+01   .1029E-02   .5014E+00  -.2998E+00     .9368
   .3272   -.230E+02   .1362E+01   .9902E-03   .4207E+00  -.3760E+00     .9291
   .3243   -.261E+02   .1416E+01   .9474E-03   .3500E+00  -.4560E+00     .9206
   .3210   -.296E+02   .1471E+01   .9008E-03   .2886E+00  -.5397E+00     .9114
   .3176   -.335E+02   .1526E+01   .8511E-03   .2360E+00  -.6271E+00     .9016
   .3139   -.380E+02   .1580E+01   .7990E-03   .1914E+00  -.7181E+00     .8911
   .3099   -.431E+02   .1635E+01   .7454E-03   .1539E+00  -.8127E+00     .8800
   .3058   -.489E+02   .1689E+01   .6909E-03   .1228E+00  -.9108E+00     .8682
   .3015   -.554E+02   .1744E+01   .6365E-03   .9723E-01  -.1012E+01     .8559
   .2969   -.628E+02   .1798E+01   .5829E-03   .7643E-01  -.1117E+01     .8431
   .2923   -.712E+02   .1853E+01   .5307E-03   .5967E-01  -.1224E+01     .8298
   .2875   -.808E+02   .1907E+01   .4806E-03   .4628E-01  -.1335E+01     .8161
   .2825   -.916E+02   .1962E+01   .4330E-03   .3569E-01  -.1447E+01     .8022
   .2775   -.104E+03   .2016E+01   .3883E-03   .2737E-01  -.1563E+01     .7879
   .2724   -.118E+03   .2071E+01   .3467E-03   .2089E-01  -.1680E+01     .7734
   .2673   -.133E+03   .2125E+01   .3083E-03   .1587E-01  -.1800E+01     .7588
   .2621   -.151E+03   .2180E+01   .2731E-03   .1200E-01  -.1921E+01     .7441
   .2569   -.172E+03   .2234E+01   .2412E-03   .9048E-02  -.2043E+01     .7294
   .2517   -.194E+03   .2289E+01   .2124E-03   .6797E-02  -.2168E+01     .7146
   .2465   -.221E+03   .2343E+01   .1865E-03   .5091E-02  -.2293E+01     .7000
   .2414   -.250E+03   .2398E+01   .1634E-03   .3804E-02  -.2420E+01     .6853
end
 
   .3425   -.100E-02  -.3000E+01   .1754E-03   .1422E+02   .1153E+01    1.0000
   .3425   -.113E-02  -.2945E+01   .1787E-03   .1408E+02   .1149E+01    1.0000
   .3425   -.129E-02  -.2891E+01   .1820E-03   .1394E+02   .1144E+01    1.0000
   .3425   -.146E-02  -.2836E+01   .1855E-03   .1380E+02   .1140E+01    1.0000
   .3425   -.165E-02  -.2782E+01   .1889E-03   .1365E+02   .1135E+01    1.0000
   .3425   -.187E-02  -.2727E+01   .1925E-03   .1351E+02   .1131E+01    1.0000
   .3425   -.212E-02  -.2673E+01   .1961E-03   .1336E+02   .1126E+01    1.0000
   .3425   -.241E-02  -.2618E+01   .1998E-03   .1321E+02   .1121E+01    1.0000
   .3425   -.273E-02  -.2564E+01   .2035E-03   .1306E+02   .1116E+01    1.0000
   .3425   -.310E-02  -.2509E+01   .2073E-03   .1290E+02   .1111E+01    1.0000
   .3425   -.351E-02  -.2455E+01   .2112E-03   .1275E+02   .1105E+01    1.0000
   .3425   -.398E-02  -.2400E+01   .2152E-03   .1259E+02   .1100E+01    1.0000
   .3425   -.451E-02  -.2346E+01   .2192E-03   .1243E+02   .1094E+01    1.0000
   .3425   -.511E-02  -.2291E+01   .2233E-03   .1227E+02   .1089E+01    1.0000
   .3425   -.580E-02  -.2237E+01   .2275E-03   .1210E+02   .1083E+01    1.0000
   .3425   -.657E-02  -.2182E+01   .2318E-03   .1194E+02   .1077E+01    1.0000
   .3425   -.745E-02  -.2128E+01   .2362E-03   .1177E+02   .1071E+01    1.0000
   .3425   -.845E-02  -.2073E+01   .2406E-03   .1160E+02   .1064E+01    1.0000
   .3425   -.958E-02  -.2019E+01   .2451E-03   .1143E+02   .1058E+01    1.0000
   .3425   -.109E-01  -.1964E+01   .2497E-03   .1125E+02   .1051E+01    1.0000
   .3425   -.123E-01  -.1910E+01   .2544E-03   .1108E+02   .1045E+01    1.0000
   .3425   -.140E-01  -.1855E+01   .2591E-03   .1090E+02   .1038E+01    1.0000
   .3425   -.158E-01  -.1800E+01   .2640E-03   .1072E+02   .1030E+01    1.0000
   .3425   -.180E-01  -.1746E+01   .2690E-03   .1054E+02   .1023E+01    1.0000
   .3425   -.204E-01  -.1691E+01   .2740E-03   .1036E+02   .1015E+01    1.0000
   .3425   -.231E-01  -.1637E+01   .2791E-03   .1018E+02   .1008E+01    1.0000
   .3425   -.262E-01  -.1582E+01   .2844E-03   .9990E+01   .9996E+00    1.0000
   .3425   -.297E-01  -.1528E+01   .2897E-03   .9802E+01   .9913E+00    1.0000
   .3425   -.336E-01  -.1473E+01   .2951E-03   .9613E+01   .9828E+00    1.0000
   .3425   -.381E-01  -.1419E+01   .3006E-03   .9421E+01   .9741E+00    1.0000
   .3425   -.432E-01  -.1364E+01   .3063E-03   .9229E+01   .9651E+00    1.0000
   .3425   -.490E-01  -.1310E+01   .3120E-03   .9034E+01   .9559E+00     .9999
   .3425   -.556E-01  -.1255E+01   .3178E-03   .8838E+01   .9464E+00     .9999
   .3425   -.630E-01  -.1201E+01   .3238E-03   .8641E+01   .9366E+00     .9999
   .3425   -.714E-01  -.1146E+01   .3298E-03   .8442E+01   .9265E+00     .9999
   .3425   -.810E-01  -.1092E+01   .3359E-03   .8242E+01   .9161E+00     .9999
   .3425   -.918E-01  -.1037E+01   .3422E-03   .8041E+01   .9053E+00     .9999
   .3425   -.104E+00  -.9826E+00   .3486E-03   .7839E+01   .8942E+00     .9999
   .3425   -.118E+00  -.9281E+00   .3551E-03   .7635E+01   .8828E+00     .9998
   .3425   -.134E+00  -.8735E+00   .3616E-03   .7430E+01   .8710E+00     .9998
   .3425   -.152E+00  -.8190E+00   .3683E-03   .7225E+01   .8588E+00     .9998
   .3425   -.172E+00  -.7645E+00   .3752E-03   .7018E+01   .8462E+00     .9998
   .3425   -.195E+00  -.7100E+00   .3821E-03   .6811E+01   .8332E+00     .9997
   .3425   -.221E+00  -.6554E+00   .3891E-03   .6603E+01   .8198E+00     .9997
   .3424   -.251E+00  -.6009E+00   .3962E-03   .6395E+01   .8058E+00     .9996
   .3424   -.284E+00  -.5464E+00   .4035E-03   .6186E+01   .7914E+00     .9996
   .3424   -.322E+00  -.4919E+00   .4108E-03   .5977E+01   .7765E+00     .9995
   .3424   -.365E+00  -.4373E+00   .4183E-03   .5768E+01   .7610E+00     .9994
   .3424   -.414E+00  -.3828E+00   .4258E-03   .5559E+01   .7450E+00     .9994
   .3424   -.470E+00  -.3283E+00   .4334E-03   .5350E+01   .7284E+00     .9993
   .3423   -.532E+00  -.2738E+00   .4411E-03   .5141E+01   .7111E+00     .9992
   .3423   -.604E+00  -.2192E+00   .4489E-03   .4933E+01   .6931E+00     .9990
   .3423   -.684E+00  -.1647E+00   .4567E-03   .4726E+01   .6745E+00     .9989
   .3422   -.776E+00  -.1102E+00   .4646E-03   .4520E+01   .6551E+00     .9987
   .3422   -.880E+00  -.5567E-01   .4725E-03   .4315E+01   .6349E+00     .9985
   .3421   -.997E+00  -.1145E-02   .4803E-03   .4111E+01   .6139E+00     .9983
   .3420   -.113E+01   .5338E-01   .4882E-03   .3909E+01   .5920E+00     .9980
   .3420   -.128E+01   .1079E+00   .4960E-03   .3708E+01   .5692E+00     .9977
   .3419   -.145E+01   .1624E+00   .5038E-03   .3510E+01   .5454E+00     .9973
   .3418   -.165E+01   .2170E+00   .5114E-03   .3315E+01   .5205E+00     .9969
   .3417   -.187E+01   .2715E+00   .5189E-03   .3122E+01   .4944E+00     .9965
   .3415   -.212E+01   .3260E+00   .5261E-03   .2932E+01   .4672E+00     .9959
   .3414   -.240E+01   .3805E+00   .5331E-03   .2746E+01   .4387E+00     .9953
   .3412   -.272E+01   .4351E+00   .5397E-03   .2563E+01   .4088E+00     .9946
   .3410   -.309E+01   .4896E+00   .5459E-03   .2385E+01   .3775E+00     .9938
   .3408   -.350E+01   .5441E+00   .5516E-03   .2211E+01   .3447E+00     .9928
   .3405   -.397E+01   .5986E+00   .5567E-03   .2042E+01   .3101E+00     .9918
   .3402   -.450E+01   .6532E+00   .5610E-03   .1879E+01   .2739E+00     .9906
   .3399   -.510E+01   .7077E+00   .5645E-03   .1721E+01   .2358E+00     .9892
   .3395   -.578E+01   .7622E+00   .5671E-03   .1569E+01   .1957E+00     .9876
   .3391   -.656E+01   .8167E+00   .5685E-03   .1424E+01   .1534E+00     .9858
   .3386   -.743E+01   .8712E+00   .5687E-03   .1285E+01   .1090E+00     .9837
   .3380   -.843E+01   .9258E+00   .5674E-03   .1154E+01   .6218E-01     .9814
   .3374   -.956E+01   .9803E+00   .5647E-03   .1030E+01   .1286E-01     .9787
   .3367   -.108E+02   .1035E+01   .5602E-03   .9139E+00  -.3909E-01     .9758
   .3358   -.123E+02   .1089E+01   .5539E-03   .8057E+00  -.9381E-01     .9724
   .3349   -.139E+02   .1144E+01   .5456E-03   .7056E+00  -.1514E+00     .9687
   .3339   -.158E+02   .1198E+01   .5354E-03   .6137E+00  -.2120E+00     .9646
   .3328   -.179E+02   .1253E+01   .5230E-03   .5299E+00  -.2758E+00     .9600
   .3316   -.203E+02   .1307E+01   .5086E-03   .4542E+00  -.3427E+00     .9549
   .3302   -.230E+02   .1362E+01   .4921E-03   .3864E+00  -.4130E+00     .9493
   .3287   -.261E+02   .1416E+01   .4737E-03   .3261E+00  -.4866E+00     .9431
   .3271   -.296E+02   .1471E+01   .4536E-03   .2731E+00  -.5637E+00     .9365
   .3254   -.335E+02   .1526E+01   .4318E-03   .2269E+00  -.6441E+00     .9292
   .3235   -.380E+02   .1580E+01   .4087E-03   .1871E+00  -.7280E+00     .9215
   .3215   -.431E+02   .1635E+01   .3846E-03   .1531E+00  -.8152E+00     .9131
   .3193   -.489E+02   .1689E+01   .3598E-03   .1243E+00  -.9057E+00     .9043
   .3171   -.554E+02   .1744E+01   .3347E-03   .1001E+00  -.9994E+00     .8949
   .3147   -.628E+02   .1798E+01   .3095E-03   .8014E-01  -.1096E+01     .8851
   .3122   -.712E+02   .1853E+01   .2847E-03   .6370E-01  -.1196E+01     .8748
   .3096   -.808E+02   .1907E+01   .2604E-03   .5030E-01  -.1298E+01     .8641
   .3069   -.916E+02   .1962E+01   .2370E-03   .3949E-01  -.1404E+01     .8531
   .3041   -.104E+03   .2016E+01   .2147E-03   .3082E-01  -.1511E+01     .8417
   .3013   -.118E+03   .2071E+01   .1935E-03   .2393E-01  -.1621E+01     .8300
   .2984   -.133E+03   .2125E+01   .1738E-03   .1849E-01  -.1733E+01     .8181
   .2955   -.151E+03   .2180E+01   .1554E-03   .1423E-01  -.1847E+01     .8060
   .2925   -.172E+03   .2234E+01   .1385E-03   .1090E-01  -.1963E+01     .7938
   .2895   -.194E+03   .2289E+01   .1230E-03   .8322E-02  -.2080E+01     .7814
   .2865   -.221E+03   .2343E+01   .1089E-03   .6332E-02  -.2198E+01     .7690
   .2835   -.250E+03   .2398E+01   .9620E-04   .4805E-02  -.2318E+01     .7566
end

 Solute transport information
 ============================

 Upstream weighting finite-element method

 Number of species in the chain :   1

 Mat.     Bulk.D.    DispL     DispT    Fraction  ImmobileWC
   1       1.4600    2.3500     .0470    1.0000     .0000
   2       1.7300    2.0000     .0400    1.0000     .0000
   3       1.7300    4.0000     .8000    1.0000     .0000
   4       1.9500    4.0000     .8000    1.0000     .0000

    Dif.w.      Dif.g.   -------------------------------------------------- ( 1.solute)
   .1797E+01   .0000E+00
 Mat.     KS         Nu         Beta      Henry      SinkL1     SinkS1     SinkG1     SinkL1`    SinkS1`    SinkG1`    SinkL0     SinkS0     SinkG0      Alfa
   1  .0000E+00  .0000E+00  .1000E+01  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00

 No adsorption or linear adsorp. isotherm for material  1
   2  .0000E+00  .0000E+00  .1000E+01  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00

 No adsorption or linear adsorp. isotherm for material  2
   3  .0000E+00  .0000E+00  .1000E+01  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00

 No adsorption or linear adsorp. isotherm for material  3
   4  .0000E+00  .0000E+00  .1000E+01  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00  .0000E+00

 No adsorption or linear adsorp. isotherm for material  4

   Conc1     Conc2     Conc3     Conc4     cSink     cWell     Conc7     gAtm          d
  .000E+00  .000E+00  .000E+00  .000E+00  .000E+00  .000E+00  .000E+00  .000E+00     .0000

 tPulse =           138.000
