Pcp_File_Version=2
*** BLOCK ?: DOMAIN INFORMATION ******************************************************
Number of Solutes   Equilibrium
    0              1
Nodal Information
    n   Code       h           Q        M     Beta     Axz      Bxz      Dxz     Temp     Conc(1..NS)   
    1    -6      0.0768             0   1       0        1        1        1          20
    2    -6      0.0768             0   1       0        1        1        1          20
    3    -6      0.0768             0   1       0        1        1        1          20
    4    -6      0.0768             0   1       0        1        1        1          20
    5    -6      0.0768             0   1       0        1        1        1          20
    6    -6      0.0768             0   1       0        1        1        1          20
    7    -6      0.0768             0   1       0        1        1        1          20
    8    -6      0.0768             0   1       0        1        1        1          20
    9    -6      0.0768             0   1       0        1        1        1          20
   10    -6      0.0768             0   1       0        1        1        1          20
   11    -6      0.0768             0   1       0        1        1        1          20
   12    -6      0.0768             0   1       0        1        1        1          20
   13    -6      0.0768             0   1       0        1        1        1          20
   14    -6      0.0768             0   1       0        1        1        1          20
   15    -6      0.0768             0   1       0        1        1        1          20
   16     0      0.0768             0   1       0        1        1        1          20
   17     0      0.0768             0   1       0        1        1        1          20
   18     0      0.0768             0   1       0        1        1        1          20
   19     0      0.0768             0   1       0        1        1        1          20
   20     0      0.0768             0   1       0        1        1        1          20
   21     0      0.0768             0   1       0        1        1        1          20
   22     0      0.0768             0   1       0        1        1        1          20
   23     0      0.0768             0   1       0        1        1        1          20
   24     0      0.0768             0   1       0        1        1        1          20
   25     0      0.0768             0   1       0        1        1        1          20
   26     0      0.0768             0   1       0        1        1        1          20
   27     0      0.0768             0   1       0        1        1        1          20
   28     0      0.0768             0   1       0        1        1        1          20
   29     0      0.0768             0   1       0        1        1        1          20
   30     0      0.0768             0   1       0        1        1        1          20
   31     0      0.0768             0   1       0        1        1        1          20
   32     0      0.0768             0   1       0        1        1        1          20
   33     0      0.0768             0   1       0        1        1        1          20
   34     0      0.0768             0   1       0        1        1        1          20
   35     0      0.0768             0   1       0        1        1        1          20
   36     0      0.0768             0   1       0        1        1        1          20
   37     0      0.0768             0   1       0        1        1        1          20
   38     3      0.0768             0   1       0        1        1        1          20
   39     3      0.0768             0   1       0        1        1        1          20
   40     3      0.0768             0   1       0        1        1        1          20
   41     3      0.0768             0   1       0        1        1        1          20
   42     3      0.0768             0   1       0        1        1        1          20
   43     3      0.0768             0   1       0        1        1        1          20
   44     0      0.0768             0   1       0        1        1        1          20
   45     0      0.0768             0   1       0        1        1        1          20
   46     0      0.0768             0   1       0        1        1        1          20
   47     0      0.0768             0   1       0        1        1        1          20
   48     0      0.0768             0   1       0        1        1        1          20
   49     0      0.0768             0   1       0        1        1        1          20
   50     0      0.0768             0   1       0        1        1        1          20
   51     0      0.0768             0   1       0        1        1        1          20
   52     0      0.0768             0   1       0        1        1        1          20
   53     0      0.0768             0   1       0        1        1        1          20
   54     0      0.0768             0   1       0        1        1        1          20
   55     0      0.0768             0   1       0        1        1        1          20
   56     0      0.0768             0   1       0        1        1        1          20
   57     0      0.0768             0   1       0        1        1        1          20
   58     0      0.0768             0   1       0        1        1        1          20
   59     0      0.0768             0   1       0        1        1        1          20
   60     0      0.0768             0   1       0        1        1        1          20
   61     0      0.0768             0   1       0        1        1        1          20
   62     0      0.0768             0   1       0        1        1        1          20
   63     0      0.0768             0   1       0        1        1        1          20
   64     0      0.0768             0   1       0        1        1        1          20
   65     0      0.0768             0   1       0        1        1        1          20
   66     0      0.0768             0   1       0        1        1        1          20
   67     0      0.0768             0   1       0        1        1        1          20
   68     0      0.0768             0   1       0        1        1        1          20
   69     0      0.0768             0   1       0        1        1        1          20
   70     0      0.0768             0   1       0        1        1        1          20
   71     0      0.0768             0   1       0        1        1        1          20
   72     0      0.0768             0   1       0        1        1        1          20
   73     0      0.0768             0   1       0        1        1        1          20
   74     0      0.0768             0   1       0        1        1        1          20
   75     0      0.0768             0   1       0        1        1        1          20
   76     0      0.0768             0   1       0        1        1        1          20
   77     0      0.0768             0   1       0        1        1        1          20
   78     0      0.0768             0   1       0        1        1        1          20
   79     0      0.0768             0   1       0        1        1        1          20
   80     0      0.0768             0   1       0        1        1        1          20
   81     0      0.0768             0   1       0        1        1        1          20
   82     0      0.0768             0   1       0        1        1        1          20
