


                       Node(168)                     Node(188)

     time        hNew    theta    Temp         hNew    theta    Temp    
   7835.000    -25.017   .0727   20.000       -8.374   .2228   20.000
   7850.000    -25.008   .0727   20.000       -8.353   .2231   20.000
   7865.000    -24.999   .0728   20.000       -8.332   .2234   20.000
   7880.000    -24.990   .0728   20.000       -8.311   .2236   20.000
   7895.000    -24.981   .0728   20.000       -8.291   .2239   20.000
   7910.000    -24.972   .0729   20.000       -8.271   .2242   20.000
   7925.000    -24.963   .0729   20.000       -8.252   .2244   20.000
   7940.000    -24.954   .0730   20.000       -8.233   .2247   20.000
   7955.000    -24.945   .0730   20.000       -8.214   .2249   20.000
   7970.000    -24.936   .0730   20.000       -8.195   .2252   20.000
   7985.000    -24.927   .0731   20.000       -8.176   .2254   20.000
   8000.000    -24.918   .0731   20.000       -8.158   .2256   20.000
   8015.000    -24.909   .0731   20.000       -8.140   .2259   20.000
   8030.000    -24.900   .0732   20.000       -8.123   .2261   20.000
   8045.000    -24.892   .0732   20.000       -8.105   .2263   20.000
   8060.000    -24.883   .0733   20.000       -8.088   .2266   20.000
   8075.000    -24.874   .0733   20.000       -8.071   .2268   20.000
   8090.000    -24.865   .0733   20.000       -8.055   .2270   20.000
   8105.000    -24.857   .0734   20.000       -8.038   .2272   20.000
   8120.000    -24.848   .0734   20.000       -8.022   .2274   20.000
   8135.000    -24.840   .0734   20.000       -8.006   .2276   20.000
   8150.000    -24.831   .0735   20.000       -7.990   .2278   20.000
   8165.000    -24.822   .0735   20.000       -7.975   .2280   20.000
   8180.000    -24.814   .0735   20.000       -7.959   .2282   20.000
   8195.000    -24.805   .0736   20.000       -7.944   .2284   20.000
   8210.000    -24.797   .0736   20.000       -7.929   .2286   20.000
   8225.000    -24.788   .0736   20.000       -7.915   .2288   20.000
   8240.000    -24.780   .0737   20.000       -7.900   .2290   20.000
   8255.000    -24.772   .0737   20.000       -7.886   .2292   20.000
   8270.000    -24.763   .0738   20.000       -7.872   .2294   20.000
   8285.000    -24.755   .0738   20.000       -7.858   .2296   20.000
   8300.000    -24.747   .0738   20.000       -7.844   .2297   20.000
   8315.000    -24.738   .0739   20.000       -7.830   .2299   20.000
   8330.000    -24.730   .0739   20.000       -7.817   .2301   20.000
   8345.000    -24.722   .0739   20.000       -7.803   .2303   20.000
   8360.000    -24.714   .0740   20.000       -7.790   .2304   20.000
   8375.000    -24.706   .0740   20.000       -7.776   .2306   20.000
   8390.000    -24.698   .0740   20.000       -7.763   .2308   20.000
   8405.000    -24.690   .0741   20.000       -7.751   .2309   20.000
   8420.000    -24.682   .0741   20.000       -7.738   .2311   20.000
   8435.000    -24.674   .0741   20.000       -7.726   .2312   20.000
   8450.000    -24.666   .0742   20.000       -7.714   .2314   20.000
   8465.000    -24.658   .0742   20.000       -7.701   .2315   20.000
   8480.000    -24.650   .0742   20.000       -7.689   .2317   20.000
   8495.000    -24.642   .0743   20.000       -7.678   .2318   20.000
   8510.000    -24.634   .0743   20.000       -7.666   .2320   20.000
   8525.000    -24.626   .0743   20.000       -7.654   .2321   20.000
   8540.000    -24.619   .0744   20.000       -7.643   .2322   20.000
   8555.000    -24.611   .0744   20.000       -7.631   .2324   20.000
   8570.000    -24.603   .0744   20.000       -7.620   .2325   20.000
   8585.000    -24.596   .0745   20.000       -7.609   .2326   20.000
   8600.000    -24.588   .0745   20.000       -7.598   .2328   20.000
   8615.000    -24.580   .0745   20.000       -7.588   .2329   20.000
   8630.000    -24.573   .0745   20.000       -7.577   .2330   20.000
   8645.000    -24.565   .0746   20.000       -7.566   .2332   20.000
   8660.000    -24.558   .0746   20.000       -7.556   .2333   20.000
   8675.000    -24.551   .0746   20.000       -7.545   .2334   20.000
   8690.000    -24.543   .0747   20.000       -7.535   .2335   20.000
   8705.000    -24.536   .0747   20.000       -7.525   .2337   20.000
   8720.000    -24.529   .0747   20.000       -7.515   .2338   20.000
   8735.000    -24.521   .0748   20.000       -7.505   .2339   20.000
   8750.000    -24.514   .0748   20.000       -7.495   .2340   20.000
   8765.000    -24.507   .0748   20.000       -7.486   .2342   20.000
   8780.000    -24.500   .0749   20.000       -7.476   .2343   20.000
   8795.000    -24.492   .0749   20.000       -7.466   .2344   20.000
   8810.000    -24.485   .0749   20.000       -7.457   .2345   20.000
   8825.000    -24.478   .0749   20.000       -7.448   .2346   20.000
   8840.000    -24.471   .0750   20.000       -7.438   .2347   20.000
   8855.000    -24.464   .0750   20.000       -7.429   .2348   20.000
   8870.000    -24.457   .0750   20.000       -7.420   .2350   20.000
   8885.000    -24.450   .0751   20.000       -7.411   .2351   20.000
   8900.000    -24.443   .0751   20.000       -7.402   .2352   20.000
   8915.000    -24.437   .0751   20.000       -7.393   .2353   20.000
   8930.000    -24.430   .0751   20.000       -7.385   .2354   20.000
   8945.000    -24.423   .0752   20.000       -7.376   .2355   20.000
   8960.000    -24.416   .0752   20.000       -7.367   .2356   20.000
   8975.000    -24.409   .0752   20.000       -7.359   .2357   20.000
   8990.000    -24.403   .0753   20.000       -7.350   .2358   20.000
   9005.000    -24.396   .0753   20.000       -7.342   .2359   20.000
   9035.000    -24.382   .0753   20.000       -7.326   .2361   20.000
   9065.000    -24.369   .0754   20.000       -7.309   .2363   20.000
   9095.000    -24.356   .0754   20.000       -7.294   .2365   20.000
   9125.000    -24.344   .0755   20.000       -7.278   .2367   20.000
   9155.000    -24.331   .0756   20.000       -7.263   .2369   20.000
   9185.000    -24.318   .0756   20.000       -7.248   .2371   20.000
   9215.000    -24.306   .0757   20.000       -7.233   .2372   20.000
   9245.000    -24.294   .0757   20.000       -7.219   .2374   20.000
   9275.000    -24.282   .0758   20.000       -7.204   .2376   20.000
   9305.000    -24.270   .0758   20.000       -7.190   .2378   20.000
   9335.000    -24.258   .0759   20.000       -7.177   .2379   20.000
   9365.000    -24.246   .0759   20.000       -7.163   .2381   20.000
   9395.000    -24.234   .0760   20.000       -7.150   .2383   20.000
   9425.000    -24.223   .0760   20.000       -7.137   .2384   20.000
   9455.000    -24.211   .0761   20.000       -7.124   .2386   20.000
   9485.000    -24.200   .0761   20.000       -7.111   .2387   20.000
   9515.000    -24.189   .0761   20.000       -7.099   .2389   20.000
   9545.000    -24.178   .0762   20.000       -7.087   .2390   20.000
   9575.000    -24.167   .0762   20.000       -7.075   .2392   20.000
   9605.000    -24.156   .0763   20.000       -7.063   .2393   20.000
   9635.000    -24.145   .0763   20.000       -7.052   .2395   20.000
   9665.000    -24.135   .0764   20.000       -7.040   .2396   20.000
   9695.000    -24.124   .0764   20.000       -7.029   .2397   20.000
   9725.000    -24.114   .0765   20.000       -7.018   .2399   20.000
   9755.000    -24.103   .0765   20.000       -7.007   .2400   20.000
   9785.000    -24.093   .0765   20.000       -6.996   .2401   20.000
   9815.000    -24.083   .0766   20.000       -6.986   .2403   20.000
   9845.000    -24.073   .0766   20.000       -6.975   .2404   20.000
   9875.000    -24.063   .0767   20.000       -6.965   .2405   20.000
   9905.000    -24.054   .0767   20.000       -6.955   .2406   20.000
   9935.000    -24.044   .0768   20.000       -6.945   .2408   20.000
   9965.000    -24.034   .0768   20.000       -6.935   .2409   20.000
   9995.000    -24.025   .0768   20.000       -6.925   .2410   20.000
  10025.000    -24.016   .0769   20.000       -6.916   .2411   20.000
  10055.000    -24.006   .0769   20.000       -6.907   .2412   20.000
  10085.000    -23.997   .0769   20.000       -6.897   .2414   20.000
  10115.000    -23.988   .0770   20.000       -6.888   .2415   20.000
  10145.000    -23.979   .0770   20.000       -6.879   .2416   20.000
  10175.000    -23.970   .0771   20.000       -6.870   .2417   20.000
  10205.000    -23.962   .0771   20.000       -6.861   .2418   20.000
  10235.000    -23.953   .0771   20.000       -6.852   .2419   20.000
  10265.000    -23.944   .0772   20.000       -6.844   .2420   20.000
  10295.000    -23.936   .0772   20.000       -6.836   .2420   20.000
  10325.000    -23.927   .0772   20.000       -6.827   .2421   20.000
  10355.000    -23.919   .0773   20.000       -6.819   .2422   20.000
  10385.000    -23.911   .0773   20.000       -6.811   .2423   20.000
  10415.000    -23.903   .0773   20.000       -6.803   .2424   20.000
  10445.000    -23.895   .0774   20.000       -6.795   .2425   20.000
  10475.000    -23.887   .0774   20.000       -6.788   .2426   20.000
  10505.000    -23.879   .0774   20.000       -6.780   .2427   20.000
end
