Pcp_File_Version=2
*** BLOCK ?: DOMAIN INFORMATION ******************************************************
Number of Solutes   Equilibrium
    3              1
Nodal Information
    n   Code       h           Q        M     Beta     Axz      Bxz      Dxz     Temp     Conc(1..NS)   
    1     2           0             0   1       0        1        1        1          20            0             0             0 
    2     2           0             0   1       0        1        1        1          20            0             0             0 
    3     2           0             0   1       0        1        1        1          20            0             0             0 
    4     2           0             0   1       0        1        1        1          20            0             0             0 
    5     2           0             0   1       0        1        1        1          20            0             0             0 
    6     2           0             0   1       0        1        1        1          20            0             0             0 
    7     2           0             0   1       0        1        1        1          20            0             0             0 
    8     2           0             0   1       0        1        1        1          20            0             0             0 
    9     2           0             0   1       0        1        1        1          20            0             0             0 
   10     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   11     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   12     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   13     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   14     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   15     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   16     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   17     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   18     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   19     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   20     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   21     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   22     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   23     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   24     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   25     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   26     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   27     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   28     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   29     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   30     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   31     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   32     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   33     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   34     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   35     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   36     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   37     0     56.3158             0   1       0        1        1        1          20            0             0             0 
   38     0     43.5235             0   1       0        1        1        1          20            0             0             0 
   39     0     29.1273             0   1       0        1        1        1          20            0             0             0 
   40     0     13.1273             0   1       0        1        1        1          20            0             0             0 
   41     0    -4.47654             0   1       0        1        1        1          20            0             0             0 
   42     0    -23.6842             0   1       0        1        1        1          20            0             0             0 
   43     0    -23.6842             0   1       0        1        1        1          20            0             0             0 
   44     0    -23.6842             0   1       0        1        1        1          20            0             0             0 
   45     0    -33.6842             0   1       0        1        1        1          20            0             0             0 
   46     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   47     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   48     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   49     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   50     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   51     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   52     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   53     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
   54     0    -43.6842             0   1       0        1        1        1          20            0             0             0 
