 Welcome to HYDRUS-2D                                                    
 
 Program HYDRUS2
 Date:  23. 2.    Time:  13:52:18
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = m    , T = days , M = mmol 


 Time:     10.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   57   78   -1.7   -3.4   -2   .000E+00   .000E+00        -.8   .257     20.00  .417E-14
   58   79   -1.7   -3.5   -2   .000E+00   .000E+00        -.9   .256     20.00  .262E-16
   59   80   -1.8   -3.6   -2   .000E+00   .000E+00        -.9   .254     20.00  .320E-18
   60   81   -1.8   -3.7   -2   .000E+00   .000E+00        -.9   .253     20.00  .563E-20
   61   82   -1.9   -3.8   -2   .000E+00   .000E+00        -.9   .252     20.00 -.532E-21
   62   83   -1.9   -3.9   -2   .000E+00   .000E+00        -.9   .251     20.00  .438E-24
   63   84   -2.0   -4.1   -2   .000E+00   .000E+00        -.9   .249     20.00 -.164E-24
   64   85   -2.0   -4.2   -2   .000E+00   .000E+00        -.9   .248     20.00  .560E-26
   65   86   -2.0   -4.3   -2   .000E+00   .000E+00        -.9   .247     20.00  .348E-27
   66   87   -2.0   -4.4   -2   .000E+00   .000E+00        -.9   .246     20.00  .000E+00
   67   88   -2.0   -4.5   -2   .000E+00   .000E+00       -1.0   .246     20.00  .000E+00
   68   89   -2.0   -4.6   -2   .000E+00   .000E+00       -1.0   .245     20.00  .000E+00
   69   90   -2.1   -4.8   -2   .000E+00   .000E+00       -1.0   .244     20.00  .000E+00
   70   91   -2.1   -4.9   -2   .000E+00   .000E+00       -1.0   .243     20.00  .000E+00
   71   92   -2.1   -5.0   -2   .000E+00   .000E+00       -1.0   .243     20.00  .000E+00
   72   93   -2.1   -5.1   -2   .000E+00   .000E+00       -1.0   .242     20.00  .000E+00
   73   94   -2.0   -5.3   -2   .000E+00   .000E+00       -1.0   .242     20.00  .000E+00
   74   95   -2.0   -5.4   -2   .000E+00   .000E+00       -1.0   .241     20.00  .000E+00
   75   96   -2.0   -5.5   -2   .000E+00   .000E+00       -1.0   .241     20.00  .000E+00
   76   97   -2.0   -5.6   -2   .000E+00   .000E+00       -1.0   .240     20.00  .000E+00
   77   98   -2.0   -5.8   -2   .000E+00   .000E+00       -1.0   .240     20.00  .000E+00
   78   99   -2.0   -5.9   -2   .000E+00   .000E+00       -1.0   .239     20.00  .000E+00
   79  100   -5.0    1.0   -1   .205E-02  -.250E-01        -.2   .383     20.00  .122E+00
   80  134   -5.0  -10.0   -6  -.851E-04   .340E-03       -1.0   .242     20.00  .000E+00
   81  135   -4.5  -10.0   -6  -.170E-03   .340E-03       -1.0   .242     20.00  .000E+00
