


                               Node(320)                                           Node(422)                                           Node(519)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
     22.250      1.714   .4300   20.000   .100E+01   .000E+00       15.107   .4300   20.000   .595E+00   .000E+00       -3.884   .4243   20.000   .189E+00   .000E+00
     22.375      1.714   .4300   20.000   .100E+01   .000E+00       15.107   .4300   20.000   .598E+00   .000E+00       -3.884   .4243   20.000   .192E+00   .000E+00
     22.500      1.714   .4300   20.000   .100E+01   .000E+00       15.107   .4300   20.000   .601E+00   .000E+00       -3.884   .4243   20.000   .194E+00   .000E+00
     22.714      1.714   .4300   20.000   .100E+01   .000E+00       15.107   .4300   20.000   .606E+00   .000E+00       -3.884   .4243   20.000   .199E+00   .000E+00
     22.929      1.714   .4300   20.000   .100E+01   .000E+00       15.107   .4300   20.000   .611E+00   .000E+00       -3.884   .4243   20.000   .204E+00   .000E+00
     23.143      1.714   .4300   20.000   .101E+01   .000E+00       15.107   .4300   20.000   .616E+00   .000E+00       -3.884   .4243   20.000   .208E+00   .000E+00
     23.357      1.714   .4300   20.000   .101E+01   .000E+00       15.107   .4300   20.000   .620E+00   .000E+00       -3.884   .4243   20.000   .213E+00   .000E+00
     23.571      1.714   .4300   20.000   .101E+01   .000E+00       15.107   .4300   20.000   .625E+00   .000E+00       -3.884   .4243   20.000   .218E+00   .000E+00
     23.786      1.714   .4300   20.000   .101E+01   .000E+00       15.107   .4300   20.000   .630E+00   .000E+00       -3.884   .4243   20.000   .223E+00   .000E+00
     24.000      1.714   .4300   20.000   .101E+01   .000E+00       15.107   .4300   20.000   .635E+00   .000E+00       -3.884   .4243   20.000   .227E+00   .000E+00
     24.010      1.753   .4300   20.000   .101E+01   .000E+00       15.115   .4300   20.000   .635E+00   .000E+00       -3.883   .4243   20.000   .228E+00   .000E+00
     24.023      1.783   .4300   20.000   .101E+01   .000E+00       15.128   .4300   20.000   .635E+00   .000E+00       -3.879   .4243   20.000   .228E+00   .000E+00
     24.040      1.807   .4300   20.000   .101E+01   .000E+00       15.149   .4300   20.000   .636E+00   .000E+00       -3.870   .4243   20.000   .228E+00   .000E+00
     24.062      1.830   .4300   20.000   .101E+01   .000E+00       15.180   .4300   20.000   .636E+00   .000E+00       -3.851   .4244   20.000   .229E+00   .000E+00
     24.084      1.850   .4300   20.000   .101E+01   .000E+00       15.214   .4300   20.000   .637E+00   .000E+00       -3.827   .4244   20.000   .229E+00   .000E+00
     24.105      1.867   .4300   20.000   .101E+01   .000E+00       15.253   .4300   20.000   .637E+00   .000E+00       -3.798   .4245   20.000   .230E+00   .000E+00
     24.127      1.884   .4300   20.000   .101E+01   .000E+00       15.296   .4300   20.000   .638E+00   .000E+00       -3.763   .4246   20.000   .230E+00   .000E+00
     24.155      1.905   .4300   20.000   .101E+01   .000E+00       15.356   .4300   20.000   .638E+00   .000E+00       -3.709   .4247   20.000   .231E+00   .000E+00
     24.192      1.930   .4300   20.000   .101E+01   .000E+00       15.440   .4300   20.000   .639E+00   .000E+00       -3.630   .4249   20.000   .232E+00   .000E+00
     24.229      1.955   .4300   20.000   .101E+01   .000E+00       15.528   .4300   20.000   .640E+00   .000E+00       -3.543   .4250   20.000   .233E+00   .000E+00
     24.277      1.987   .4300   20.000   .101E+01   .000E+00       15.641   .4300   20.000   .641E+00   .000E+00       -3.421   .4253   20.000   .234E+00   .000E+00
     24.325      2.017   .4300   20.000   .101E+01   .000E+00       15.755   .4300   20.000   .642E+00   .000E+00       -3.297   .4255   20.000   .235E+00   .000E+00
     24.373      2.046   .4300   20.000   .101E+01   .000E+00       15.867   .4300   20.000   .643E+00   .000E+00       -3.171   .4258   20.000   .236E+00   .000E+00
     24.436      2.079   .4300   20.000   .101E+01   .000E+00       16.003   .4300   20.000   .644E+00   .000E+00       -3.015   .4261   20.000   .238E+00   .000E+00
     24.499      2.109   .4300   20.000   .101E+01   .000E+00       16.128   .4300   20.000   .646E+00   .000E+00       -2.866   .4264   20.000   .240E+00   .000E+00
     24.582      2.142   .4300   20.000   .101E+01   .000E+00       16.270   .4300   20.000   .648E+00   .000E+00       -2.685   .4267   20.000   .242E+00   .000E+00
     24.687      2.176   .4300   20.000   .101E+01   .000E+00       16.411   .4300   20.000   .650E+00   .000E+00       -2.508   .4271   20.000   .245E+00   .000E+00
     24.843      2.211   .4300   20.000   .101E+01   .000E+00       16.559   .4300   20.000   .653E+00   .000E+00       -2.325   .4274   20.000   .250E+00   .000E+00
     25.000      2.235   .4300   20.000   .101E+01   .000E+00       16.658   .4300   20.000   .657E+00   .000E+00       -2.201   .4276   20.000   .254E+00   .000E+00
end
