 Flow Through the Dike with a Seepage Face                               
 
 Program HYDRUS2
 Date:   6. 4.    Time:   7:27:33
 Time dependent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 


 Time:      2.5000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   28   65   17.3   57.9   -4   .000E+00   .000E+00      -32.2   .341     20.00  .165E-01
   29   66   13.1   60.8   -4   .000E+00   .000E+00      -37.1   .329     20.00  .214E-01
   30   67    8.8   63.8   -4   .000E+00   .000E+00      -42.6   .317     20.00  .259E-01
   31   68    4.4   66.9   -4   .000E+00   .000E+00      -48.5   .305     20.00  .312E-01
   32   69     .0   70.0   -4   .000E+00   .000E+00      -52.7   .298     20.00  .405E-01
   33   70   -5.0   70.0   -4   .000E+00   .000E+00      -51.3   .301     20.00  .730E-01
   34   71  -10.0   70.0   -4   .000E+00   .000E+00      -47.8   .307     20.00  .134E+00
   35   72  -15.0   70.0   -4   .000E+00   .000E+00      -44.1   .314     20.00  .213E+00
   36   73  -20.0   70.0   -4   .000E+00   .000E+00      -41.0   .321     20.00  .294E+00
   37   74  -24.0   66.5   -4   .000E+00   .000E+00      -33.2   .339     20.00  .437E+00
   38   75  -27.8   63.2   -4   .000E+00   .000E+00      -25.3   .360     20.00  .608E+00
   39   76  -31.6   59.8   -4   .000E+00   .000E+00      -18.4   .381     20.00  .738E+00
   40   77  -35.3   56.6   -4   .000E+00   .000E+00      -12.3   .400     20.00  .827E+00
   41   78  -39.0   53.4   -4   .000E+00   .000E+00       -6.5   .418     20.00  .876E+00
   42   79  -42.6   50.3    1   .639E+02  -.136E+02        -.3   .430     20.00  .944E+00
   43   80  -46.1   47.2    1   .463E+02  -.101E+02        2.8   .430     20.00  .943E+00
   44   81  -49.5   44.2    1   .353E+02  -.787E+01        5.8   .430     20.00  .939E+00
   45   82  -52.8   41.3    1   .289E+02  -.659E+01        8.7   .430     20.00  .931E+00
   46   83  -56.1   38.4    1   .247E+02  -.576E+01       11.6   .430     20.00  .920E+00
   47   84  -59.3   35.6    1   .213E+02  -.508E+01       14.4   .430     20.00  .905E+00
   48   85  -62.4   32.9    1   .183E+02  -.448E+01       17.1   .430     20.00  .887E+00
   49   86  -65.4   30.2    1   .158E+02  -.397E+01       19.8   .430     20.00  .867E+00
   50   87  -68.4   27.7    1   .137E+02  -.352E+01       22.3   .430     20.00  .844E+00
   51   88  -71.3   25.1    1   .118E+02  -.311E+01       24.9   .430     20.00  .818E+00
   52   89  -74.1   22.7    1   .101E+02  -.274E+01       27.3   .430     20.00  .788E+00
   53   90  -76.8   20.3    1   .857E+01  -.239E+01       29.7   .430     20.00  .756E+00
   54   91  -79.5   17.9    1   .720E+01  -.207E+01       32.1   .430     20.00  .721E+00
   55   92  -82.1   15.7    1   .598E+01  -.177E+01       34.3   .430     20.00  .683E+00
   56   93  -84.6   13.5    1   .479E+01  -.146E+01       36.5   .430     20.00  .641E+00
   57   94  -87.0   11.4    1   .382E+01  -.120E+01       38.6   .430     20.00  .599E+00
   58   95  -89.4    9.3    1   .297E+01  -.964E+00       40.7   .430     20.00  .556E+00
   59   96  -91.6    7.3    1   .208E+01  -.697E+00       42.7   .430     20.00  .513E+00
   60   97  -93.8    5.4    1   .141E+01  -.490E+00       44.6   .430     20.00  .476E+00
   61   98  -96.0    3.5    1   .837E+00  -.301E+00       46.5   .430     20.00  .445E+00
   62   99  -98.0    1.7    1   .337E+00  -.126E+00       48.3   .430     20.00  .422E+00


 Time:     15.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1 -100.0     .0    1   .263E-01  -.201E-01       50.0   .430     20.00  .475E+00
    2   39  100.0     .0    1  -.849E-01   .626E-01       10.0   .430     20.00  .474E-03
    3   40   97.8    1.6    1  -.166E+01   .601E+00        8.4   .430     20.00  .595E-03
    4   41   95.5    3.2    1  -.531E+01   .186E+01        6.8   .430     20.00  .877E-03
    5   42   93.1    4.8    1  -.108E+02   .365E+01        5.2   .430     20.00  .128E-02
    6   43   90.7    6.5    1  -.182E+02   .598E+01        3.5   .430     20.00  .179E-02
    7   44   88.1    8.3    1  -.283E+02   .904E+01        1.7   .430     20.00  .250E-02
    8   45   85.5   10.1    1  -.631E+02   .195E+02        -.1   .430     20.00  .331E-02
    9   46   82.8   12.0    2  -.290E+02   .873E+01         .0   .430     20.00  .384E-02
   10   47   80.1   13.9    2  -.193E+02   .566E+01         .0   .430     20.00  .414E-02
   11   48   77.2   15.9    2  -.608E+01   .173E+01         .0   .430     20.00  .435E-02
   12   49   74.3   18.0   -2   .000E+00   .000E+00        -.3   .430     20.00  .464E-02
   13   50   71.3   20.1   -2   .000E+00   .000E+00       -1.0   .429     20.00  .499E-02
   14   51   68.3   22.2   -2   .000E+00   .000E+00       -1.9   .428     20.00  .546E-02
   15   52   65.1   24.4   -2   .000E+00   .000E+00       -3.0   .426     20.00  .592E-02
   16   53   61.9   26.7   -2   .000E+00   .000E+00       -4.3   .423     20.00  .617E-02
   17   54   58.6   29.0   -2   .000E+00   .000E+00       -5.5   .420     20.00  .664E-02
   18   55   55.2   31.3   -2   .000E+00   .000E+00       -6.9   .417     20.00  .755E-02
   19   56   51.8   33.7   -2   .000E+00   .000E+00       -8.4   .412     20.00  .761E-02
   20   57   48.3   36.2   -2   .000E+00   .000E+00       -9.9   .408     20.00  .838E-02
   21   58   44.7   38.7   -2   .000E+00   .000E+00      -11.6   .402     20.00  .915E-02
   22   59   41.0   41.3   -2   .000E+00   .000E+00      -13.4   .396     20.00  .103E-01
   23   60   37.2   43.9   -2   .000E+00   .000E+00      -15.4   .390     20.00  .112E-01
   24   61   33.4   46.6   -2   .000E+00   .000E+00      -17.6   .383     20.00  .137E-01
   25   62   29.5   49.3   -2   .000E+00   .000E+00      -20.2   .375     20.00  .169E-01
   26   63   25.5   52.1   -2   .000E+00   .000E+00      -23.5   .365     20.00  .227E-01
   27   64   21.5   55.0   -2   .000E+00   .000E+00      -27.7   .353     20.00  .333E-01
   28   65   17.3   57.9   -4   .000E+00   .000E+00      -32.4   .341     20.00  .438E-01
   29   66   13.1   60.8   -4   .000E+00   .000E+00      -37.3   .328     20.00  .555E-01
   30   67    8.8   63.8   -4   .000E+00   .000E+00      -43.0   .316     20.00  .655E-01
   31   68    4.4   66.9   -4   .000E+00   .000E+00      -49.0   .305     20.00  .760E-01
   32   69     .0   70.0   -4   .000E+00   .000E+00      -53.2   .297     20.00  .940E-01
   33   70   -5.0   70.0   -4   .000E+00   .000E+00      -51.8   .300     20.00  .153E+00
   34   71  -10.0   70.0   -4   .000E+00   .000E+00      -48.2   .306     20.00  .251E+00
   35   72  -15.0   70.0   -4   .000E+00   .000E+00      -44.4   .314     20.00  .360E+00
   36   73  -20.0   70.0   -4   .000E+00   .000E+00      -41.2   .320     20.00  .464E+00
   37   74  -24.0   66.5   -4   .000E+00   .000E+00      -33.3   .338     20.00  .617E+00
   38   75  -27.8   63.2   -4   .000E+00   .000E+00      -25.3   .360     20.00  .774E+00
   39   76  -31.6   59.8   -4   .000E+00   .000E+00      -18.4   .380     20.00  .877E+00
   40   77  -35.3   56.6   -4   .000E+00   .000E+00      -12.3   .400     20.00  .927E+00
   41   78  -39.0   53.4   -4   .000E+00   .000E+00       -6.5   .418     20.00  .943E+00
   42   79  -42.6   50.3    1   .640E+02  -.136E+02        -.3   .430     20.00  .968E+00
   43   80  -46.1   47.2    1   .464E+02  -.101E+02        2.8   .430     20.00  .960E+00
   44   81  -49.5   44.2    1   .354E+02  -.788E+01        5.8   .430     20.00  .954E+00
   45   82  -52.8   41.3    1   .290E+02  -.660E+01        8.7   .430     20.00  .947E+00
   46   83  -56.1   38.4    1   .248E+02  -.578E+01       11.6   .430     20.00  .937E+00
   47   84  -59.3   35.6    1   .213E+02  -.509E+01       14.4   .430     20.00  .925E+00
   48   85  -62.4   32.9    1   .183E+02  -.449E+01       17.1   .430     20.00  .910E+00
   49   86  -65.4   30.2    1   .159E+02  -.398E+01       19.8   .430     20.00  .892E+00
   50   87  -68.4   27.7    1   .137E+02  -.352E+01       22.3   .430     20.00  .871E+00
   51   88  -71.3   25.1    1   .118E+02  -.312E+01       24.9   .430     20.00  .847E+00
   52   89  -74.1   22.7    1   .101E+02  -.275E+01       27.3   .430     20.00  .820E+00
   53   90  -76.8   20.3    1   .859E+01  -.240E+01       29.7   .430     20.00  .790E+00
   54   91  -79.5   17.9    1   .721E+01  -.207E+01       32.1   .430     20.00  .758E+00
   55   92  -82.1   15.7    1   .599E+01  -.177E+01       34.3   .430     20.00  .724E+00
   56   93  -84.6   13.5    1   .480E+01  -.146E+01       36.5   .430     20.00  .685E+00
   57   94  -87.0   11.4    1   .383E+01  -.120E+01       38.6   .430     20.00  .646E+00
   58   95  -89.4    9.3    1   .297E+01  -.966E+00       40.7   .430     20.00  .607E+00
   59   96  -91.6    7.3    1   .208E+01  -.699E+00       42.7   .430     20.00  .567E+00
   60   97  -93.8    5.4    1   .141E+01  -.491E+00       44.6   .430     20.00  .533E+00
   61   98  -96.0    3.5    1   .839E+00  -.302E+00       46.5   .430     20.00  .505E+00
   62   99  -98.0    1.7    1   .337E+00  -.126E+00       48.3   .430     20.00  .484E+00


 Time:     17.5000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1 -100.0     .0    1   .264E-01  -.201E-01       50.0   .430     20.00  .532E+00
    2   39  100.0     .0    1  -.849E-01   .626E-01       10.0   .430     20.00  .212E-02
    3   40   97.8    1.6    1  -.166E+01   .601E+00        8.4   .430     20.00  .252E-02
    4   41   95.5    3.2    1  -.531E+01   .186E+01        6.8   .430     20.00  .341E-02
    5   42   93.1    4.8    1  -.108E+02   .365E+01        5.2   .430     20.00  .460E-02
    6   43   90.7    6.5    1  -.182E+02   .598E+01        3.5   .430     20.00  .602E-02
    7   44   88.1    8.3    1  -.283E+02   .904E+01        1.7   .430     20.00  .783E-02
    8   45   85.5   10.1    1  -.631E+02   .195E+02        -.1   .430     20.00  .973E-02
    9   46   82.8   12.0    2  -.290E+02   .873E+01         .0   .430     20.00  .109E-01
   10   47   80.1   13.9    2  -.193E+02   .566E+01         .0   .430     20.00  .115E-01
   11   48   77.2   15.9    2  -.607E+01   .173E+01         .0   .430     20.00  .120E-01
   12   49   74.3   18.0   -2   .000E+00   .000E+00        -.3   .430     20.00  .125E-01
   13   50   71.3   20.1   -2   .000E+00   .000E+00       -1.0   .429     20.00  .133E-01
   14   51   68.3   22.2   -2   .000E+00   .000E+00       -1.9   .428     20.00  .142E-01
   15   52   65.1   24.4   -2   .000E+00   .000E+00       -3.0   .426     20.00  .151E-01
   16   53   61.9   26.7   -2   .000E+00   .000E+00       -4.3   .423     20.00  .156E-01
   17   54   58.6   29.0   -2   .000E+00   .000E+00       -5.5   .420     20.00  .165E-01
   18   55   55.2   31.3   -2   .000E+00   .000E+00       -6.9   .417     20.00  .182E-01
   19   56   51.8   33.7   -2   .000E+00   .000E+00       -8.4   .412     20.00  .183E-01
   20   57   48.3   36.2   -2   .000E+00   .000E+00       -9.9   .408     20.00  .197E-01
   21   58   44.7   38.7   -2   .000E+00   .000E+00      -11.6   .402     20.00  .212E-01
   22   59   41.0   41.3   -2   .000E+00   .000E+00      -13.4   .396     20.00  .232E-01
   23   60   37.2   43.9   -2   .000E+00   .000E+00      -15.4   .390     20.00  .250E-01
   24   61   33.4   46.6   -2   .000E+00   .000E+00      -17.6   .383     20.00  .299E-01
   25   62   29.5   49.3   -2   .000E+00   .000E+00      -20.2   .375     20.00  .363E-01
   26   63   25.5   52.1   -2   .000E+00   .000E+00      -23.5   .365     20.00  .480E-01
   27   64   21.5   55.0   -2   .000E+00   .000E+00      -27.7   .353     20.00  .688E-01
   28   65   17.3   57.9   -4   .000E+00   .000E+00      -32.4   .341     20.00  .896E-01
   29   66   13.1   60.8   -4   .000E+00   .000E+00      -37.3   .328     20.00  .112E+00
   30   67    8.8   63.8   -4   .000E+00   .000E+00      -43.0   .316     20.00  .131E+00
   31   68    4.4   66.9   -4   .000E+00   .000E+00      -49.0   .305     20.00  .149E+00
   32   69     .0   70.0   -4   .000E+00   .000E+00      -53.2   .297     20.00  .180E+00
   33   70   -5.0   70.0   -4   .000E+00   .000E+00      -51.8   .300     20.00  .268E+00
   34   71  -10.0   70.0   -4   .000E+00   .000E+00      -48.2   .306     20.00  .399E+00
   35   72  -15.0   70.0   -4   .000E+00   .000E+00      -44.4   .314     20.00  .534E+00
   36   73  -20.0   70.0   -4   .000E+00   .000E+00      -41.2   .320     20.00  .649E+00
   37   74  -24.0   66.5   -4   .000E+00   .000E+00      -33.3   .338     20.00  .794E+00
   38   75  -27.8   63.2   -4   .000E+00   .000E+00      -25.3   .360     20.00  .921E+00
   39   76  -31.6   59.8   -4   .000E+00   .000E+00      -18.4   .380     20.00  .990E+00
   40   77  -35.3   56.6   -4   .000E+00   .000E+00      -12.3   .400     20.00  .101E+01
   41   78  -39.0   53.4   -4   .000E+00   .000E+00       -6.5   .418     20.00  .995E+00
   42   79  -42.6   50.3    1   .640E+02  -.136E+02        -.3   .430     20.00  .987E+00
   43   80  -46.1   47.2    1   .464E+02  -.101E+02        2.8   .430     20.00  .973E+00
   44   81  -49.5   44.2    1   .354E+02  -.788E+01        5.8   .430     20.00  .966E+00
   45   82  -52.8   41.3    1   .290E+02  -.660E+01        8.7   .430     20.00  .958E+00
   46   83  -56.1   38.4    1   .248E+02  -.578E+01       11.6   .430     20.00  .950E+00
   47   84  -59.3   35.6    1   .213E+02  -.509E+01       14.4   .430     20.00  .939E+00
   48   85  -62.4   32.9    1   .183E+02  -.449E+01       17.1   .430     20.00  .926E+00
   49   86  -65.4   30.2    1   .159E+02  -.398E+01       19.8   .430     20.00  .910E+00
   50   87  -68.4   27.7    1   .137E+02  -.352E+01       22.3   .430     20.00  .892E+00
   51   88  -71.3   25.1    1   .118E+02  -.312E+01       24.9   .430     20.00  .871E+00
   52   89  -74.1   22.7    1   .101E+02  -.275E+01       27.3   .430     20.00  .846E+00
   53   90  -76.8   20.3    1   .859E+01  -.240E+01       29.7   .430     20.00  .819E+00
   54   91  -79.5   17.9    1   .721E+01  -.207E+01       32.1   .430     20.00  .790E+00
   55   92  -82.1   15.7    1   .599E+01  -.177E+01       34.3   .430     20.00  .758E+00
   56   93  -84.6   13.5    1   .480E+01  -.146E+01       36.5   .430     20.00  .722E+00
   57   94  -87.0   11.4    1   .383E+01  -.120E+01       38.6   .430     20.00  .688E+00
   58   95  -89.4    9.3    1   .297E+01  -.966E+00       40.7   .430     20.00  .652E+00
   59   96  -91.6    7.3    1   .208E+01  -.699E+00       42.7   .430     20.00  .616E+00
   60   97  -93.8    5.4    1   .141E+01  -.491E+00       44.6   .430     20.00  .585E+00
   61   98  -96.0    3.5    1   .839E+00  -.302E+00       46.5   .430     20.00  .559E+00
   62   99  -98.0    1.7    1   .337E+00  -.126E+00       48.3   .430     20.00  .540E+00


 Time:     20.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1 -100.0     .0    1   .264E-01  -.201E-01       50.0   .430     20.00  .584E+00
    2   39  100.0     .0    1  -.849E-01   .626E-01       10.0   .430     20.00  .653E-02
    3   40   97.8    1.6    1  -.166E+01   .601E+00        8.4   .430     20.00  .747E-02
    4   41   95.5    3.2    1  -.531E+01   .186E+01        6.8   .430     20.00  .950E-02
    5   42   93.1    4.8    1  -.108E+02   .365E+01        5.2   .430     20.00  .121E-01
    6   43   90.7    6.5    1  -.182E+02   .598E+01        3.5   .430     20.00  .150E-01
    7   44   88.1    8.3    1  -.283E+02   .904E+01        1.7   .430     20.00  .186E-01
    8   45   85.5   10.1    1  -.631E+02   .195E+02        -.1   .430     20.00  .220E-01
    9   46   82.8   12.0    2  -.290E+02   .873E+01         .0   .430     20.00  .240E-01
   10   47   80.1   13.9    2  -.193E+02   .566E+01         .0   .430     20.00  .250E-01
   11   48   77.2   15.9    2  -.607E+01   .173E+01         .0   .430     20.00  .257E-01
   12   49   74.3   18.0   -2   .000E+00   .000E+00        -.3   .430     20.00  .267E-01
   13   50   71.3   20.1   -2   .000E+00   .000E+00       -1.0   .429     20.00  .278E-01
   14   51   68.3   22.2   -2   .000E+00   .000E+00       -1.9   .428     20.00  .293E-01
   15   52   65.1   24.4   -2   .000E+00   .000E+00       -3.0   .426     20.00  .307E-01
   16   53   61.9   26.7   -2   .000E+00   .000E+00       -4.3   .423     20.00  .315E-01
   17   54   58.6   29.0   -2   .000E+00   .000E+00       -5.5   .420     20.00  .329E-01
   18   55   55.2   31.3   -2   .000E+00   .000E+00       -6.9   .417     20.00  .355E-01
   19   56   51.8   33.7   -2   .000E+00   .000E+00       -8.4   .412     20.00  .358E-01
   20   57   48.3   36.2   -2   .000E+00   .000E+00       -9.9   .408     20.00  .380E-01
   21   58   44.7   38.7   -2   .000E+00   .000E+00      -11.6   .402     20.00  .402E-01
   22   59   41.0   41.3   -2   .000E+00   .000E+00      -13.4   .396     20.00  .434E-01
   23   60   37.2   43.9   -2   .000E+00   .000E+00      -15.4   .390     20.00  .464E-01
   24   61   33.4   46.6   -2   .000E+00   .000E+00      -17.6   .383     20.00  .544E-01
   25   62   29.5   49.3   -2   .000E+00   .000E+00      -20.2   .375     20.00  .654E-01
   26   63   25.5   52.1   -2   .000E+00   .000E+00      -23.5   .365     20.00  .855E-01
   27   64   21.5   55.0   -2   .000E+00   .000E+00      -27.7   .353     20.00  .120E+00
   28   65   17.3   57.9   -4   .000E+00   .000E+00      -32.4   .341     20.00  .155E+00
   29   66   13.1   60.8   -4   .000E+00   .000E+00      -37.3   .328     20.00  .191E+00
   30   67    8.8   63.8   -4   .000E+00   .000E+00      -43.0   .316     20.00  .222E+00
   31   68    4.4   66.9   -4   .000E+00   .000E+00      -49.0   .305     20.00  .251E+00
   32   69     .0   70.0   -4   .000E+00   .000E+00      -53.2   .297     20.00  .299E+00
   33   70   -5.0   70.0   -4   .000E+00   .000E+00      -51.8   .300     20.00  .413E+00
   34   71  -10.0   70.0   -4   .000E+00   .000E+00      -48.2   .306     20.00  .573E+00
   35   72  -15.0   70.0   -4   .000E+00   .000E+00      -44.4   .314     20.00  .725E+00
   36   73  -20.0   70.0   -4   .000E+00   .000E+00      -41.2   .320     20.00  .841E+00
   37   74  -24.0   66.5   -4   .000E+00   .000E+00      -33.3   .338     20.00  .965E+00
   38   75  -27.8   63.2   -4   .000E+00   .000E+00      -25.3   .360     20.00  .105E+01
   39   76  -31.6   59.8   -4   .000E+00   .000E+00      -18.4   .380     20.00  .109E+01
   40   77  -35.3   56.6   -4   .000E+00   .000E+00      -12.3   .400     20.00  .107E+01
   41   78  -39.0   53.4   -4   .000E+00   .000E+00       -6.5   .418     20.00  .104E+01
   42   79  -42.6   50.3    1   .640E+02  -.136E+02        -.3   .430     20.00  .100E+01
   43   80  -46.1   47.2    1   .464E+02  -.101E+02        2.8   .430     20.00  .984E+00
   44   81  -49.5   44.2    1   .354E+02  -.788E+01        5.8   .430     20.00  .975E+00
   45   82  -52.8   41.3    1   .290E+02  -.660E+01        8.7   .430     20.00  .967E+00
   46   83  -56.1   38.4    1   .248E+02  -.578E+01       11.6   .430     20.00  .960E+00
   47   84  -59.3   35.6    1   .213E+02  -.509E+01       14.4   .430     20.00  .950E+00
   48   85  -62.4   32.9    1   .183E+02  -.449E+01       17.1   .430     20.00  .939E+00
   49   86  -65.4   30.2    1   .159E+02  -.398E+01       19.8   .430     20.00  .925E+00
   50   87  -68.4   27.7    1   .137E+02  -.352E+01       22.3   .430     20.00  .908E+00
   51   88  -71.3   25.1    1   .118E+02  -.312E+01       24.9   .430     20.00  .889E+00
   52   89  -74.1   22.7    1   .101E+02  -.275E+01       27.3   .430     20.00  .867E+00
   53   90  -76.8   20.3    1   .859E+01  -.240E+01       29.7   .430     20.00  .843E+00
   54   91  -79.5   17.9    1   .721E+01  -.207E+01       32.1   .430     20.00  .816E+00
   55   92  -82.1   15.7    1   .599E+01  -.177E+01       34.3   .430     20.00  .788E+00
   56   93  -84.6   13.5    1   .480E+01  -.146E+01       36.5   .430     20.00  .756E+00
   57   94  -87.0   11.4    1   .383E+01  -.120E+01       38.6   .430     20.00  .724E+00
   58   95  -89.4    9.3    1   .297E+01  -.966E+00       40.7   .430     20.00  .692E+00
   59   96  -91.6    7.3    1   .208E+01  -.699E+00       42.7   .430     20.00  .659E+00
   60   97  -93.8    5.4    1   .141E+01  -.491E+00       44.6   .430     20.00  .631E+00
   61   98  -96.0    3.5    1   .839E+00  -.302E+00       46.5   .430     20.00  .608E+00
   62   99  -98.0    1.7    1   .337E+00  -.126E+00       48.3   .430     20.00  .591E+00


 Time:     22.5000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1 -100.0     .0    1   .264E-01  -.201E-01       50.0   .430     20.00  .630E+00
    2   39  100.0     .0    1  -.849E-01   .626E-01       10.0   .430     20.00  .156E-01
    3   40   97.8    1.6    1  -.166E+01   .601E+00        8.4   .430     20.00  .173E-01
    4   41   95.5    3.2    1  -.531E+01   .186E+01        6.8   .430     20.00  .210E-01
    5   42   93.1    4.8    1  -.108E+02   .365E+01        5.2   .430     20.00  .256E-01
    6   43   90.7    6.5    1  -.182E+02   .598E+01        3.5   .430     20.00  .306E-01
    7   44   88.1    8.3    1  -.283E+02   .904E+01        1.7   .430     20.00  .363E-01
    8   45   85.5   10.1    1  -.631E+02   .195E+02        -.1   .430     20.00  .416E-01
    9   46   82.8   12.0    2  -.290E+02   .873E+01         .0   .430     20.00  .444E-01
   10   47   80.1   13.9    2  -.193E+02   .566E+01         .0   .430     20.00  .458E-01
   11   48   77.2   15.9    2  -.607E+01   .173E+01         .0   .430     20.00  .467E-01
   12   49   74.3   18.0   -2   .000E+00   .000E+00        -.3   .430     20.00  .481E-01
   13   50   71.3   20.1   -2   .000E+00   .000E+00       -1.0   .429     20.00  .497E-01
   14   51   68.3   22.2   -2   .000E+00   .000E+00       -1.9   .428     20.00  .517E-01
   15   52   65.1   24.4   -2   .000E+00   .000E+00       -3.0   .426     20.00  .536E-01
   16   53   61.9   26.7   -2   .000E+00   .000E+00       -4.3   .423     20.00  .546E-01
   17   54   58.6   29.0   -2   .000E+00   .000E+00       -5.5   .420     20.00  .566E-01
   18   55   55.2   31.3   -2   .000E+00   .000E+00       -6.9   .417     20.00  .602E-01
   19   56   51.8   33.7   -2   .000E+00   .000E+00       -8.4   .412     20.00  .605E-01
   20   57   48.3   36.2   -2   .000E+00   .000E+00       -9.9   .408     20.00  .636E-01
   21   58   44.7   38.7   -2   .000E+00   .000E+00      -11.6   .402     20.00  .667E-01
   22   59   41.0   41.3   -2   .000E+00   .000E+00      -13.4   .396     20.00  .712E-01
   23   60   37.2   43.9   -2   .000E+00   .000E+00      -15.4   .390     20.00  .758E-01
   24   61   33.4   46.6   -2   .000E+00   .000E+00      -17.6   .383     20.00  .877E-01
   25   62   29.5   49.3   -2   .000E+00   .000E+00      -20.2   .375     20.00  .105E+00
   26   63   25.5   52.1   -2   .000E+00   .000E+00      -23.5   .365     20.00  .135E+00
   27   64   21.5   55.0   -2   .000E+00   .000E+00      -27.7   .353     20.00  .188E+00
   28   65   17.3   57.9   -4   .000E+00   .000E+00      -32.4   .341     20.00  .239E+00
   29   66   13.1   60.8   -4   .000E+00   .000E+00      -37.3   .328     20.00  .292E+00
   30   67    8.8   63.8   -4   .000E+00   .000E+00      -43.0   .316     20.00  .337E+00
   31   68    4.4   66.9   -4   .000E+00   .000E+00      -49.0   .305     20.00  .381E+00
   32   69     .0   70.0   -4   .000E+00   .000E+00      -53.2   .297     20.00  .449E+00
   33   70   -5.0   70.0   -4   .000E+00   .000E+00      -51.8   .300     20.00  .586E+00
   34   71  -10.0   70.0   -4   .000E+00   .000E+00      -48.2   .306     20.00  .767E+00
   35   72  -15.0   70.0   -4   .000E+00   .000E+00      -44.4   .314     20.00  .926E+00
   36   73  -20.0   70.0   -4   .000E+00   .000E+00      -41.2   .320     20.00  .103E+01
   37   74  -24.0   66.5   -4   .000E+00   .000E+00      -33.3   .338     20.00  .113E+01
   38   75  -27.8   63.2   -4   .000E+00   .000E+00      -25.3   .360     20.00  .118E+01
   39   76  -31.6   59.8   -4   .000E+00   .000E+00      -18.4   .380     20.00  .117E+01
   40   77  -35.3   56.6   -4   .000E+00   .000E+00      -12.3   .400     20.00  .113E+01
   41   78  -39.0   53.4   -4   .000E+00   .000E+00       -6.5   .418     20.00  .108E+01
   42   79  -42.6   50.3    1   .640E+02  -.136E+02        -.3   .430     20.00  .102E+01
   43   80  -46.1   47.2    1   .464E+02  -.101E+02        2.8   .430     20.00  .993E+00
   44   81  -49.5   44.2    1   .354E+02  -.788E+01        5.8   .430     20.00  .982E+00
   45   82  -52.8   41.3    1   .290E+02  -.660E+01        8.7   .430     20.00  .974E+00
   46   83  -56.1   38.4    1   .248E+02  -.578E+01       11.6   .430     20.00  .967E+00
   47   84  -59.3   35.6    1   .213E+02  -.509E+01       14.4   .430     20.00  .959E+00
   48   85  -62.4   32.9    1   .183E+02  -.449E+01       17.1   .430     20.00  .949E+00
   49   86  -65.4   30.2    1   .159E+02  -.398E+01       19.8   .430     20.00  .936E+00
   50   87  -68.4   27.7    1   .137E+02  -.352E+01       22.3   .430     20.00  .922E+00
   51   88  -71.3   25.1    1   .118E+02  -.312E+01       24.9   .430     20.00  .905E+00
   52   89  -74.1   22.7    1   .101E+02  -.275E+01       27.3   .430     20.00  .885E+00
   53   90  -76.8   20.3    1   .859E+01  -.240E+01       29.7   .430     20.00  .863E+00
   54   91  -79.5   17.9    1   .721E+01  -.207E+01       32.1   .430     20.00  .839E+00
   55   92  -82.1   15.7    1   .599E+01  -.177E+01       34.3   .430     20.00  .814E+00
   56   93  -84.6   13.5    1   .480E+01  -.146E+01       36.5   .430     20.00  .785E+00
   57   94  -87.0   11.4    1   .383E+01  -.120E+01       38.6   .430     20.00  .756E+00
   58   95  -89.4    9.3    1   .297E+01  -.966E+00       40.7   .430     20.00  .727E+00
   59   96  -91.6    7.3    1   .208E+01  -.699E+00       42.7   .430     20.00  .698E+00
   60   97  -93.8    5.4    1   .141E+01  -.491E+00       44.6   .430     20.00  .672E+00
   61   98  -96.0    3.5    1   .839E+00  -.302E+00       46.5   .430     20.00  .652E+00
   62   99  -98.0    1.7    1   .337E+00  -.126E+00       48.3   .430     20.00  .636E+00


 Time:     25.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1 -100.0     .0    1   .228E-01  -.174E-01       50.0   .430     20.00  .671E+00
    2   39  100.0     .0    1  -.888E-01   .655E-01       10.0   .430     20.00  .310E-01
    3   40   97.8    1.6    1  -.173E+01   .628E+00        8.4   .430     20.00  .339E-01
    4   41   95.5    3.2    1  -.555E+01   .195E+01        6.8   .430     20.00  .397E-01
    5   42   93.1    4.8    1  -.112E+02   .382E+01        5.2   .430     20.00  .467E-01
    6   43   90.7    6.5    1  -.190E+02   .624E+01        3.5   .430     20.00  .541E-01
    7   44   88.1    8.3    1  -.295E+02   .942E+01        1.7   .430     20.00  .622E-01
    8   45   85.5   10.1    1  -.648E+02   .201E+02        -.1   .430     20.00  .695E-01
    9   46   82.8   12.0    2  -.315E+02   .949E+01         .0   .430     20.00  .734E-01
