731498.9167	0	15	0.586668485
731498.9375	0.2	15.2	0.586549273
731498.9583	0.2	15.3	0.586430061
731498.9792	0.6	15.1	0.586310848
731499	0.2	15.3	0.586191636
731499.0208	0	15.7	0.586072424
731499.0417	0	15.5	0.585953212
731499.0625	0	15.8	0.58583403
731499.0833	0	16	0.585714818
731499.1042	0.4	15.5	0.585595606
731499.125	0.6	15.3	0.585476394
731499.1458	1.6	15.2	0.585357182
731499.1667	0.8	15.3	0.58523797
731499.1875	0	15.5	0.582386
731499.2083	0	15.9	0.579270576
731499.2292	0	16.2	0.577195394
731499.25	0.2	16	0.575299242
731499.2708	0	16.4	0.572977394
731499.2917	0	16.5	0.571102333
731499.3125	0	17.4	0.56948203
731499.3333	0	17.3	0.568293758
731499.3542	0	18.1	0.567290939
731499.375	0	18	0.566473939
731499.3958	0	18.7	0.565854333
731499.4167	0	17.7	0.565029061
731499.4375	0	17	0.564568394
731499.4583	0	17.7	0.564283545
731499.4792	1.6	16.4	0.56963997
731499.5	3	16.2	0.642939667
731499.5208	3.2	16.2	0.723101788
731499.5417	2.2	16	0.739866788
731499.5625	10	16.2	0.769476848
731499.5833	1.8	16.6	0.799305697
731499.6042	0	17	0.774821242
731499.625	0	17.1	0.756544697
731499.6458	0	17.6	0.745803727
731499.6667	0	18	0.739237152
731499.6875	0	17.8	0.733882879
731499.7083	0	17.7	0.729582909
731499.7292	0	17.3	0.726049939
731499.75	0	17	0.723113788
731499.7708	0	16.6	0.72064103
731499.7917	0	16.3	0.718028879
731499.8125	0	16.1	0.715229576
731499.8333	0	15.9	0.712923606
731499.8542	0	15.5	0.710744242
731499.875	0	15.5	0.708672909
731499.8958	0	15.3	0.70665697
731499.9167	0	15	0.70501697
731499.9375	0	14.8	0.703198121
731499.9583	0	15	0.701692485
731499.9792	0	15.1	0.700221394
731500	0	15.1	0.699226515
731500.0208	0	15.7	0.698224333
731500.0417	0	15.9	0.697240515
731500.0625	0.2	16.1	0.696589242
731500.0833	0	15.8	0.695795909
731500.1042	0	15.9	0.694947485
731500.125	0	15.9	0.694373636
731500.1458	0	14.9	0.693768182
731500.1667	0	15	0.69322397
731500.1875	0.4	14.4	0.694069212
731500.2083	1.6	14.2	0.704399182
731500.2292	2.6	14.6	0.746476788
731500.25	2.6	14.6	0.789053667
731500.2708	6	14.4	0.797733121
731500.2917	3.6	14.1	0.805877
731500.3125	0.2	14.3	0.814020848
731500.3333	0	14.4	0.804280061
731500.3542	0	14.8	0.797645303
731500.375	0	15	0.786263394
731500.3958	0	16.9	0.780317939
731500.4167	0	16.9	0.776151182
731500.4375	0	17.2	0.771141394
731500.4583	0	16.8	0.767165545
731500.4792	0	17	0.763970182
731500.5	0	18.4	0.761810242
731500.5208	0	18.5	0.758600697
731500.5417	0	17.2	0.755811939
731500.5625	0.8	16.4	0.755705303
731500.5833	0	19.4	0.760319364
731500.6042	0	18.7	0.758382455
731500.625	0	18.6	0.756512545
731500.6458	0	17.6	0.754494667
731500.6667	0	17.5	0.752601485
731500.6875	0	17.2	0.751006697
731500.7083	0	16.6	0.749316909
731500.7292	0	15.6	0.747654909
731500.75	0	14.8	0.745635455
731500.7708	0	14.7	0.743771939
731500.7917	0	14.7	0.741992364
731500.8125	0	14.4	0.740291152
731500.8333	0	14.1	0.738870333
731500.8542	0	14.4	0.73742
731500.875	0	14.1	0.73616503
731500.8958	0	13.9	0.734705788
731500.9167	0	14.1	0.733415697
731500.9375	0	13.7	0.732327303
731500.9583	0	14	0.731188545
731500.9792	0	13.4	0.730465879
731501	0	13	0.729615909
731501.0208	0	12.9	0.728863242
731501.0417	0	12.6	0.72788797
731501.0625	0	12.4	0.726995697
731501.0833	0	12.3	0.726202545
731501.1042	0	12.3	0.725455758
731501.125	0	12.3	0.724534303
731501.1458	0	12.1	0.723871727
731501.1667	0	11.8	0.723351818
731501.1875	0	11.7	0.722526212
731501.2083	0	11.6	0.721936424
731501.2292	0	11.8	0.721446667
731501.25	0	11.6	0.720971606
731501.2708	0	11.6	0.720542
731501.2917	0	11.5	0.719975758
731501.3125	0	11.6	0.719409333
731501.3333	0	13.3	0.719068212
731501.3542	0	13.3	0.719195879
731501.375	0	13.6	0.719048364
731501.3958	0	13.8	0.718938667
731501.4167	0	13.9	0.718712545
731501.4375	0	14.2	0.718872788
731501.4583	0	15.2	0.719390394
731501.4792	0	15.2	0.719880788
731501.5	0.4	14.2	0.720789939
