 Flow under a dam                                                        
 
 Program HYDRUS2
 Date:  18. 2.    Time:  11:49:50
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = m    , T = days , M = mmol 


 Time:     25.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   18  124  -20.0     .0    1   .117E+00  -.112E+00       50.0   .430     20.00  .676E-05
   19  125  -22.1     .0    1   .236E+00  -.109E+00       50.0   .430     20.00  .709E-05
   20  126  -24.3     .0    1   .240E+00  -.105E+00       50.0   .430     20.00  .756E-05
   21  127  -26.7     .0    1   .245E+00  -.101E+00       50.0   .430     20.00  .885E-05
   22  128  -29.2     .0    1   .250E+00  -.972E-01       50.0   .430     20.00  .108E-04
   23  129  -31.8     .0    1   .256E+00  -.945E-01       50.0   .430     20.00  .139E-04
   24  130  -34.6     .0    1   .259E+00  -.909E-01       50.0   .430     20.00  .190E-04
   25  131  -37.5     .0    1   .263E+00  -.880E-01       50.0   .430     20.00  .258E-04
   26  132  -40.6     .0    1   .265E+00  -.847E-01       50.0   .430     20.00  .336E-04
   27  133  -43.7     .0    1   .266E+00  -.815E-01       50.0   .430     20.00  .437E-04
   28  134  -47.1     .0    1   .267E+00  -.785E-01       50.0   .430     20.00  .542E-04
   29  135  -50.6     .0    1   .267E+00  -.753E-01       50.0   .430     20.00  .605E-04
   30  136  -54.2     .0    1   .268E+00  -.729E-01       50.0   .430     20.00  .626E-04
   31  137  -57.9     .0    1   .271E+00  -.708E-01       50.0   .430     20.00  .545E-04
   32  138  -61.8     .0    1   .274E+00  -.692E-01       50.0   .430     20.00  .397E-04
   33  139  -65.8     .0    1   .279E+00  -.682E-01       50.0   .430     20.00  .245E-04


 Time:    800.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1  -70.0     .0    1   .141E+00  -.678E-01       50.0   .430     20.00  .765E-05
    2   52   80.0     .0    2  -.111E+00   .568E-01         .0   .430     20.00  .805E-03
    3   53   76.1     .0    2  -.220E+00   .572E-01         .0   .430     20.00  .301E-02
    4   54   72.3     .0    2  -.217E+00   .585E-01         .0   .430     20.00  .975E-02
    5   55   68.7     .0    2  -.216E+00   .607E-01         .0   .430     20.00  .234E-01
    6   56   65.2     .0    2  -.218E+00   .637E-01         .0   .430     20.00  .450E-01
    7   57   61.8     .0    2  -.223E+00   .678E-01         .0   .430     20.00  .704E-01
    8   58   58.6     .0    2  -.229E+00   .727E-01         .0   .430     20.00  .926E-01
    9   59   55.6     .0    2  -.237E+00   .790E-01         .0   .430     20.00  .107E+00
   10   60   52.6     .0    2  -.249E+00   .870E-01         .0   .430     20.00  .105E+00
   11   61   49.8     .0    2  -.263E+00   .966E-01         .0   .430     20.00  .944E-01
   12   62   47.2     .0    2  -.283E+00   .110E+00         .0   .430     20.00  .774E-01
   13   63   44.7     .0    2  -.309E+00   .126E+00         .0   .430     20.00  .598E-01
   14   64   42.3     .0    2  -.345E+00   .150E+00         .0   .430     20.00  .456E-01
   15   65   40.1     .0    2  -.390E+00   .180E+00         .0   .430     20.00  .368E-01
   16   66   38.0     .0    2  -.430E+00   .212E+00         .0   .430     20.00  .332E-01
   17   67   36.0     .0    2  -.222E+00   .227E+00         .0   .430     20.00  .326E-01
   18  124  -20.0     .0    1   .117E+00  -.112E+00       50.0   .430     20.00  .224E-05
   19  125  -22.1     .0    1   .236E+00  -.109E+00       50.0   .430     20.00  .234E-05
   20  126  -24.3     .0    1   .240E+00  -.105E+00       50.0   .430     20.00  .246E-05
   21  127  -26.7     .0    1   .245E+00  -.101E+00       50.0   .430     20.00  .281E-05
   22  128  -29.2     .0    1   .250E+00  -.972E-01       50.0   .430     20.00  .337E-05
   23  129  -31.8     .0    1   .256E+00  -.945E-01       50.0   .430     20.00  .424E-05
   24  130  -34.6     .0    1   .259E+00  -.909E-01       50.0   .430     20.00  .574E-05
   25  131  -37.5     .0    1   .263E+00  -.880E-01       50.0   .430     20.00  .781E-05
   26  132  -40.6     .0    1   .265E+00  -.847E-01       50.0   .430     20.00  .103E-04
   27  133  -43.7     .0    1   .266E+00  -.815E-01       50.0   .430     20.00  .136E-04
   28  134  -47.1     .0    1   .267E+00  -.785E-01       50.0   .430     20.00  .174E-04
   29  135  -50.6     .0    1   .267E+00  -.753E-01       50.0   .430     20.00  .202E-04
   30  136  -54.2     .0    1   .268E+00  -.729E-01       50.0   .430     20.00  .219E-04
   31  137  -57.9     .0    1   .271E+00  -.708E-01       50.0   .430     20.00  .201E-04
   32  138  -61.8     .0    1   .274E+00  -.692E-01       50.0   .430     20.00  .157E-04
   33  139  -65.8     .0    1   .279E+00  -.682E-01       50.0   .430     20.00  .106E-04


 Time:    900.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1  -70.0     .0    1   .141E+00  -.678E-01       50.0   .430     20.00  .364E-05
    2   52   80.0     .0    2  -.111E+00   .568E-01         .0   .430     20.00  .262E-02
    3   53   76.1     .0    2  -.220E+00   .572E-01         .0   .430     20.00  .693E-02
    4   54   72.3     .0    2  -.217E+00   .585E-01         .0   .430     20.00  .177E-01
    5   55   68.7     .0    2  -.216E+00   .607E-01         .0   .430     20.00  .356E-01
    6   56   65.2     .0    2  -.218E+00   .637E-01         .0   .430     20.00  .581E-01
    7   57   61.8     .0    2  -.223E+00   .678E-01         .0   .430     20.00  .786E-01
    8   58   58.6     .0    2  -.229E+00   .727E-01         .0   .430     20.00  .899E-01
    9   59   55.6     .0    2  -.237E+00   .790E-01         .0   .430     20.00  .912E-01
   10   60   52.6     .0    2  -.249E+00   .870E-01         .0   .430     20.00  .805E-01
   11   61   49.8     .0    2  -.263E+00   .966E-01         .0   .430     20.00  .654E-01
   12   62   47.2     .0    2  -.283E+00   .110E+00         .0   .430     20.00  .493E-01
   13   63   44.7     .0    2  -.309E+00   .126E+00         .0   .430     20.00  .358E-01
   14   64   42.3     .0    2  -.345E+00   .150E+00         .0   .430     20.00  .265E-01
   15   65   40.1     .0    2  -.390E+00   .180E+00         .0   .430     20.00  .217E-01
   16   66   38.0     .0    2  -.430E+00   .212E+00         .0   .430     20.00  .204E-01
   17   67   36.0     .0    2  -.222E+00   .227E+00         .0   .430     20.00  .203E-01
   18  124  -20.0     .0    1   .117E+00  -.112E+00       50.0   .430     20.00  .782E-06
   19  125  -22.1     .0    1   .236E+00  -.109E+00       50.0   .430     20.00  .812E-06
   20  126  -24.3     .0    1   .240E+00  -.105E+00       50.0   .430     20.00  .841E-06
   21  127  -26.7     .0    1   .245E+00  -.101E+00       50.0   .430     20.00  .943E-06
   22  128  -29.2     .0    1   .250E+00  -.972E-01       50.0   .430     20.00  .110E-05
   23  129  -31.8     .0    1   .256E+00  -.945E-01       50.0   .430     20.00  .137E-05
   24  130  -34.6     .0    1   .259E+00  -.909E-01       50.0   .430     20.00  .183E-05
   25  131  -37.5     .0    1   .263E+00  -.880E-01       50.0   .430     20.00  .249E-05
   26  132  -40.6     .0    1   .265E+00  -.847E-01       50.0   .430     20.00  .329E-05
   27  133  -43.7     .0    1   .266E+00  -.815E-01       50.0   .430     20.00  .445E-05
   28  134  -47.1     .0    1   .267E+00  -.785E-01       50.0   .430     20.00  .584E-05
   29  135  -50.6     .0    1   .267E+00  -.753E-01       50.0   .430     20.00  .700E-05
   30  136  -54.2     .0    1   .268E+00  -.729E-01       50.0   .430     20.00  .792E-05
   31  137  -57.9     .0    1   .271E+00  -.708E-01       50.0   .430     20.00  .770E-05
   32  138  -61.8     .0    1   .274E+00  -.692E-01       50.0   .430     20.00  .641E-05
   33  139  -65.8     .0    1   .279E+00  -.682E-01       50.0   .430     20.00  .472E-05


 Time:   1000.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1    1  -70.0     .0    1   .141E+00  -.678E-01       50.0   .430     20.00  .175E-05
    2   52   80.0     .0    2  -.111E+00   .568E-01         .0   .430     20.00  .593E-02
    3   53   76.1     .0    2  -.220E+00   .572E-01         .0   .430     20.00  .122E-01
    4   54   72.3     .0    2  -.217E+00   .585E-01         .0   .430     20.00  .256E-01
    5   55   68.7     .0    2  -.216E+00   .607E-01         .0   .430     20.00  .442E-01
    6   56   65.2     .0    2  -.218E+00   .637E-01         .0   .430     20.00  .626E-01
    7   57   61.8     .0    2  -.223E+00   .678E-01         .0   .430     20.00  .744E-01
    8   58   58.6     .0    2  -.229E+00   .727E-01         .0   .430     20.00  .756E-01
    9   59   55.6     .0    2  -.237E+00   .790E-01         .0   .430     20.00  .686E-01
   10   60   52.6     .0    2  -.249E+00   .870E-01         .0   .430     20.00  .551E-01
   11   61   49.8     .0    2  -.263E+00   .966E-01         .0   .430     20.00  .412E-01
   12   62   47.2     .0    2  -.283E+00   .110E+00         .0   .430     20.00  .289E-01
   13   63   44.7     .0    2  -.309E+00   .126E+00         .0   .430     20.00  .200E-01
   14   64   42.3     .0    2  -.345E+00   .150E+00         .0   .430     20.00  .145E-01
   15   65   40.1     .0    2  -.390E+00   .180E+00         .0   .430     20.00  .122E-01
   16   66   38.0     .0    2  -.430E+00   .212E+00         .0   .430     20.00  .119E-01
   17   67   36.0     .0    2  -.222E+00   .227E+00         .0   .430     20.00  .121E-01
   18  124  -20.0     .0    1   .117E+00  -.112E+00       50.0   .430     20.00  .288E-06
   19  125  -22.1     .0    1   .236E+00  -.109E+00       50.0   .430     20.00  .298E-06
   20  126  -24.3     .0    1   .240E+00  -.105E+00       50.0   .430     20.00  .304E-06
   21  127  -26.7     .0    1   .245E+00  -.101E+00       50.0   .430     20.00  .334E-06
   22  128  -29.2     .0    1   .250E+00  -.972E-01       50.0   .430     20.00  .381E-06
   23  129  -31.8     .0    1   .256E+00  -.945E-01       50.0   .430     20.00  .462E-06
   24  130  -34.6     .0    1   .259E+00  -.909E-01       50.0   .430     20.00  .611E-06
   25  131  -37.5     .0    1   .263E+00  -.880E-01       50.0   .430     20.00  .828E-06
   26  132  -40.6     .0    1   .265E+00  -.847E-01       50.0   .430     20.00  .110E-05
   27  133  -43.7     .0    1   .266E+00  -.815E-01       50.0   .430     20.00  .151E-05
   28  134  -47.1     .0    1   .267E+00  -.785E-01       50.0   .430     20.00  .203E-05
   29  135  -50.6     .0    1   .267E+00  -.753E-01       50.0   .430     20.00  .252E-05
   30  136  -54.2     .0    1   .268E+00  -.729E-01       50.0   .430     20.00  .297E-05
   31  137  -57.9     .0    1   .271E+00  -.708E-01       50.0   .430     20.00  .304E-05
   32  138  -61.8     .0    1   .274E+00  -.692E-01       50.0   .430     20.00  .269E-05
   33  139  -65.8     .0    1   .279E+00  -.682E-01       50.0   .430     20.00  .214E-05
