 Water flow to a stream - 3                                              
 
 Program HYDRUS2
 Date:  17. 2.    Time:  11:45:44
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 
 All cumulative fluxes (CumQ) are positive out of the region

       Time     CumQAP      CumQRP     CumQA      CumQR     CumQ3       CumQ1      CumQS      CumQ5       CumQ6 ....
        [T]       [V]         [V]       [V]        [V]       [V]         [V]        [V]        [V]         [V]

      100.0010   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.702E-01   .158E+00   .000E+00   .000E+00
      100.0020   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.138E+00   .316E+00   .000E+00   .000E+00
      100.0033   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.224E+00   .522E+00   .000E+00   .000E+00
      100.0050   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.329E+00   .789E+00   .000E+00   .000E+00
      100.0072   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.457E+00   .114E+01   .000E+00   .000E+00
      100.0100   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.611E+00   .159E+01   .000E+00   .000E+00
      100.0138   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.789E+00   .217E+01   .000E+00   .000E+00
      100.0186   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.992E+00   .294E+01   .000E+00   .000E+00
      100.0249   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.121E+01   .393E+01   .000E+00   .000E+00
      100.0330   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.144E+01   .522E+01   .000E+00   .000E+00
      100.0436   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.165E+01   .689E+01   .000E+00   .000E+00
      100.0574   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.181E+01   .907E+01   .000E+00   .000E+00
      100.0753   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.188E+01   .119E+02   .000E+00   .000E+00
      100.0986   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.179E+01   .156E+02   .000E+00   .000E+00
      100.1289   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.150E+01   .204E+02   .000E+00   .000E+00
      100.1683   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.944E+00   .266E+02   .000E+00   .000E+00
      100.2195   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.855E-01   .347E+02   .000E+00   .000E+00
      100.2860   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .112E+01   .452E+02   .000E+00   .000E+00
      100.3725   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .271E+01   .589E+02   .000E+00   .000E+00
      100.4849   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .475E+01   .767E+02   .000E+00   .000E+00
      100.6311   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .729E+01   .998E+02   .000E+00   .000E+00
