 Water flow to a stream - 3                                              
 
 Program HYDRUS2
 Date:  17. 2.    Time:  11:45:44
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 
 All fluxes (v) are positive out of the region

       Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vDrain     vBottom...
        [T]      [L/T]       [L/T]     [L/T]       [L/T]       [V/T]      [V/T]     [V/T]       [V/T]      [V/T]

      100.0010   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.702E+02   .158E+03   .000E+00   .000E+00
      100.0020   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.683E+02   .158E+03   .000E+00   .000E+00
      100.0033   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.657E+02   .158E+03   .000E+00   .000E+00
      100.0050   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.624E+02   .158E+03   .000E+00   .000E+00
      100.0072   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.584E+02   .158E+03   .000E+00   .000E+00
      100.0100   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.536E+02   .158E+03   .000E+00   .000E+00
      100.0138   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.481E+02   .158E+03   .000E+00   .000E+00
      100.0186   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.420E+02   .158E+03   .000E+00   .000E+00
      100.0249   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.352E+02   .158E+03   .000E+00   .000E+00
      100.0330   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.277E+02   .158E+03   .000E+00   .000E+00
      100.0436   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.198E+02   .158E+03   .000E+00   .000E+00
      100.0574   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.116E+02   .158E+03   .000E+00   .000E+00
      100.0753   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.373E+01   .158E+03   .000E+00   .000E+00
      100.0986   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .361E+01   .158E+03   .000E+00   .000E+00
      100.1289   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .972E+01   .158E+03   .000E+00   .000E+00
      100.1683   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .140E+02   .158E+03   .000E+00   .000E+00
      100.2195   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .168E+02   .158E+03   .000E+00   .000E+00
      100.2860   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .181E+02   .158E+03   .000E+00   .000E+00
      100.3725   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00   .184E+02   .158E+03   .000E+00   .000E+00
