


                               Node(655)                                           Node(***)                                           Node(***)                                           Node(***)                                           Node(***)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
    141.324    -15.719   .3891   20.000   .151E-09   .000E+00       11.157   .4300   20.000   .861E+00   .000E+00       47.050   .4300   20.000   .245E-26   .000E+00      -34.783   .3346   20.000   .000E+00   .000E+00       -1.358   .4289   20.000   .109E-13   .000E+00
    142.175    -15.777   .3889   20.000   .154E-09   .000E+00       11.084   .4300   20.000   .863E+00   .000E+00       47.044   .4300   20.000   .329E-26   .000E+00      -34.815   .3346   20.000   .000E+00   .000E+00       -1.419   .4288   20.000   .136E-13   .000E+00
    143.025    -15.832   .3887   20.000   .157E-09   .000E+00       11.014   .4300   20.000   .866E+00   .000E+00       47.039   .4300   20.000   .441E-26   .000E+00      -34.846   .3345   20.000   .000E+00   .000E+00       -1.478   .4287   20.000   .171E-13   .000E+00
    143.875    -15.886   .3885   20.000   .161E-09   .000E+00       10.946   .4300   20.000   .868E+00   .000E+00       47.033   .4300   20.000   .590E-26   .000E+00      -34.876   .3344   20.000   .000E+00   .000E+00       -1.534   .4286   20.000   .214E-13   .000E+00
    144.726    -15.937   .3884   20.000   .164E-09   .000E+00       10.881   .4300   20.000   .870E+00   .000E+00       47.028   .4300   20.000   .788E-26   .000E+00      -34.904   .3343   20.000   .000E+00   .000E+00       -1.589   .4285   20.000   .267E-13   .000E+00
    145.576    -15.986   .3882   20.000   .167E-09   .000E+00       10.819   .4300   20.000   .873E+00   .000E+00       47.023   .4300   20.000   .105E-25   .000E+00      -34.931   .3343   20.000   .000E+00   .000E+00       -1.641   .4285   20.000   .333E-13   .000E+00
    146.427    -16.033   .3881   20.000   .171E-09   .000E+00       10.759   .4300   20.000   .875E+00   .000E+00       47.018   .4300   20.000   .140E-25   .000E+00      -34.957   .3342   20.000   .000E+00   .000E+00       -1.691   .4284   20.000   .415E-13   .000E+00
    147.277    -16.078   .3879   20.000   .174E-09   .000E+00       10.702   .4300   20.000   .877E+00   .000E+00       47.013   .4300   20.000   .185E-25   .000E+00      -34.982   .3341   20.000   .000E+00   .000E+00       -1.739   .4283   20.000   .517E-13   .000E+00
    148.127    -16.122   .3878   20.000   .178E-09   .000E+00       10.646   .4300   20.000   .879E+00   .000E+00       47.009   .4300   20.000   .246E-25   .000E+00      -35.006   .3341   20.000   .000E+00   .000E+00       -1.786   .4283   20.000   .642E-13   .000E+00
    148.978    -16.164   .3876   20.000   .182E-09   .000E+00       10.592   .4300   20.000   .881E+00   .000E+00       47.004   .4300   20.000   .326E-25   .000E+00      -35.029   .3340   20.000   .000E+00   .000E+00       -1.831   .4282   20.000   .796E-13   .000E+00
    149.828    -16.205   .3875   20.000   .185E-09   .000E+00       10.542   .4300   20.000   .882E+00   .000E+00       47.000   .4300   20.000   .430E-25   .000E+00      -35.051   .3340   20.000   .000E+00   .000E+00       -1.875   .4281   20.000   .986E-13   .000E+00
    150.678    -16.244   .3874   20.000   .189E-09   .000E+00       10.493   .4300   20.000   .884E+00   .000E+00       46.996   .4300   20.000   .568E-25   .000E+00      -35.072   .3339   20.000   .000E+00   .000E+00       -1.917   .4281   20.000   .122E-12   .000E+00
    151.529    -16.281   .3873   20.000   .193E-09   .000E+00       10.446   .4300   20.000   .886E+00   .000E+00       46.992   .4300   20.000   .748E-25   .000E+00      -35.093   .3339   20.000   .000E+00   .000E+00       -1.958   .4280   20.000   .151E-12   .000E+00
    152.379    -16.317   .3872   20.000   .196E-09   .000E+00       10.401   .4300   20.000   .887E+00   .000E+00       46.989   .4300   20.000   .984E-25   .000E+00      -35.113   .3338   20.000   .000E+00   .000E+00       -1.997   .4279   20.000   .186E-12   .000E+00
    153.230    -16.351   .3870   20.000   .200E-09   .000E+00       10.359   .4300   20.000   .889E+00   .000E+00       46.985   .4300   20.000   .129E-24   .000E+00      -35.132   .3338   20.000   .000E+00   .000E+00       -2.034   .4279   20.000   .229E-12   .000E+00
    154.080    -16.384   .3869   20.000   .204E-09   .000E+00       10.317   .4300   20.000   .890E+00   .000E+00       46.982   .4300   20.000   .170E-24   .000E+00      -35.150   .3337   20.000   .000E+00   .000E+00       -2.070   .4278   20.000   .281E-12   .000E+00
    154.930    -16.416   .3868   20.000   .208E-09   .000E+00       10.278   .4300   20.000   .891E+00   .000E+00       46.979   .4300   20.000   .222E-24   .000E+00      -35.167   .3337   20.000   .000E+00   .000E+00       -2.105   .4278   20.000   .346E-12   .000E+00
    155.781    -16.446   .3867   20.000   .212E-09   .000E+00       10.240   .4300   20.000   .892E+00   .000E+00       46.975   .4300   20.000   .291E-24   .000E+00      -35.184   .3336   20.000   .000E+00   .000E+00       -2.138   .4277   20.000   .424E-12   .000E+00
    156.631    -16.475   .3866   20.000   .216E-09   .000E+00       10.203   .4300   20.000   .894E+00   .000E+00       46.972   .4300   20.000   .380E-24   .000E+00      -35.200   .3336   20.000   .000E+00   .000E+00       -2.170   .4277   20.000   .520E-12   .000E+00
    157.481    -16.502   .3866   20.000   .220E-09   .000E+00       10.168   .4300   20.000   .895E+00   .000E+00       46.969   .4300   20.000   .495E-24   .000E+00      -35.215   .3336   20.000   .000E+00   .000E+00       -2.200   .4276   20.000   .636E-12   .000E+00
    158.332    -16.529   .3865   20.000   .224E-09   .000E+00       10.135   .4300   20.000   .896E+00   .000E+00       46.967   .4300   20.000   .645E-24   .000E+00      -35.230   .3335   20.000   .000E+00   .000E+00       -2.230   .4276   20.000   .777E-12   .000E+00
    159.182    -16.555   .3864   20.000   .228E-09   .000E+00       10.103   .4300   20.000   .897E+00   .000E+00       46.964   .4300   20.000   .840E-24   .000E+00      -35.244   .3335   20.000   .000E+00   .000E+00       -2.258   .4275   20.000   .949E-12   .000E+00
    160.033    -16.579   .3863   20.000   .232E-09   .000E+00       10.073   .4300   20.000   .897E+00   .000E+00       46.961   .4300   20.000   .109E-23   .000E+00      -35.258   .3335   20.000   .000E+00   .000E+00       -2.285   .4275   20.000   .116E-11   .000E+00
