

       Time         hAtm       hRoot     hKode3     hKode1        hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

      100.0010         .0         .0         .0        4.6      -19.8         .0         .0
      100.0020         .0         .0         .0        4.6      -19.8         .0         .0
      100.0033         .0         .0         .0        4.6      -19.8         .0         .0
      100.0050         .0         .0         .0        4.6      -19.8         .0         .0
      100.0072         .0         .0         .0        4.6      -19.8         .0         .0
      100.0100         .0         .0         .0        4.6      -19.8         .0         .0
      100.0138         .0         .0         .0        4.6      -19.8         .0         .0
      100.0186         .0         .0         .0        4.5      -19.8         .0         .0
      100.0249         .0         .0         .0        4.5      -19.8         .0         .0
      100.0330         .0         .0         .0        4.5      -19.8         .0         .0
      100.0436         .0         .0         .0        4.5      -19.8         .0         .0
      100.0574         .0         .0         .0        4.5      -19.8         .0         .0
      100.0753         .0         .0         .0        4.5      -19.8         .0         .0
      100.0986         .0         .0         .0        4.5      -19.8         .0         .0
      100.1289         .0         .0         .0        4.5      -19.8         .0         .0
      100.1683         .0         .0         .0        4.4      -19.8         .0         .0
      100.2195         .0         .0         .0        4.4      -19.8         .0         .0
      100.2860         .0         .0         .0        4.4      -19.8         .0         .0
      100.3725         .0         .0         .0        4.4      -19.8         .0         .0
      100.4849         .0         .0         .0        4.3      -19.8         .0         .0
      100.6311         .0         .0         .0        4.2      -19.8         .0         .0
      100.8211         .0         .0         .0        4.2      -19.8         .0         .0
      101.0684         .0         .0         .0        4.1      -19.8         .0         .0
      101.3896         .0         .0         .0        3.9      -19.8         .0         .0
      101.8074         .0         .0         .0        3.7      -19.8         .0         .0
      102.3499         .0         .0         .0        3.5      -19.8         .0         .0
      103.0576         .0         .0         .0        3.2      -19.9         .0         .0
      103.9079         .0         .0         .0        2.9      -20.0         .0         .0
      104.7583         .0         .0         .0        2.6      -20.2         .0         .0
      105.6087         .0         .0         .0        2.4      -20.3         .0         .0
      106.4590         .0         .0         .0        2.1      -20.5         .0         .0
      107.3094         .0         .0         .0        1.9      -20.7         .0         .0
      108.1598         .0         .0         .0        1.7      -20.9         .0         .0
      109.0102         .0         .0         .0        1.5      -21.1         .0         .0
      109.8605         .0         .0         .0        1.3      -21.3         .0         .0
      110.7109         .0         .0         .0        1.1      -21.5         .0         .0
      111.5613         .0         .0         .0         .9      -21.7         .0         .0
      112.4117         .0         .0         .0         .7      -21.8         .0         .0
      113.2620         .0         .0         .0         .6      -22.0         .0         .0
