

  TLevel   Time         dt      Iter  ItCum
   152  .83234E+00  .13972E-01    4    593
   153  .84631E+00  .13972E-01    4    597
   154  .86028E+00  .13972E-01    4    601
   155  .87426E+00  .13972E-01    4    605
   156  .88823E+00  .13972E-01    4    609
   157  .90220E+00  .13972E-01    4    613
   158  .91617E+00  .13972E-01    4    617
   159  .93014E+00  .13972E-01    4    621
   160  .94411E+00  .13972E-01    4    625
   161  .95809E+00  .13972E-01    3    628
   162  .97206E+00  .13972E-01    4    632
   163  .98603E+00  .13972E-01    4    636
   164  .10000E+01  .13972E-01    4    640
   165  .10154E+01  .15444E-01    4    644
   166  .10309E+01  .15444E-01    4    648
   167  .10463E+01  .15444E-01    4    652
   168  .10618E+01  .15444E-01    4    656
   169  .10772E+01  .15444E-01    4    660
   170  .10927E+01  .15444E-01    4    664
   171  .11081E+01  .15444E-01    4    668
   172  .11236E+01  .15444E-01    4    672
   173  .11390E+01  .15444E-01    4    676
   174  .11544E+01  .15444E-01    4    680
   175  .11699E+01  .15444E-01    4    684
   176  .11853E+01  .15444E-01    4    688
   177  .12008E+01  .15444E-01    3    691
   178  .12178E+01  .17037E-01    3    694
   179  .12365E+01  .18724E-01    3    697
   180  .12571E+01  .20565E-01    4    701
   181  .12777E+01  .20565E-01    4    705
   182  .12982E+01  .20565E-01    4    709
   183  .13188E+01  .20565E-01    3    712
   184  .13414E+01  .22584E-01    4    716
   185  .13640E+01  .22584E-01    4    720
   186  .13865E+01  .22584E-01    4    724
   187  .14091E+01  .22584E-01    4    728
   188  .14317E+01  .22584E-01    4    732
   189  .14543E+01  .22584E-01    4    736
   190  .14769E+01  .22584E-01    4    740
   191  .14995E+01  .22584E-01    4    744
   192  .15221E+01  .22584E-01    3    747
   193  .15469E+01  .24842E-01    4    751
   194  .15717E+01  .24842E-01    4    755
   195  .15966E+01  .24842E-01    3    758
   196  .16240E+01  .27447E-01    4    762
   197  .16515E+01  .27447E-01    4    766
   198  .16789E+01  .27447E-01    4    770
   199  .17064E+01  .27447E-01    4    774
   200  .17338E+01  .27447E-01    4    778
   201  .17613E+01  .27447E-01    4    782
   202  .17887E+01  .27447E-01    4    786
   203  .18162E+01  .27447E-01    4    790
   204  .18436E+01  .27447E-01    4    794
   205  .18710E+01  .27447E-01    3    797
   206  .19011E+01  .30086E-01    4    801
   207  .19312E+01  .30086E-01    4    805
   208  .19613E+01  .30086E-01    4    809
   209  .19914E+01  .30086E-01    4    813
   210  .20215E+01  .30086E-01    4    817
   211  .20516E+01  .30086E-01    4    821
   212  .20817E+01  .30086E-01    4    825
   213  .21117E+01  .30086E-01    4    829
   214  .21418E+01  .30086E-01    3    832
   215  .21751E+01  .33235E-01    4    836
   216  .22083E+01  .33235E-01    3    839
   217  .22445E+01  .36256E-01    3    842
   218  .22845E+01  .39934E-01    3    845
   219  .23283E+01  .43799E-01    4    849
   220  .23721E+01  .43799E-01    4    853
   221  .24159E+01  .43799E-01    4    857
   222  .24597E+01  .43799E-01    4    861
   223  .25035E+01  .43799E-01    4    865
   224  .25473E+01  .43799E-01    4    869
   225  .25911E+01  .43799E-01    4    873
   226  .26349E+01  .43799E-01    4    877
   227  .26787E+01  .43799E-01    4    881
   228  .27225E+01  .43799E-01    4    885
   229  .27663E+01  .43799E-01    4    889
   230  .28101E+01  .43799E-01    3    892
   231  .28587E+01  .48665E-01    4    896
   232  .29074E+01  .48665E-01    4    900
   233  .29561E+01  .48665E-01    4    904
   234  .30047E+01  .48665E-01    4    908
   235  .30534E+01  .48665E-01    4    912
   236  .31021E+01  .48665E-01    4    916
   237  .31507E+01  .48665E-01    4    920
   238  .31994E+01  .48665E-01    4    924
   239  .32481E+01  .48665E-01    4    928
   240  .32967E+01  .48665E-01    4    932
   241  .33454E+01  .48665E-01    4    936
   242  .33940E+01  .48665E-01    4    940
   243  .34427E+01  .48665E-01    4    944
   244  .34914E+01  .48665E-01    4    948
   245  .35400E+01  .48665E-01    3    951
   246  .35941E+01  .54072E-01    4    955
   247  .36482E+01  .54072E-01    4    959
   248  .37023E+01  .54072E-01    4    963
   249  .37563E+01  .54072E-01    4    967
   250  .38104E+01  .54072E-01    4    971
   251  .38645E+01  .54072E-01    3    974
   252  .39242E+01  .59764E-01    4    978
   253  .39840E+01  .59764E-01    4    982
   254  .40438E+01  .59764E-01    4    986
   255  .41035E+01  .59764E-01    3    989
   256  .41676E+01  .64033E-01    4    993
   257  .42316E+01  .64033E-01    3    996
   258  .43015E+01  .69854E-01    3    999
   259  .43791E+01  .77616E-01    4   1003
   260  .44567E+01  .77616E-01    4   1007
   261  .45343E+01  .77616E-01    4   1011
   262  .46119E+01  .77616E-01    4   1015
   263  .46895E+01  .77616E-01    4   1019
   264  .47672E+01  .77616E-01    4   1023
   265  .48448E+01  .77616E-01    4   1027
   266  .49224E+01  .77616E-01    4   1031
   267  .50000E+01  .77616E-01    4   1035
   268  .50781E+01  .78125E-01    4   1039
   269  .51563E+01  .78125E-01    4   1043
   270  .52344E+01  .78125E-01    4   1047
   271  .53125E+01  .78125E-01    4   1051
   272  .53906E+01  .78125E-01    4   1055
   273  .54688E+01  .78125E-01    4   1059
   274  .55469E+01  .78125E-01    3   1062
   275  .56325E+01  .85637E-01    4   1066
   276  .57181E+01  .85637E-01    4   1070
   277  .58038E+01  .85637E-01    4   1074
   278  .58894E+01  .85637E-01    4   1078
   279  .59751E+01  .85637E-01    4   1082
   280  .60607E+01  .85637E-01    3   1085
   281  .61545E+01  .93793E-01    4   1089
   282  .62483E+01  .93793E-01    4   1093
   283  .63421E+01  .93793E-01    3   1096
   284  .64466E+01  .10451E+00    4   1100
   285  .65511E+01  .10451E+00    4   1104
   286  .66556E+01  .10451E+00    3   1107
   287  .67709E+01  .11532E+00    4   1111
   288  .68863E+01  .11532E+00    4   1115
   289  .70016E+01  .11532E+00    4   1119
   290  .71169E+01  .11532E+00    4   1123
   291  .72322E+01  .11532E+00    4   1127
   292  .73476E+01  .11532E+00    3   1130
   293  .74739E+01  .12631E+00    4   1134
   294  .76002E+01  .12631E+00    4   1138
   295  .77265E+01  .12631E+00    4   1142
   296  .78528E+01  .12631E+00    4   1146
   297  .79791E+01  .12631E+00    4   1150
   298  .81054E+01  .12631E+00    4   1154
   299  .82317E+01  .12631E+00    4   1158
   300  .83580E+01  .12631E+00    4   1162
   301  .84843E+01  .12631E+00    4   1166
   302  .86106E+01  .12631E+00    4   1170
   303  .87369E+01  .12631E+00    4   1174
   304  .88632E+01  .12631E+00    3   1177
   305  .90053E+01  .14210E+00    4   1181
   306  .91474E+01  .14210E+00    4   1185
   307  .92895E+01  .14210E+00    4   1189
   308  .94316E+01  .14210E+00    4   1193
   309  .95737E+01  .14210E+00    4   1197
   310  .97158E+01  .14209E+00    4   1201
   311  .98579E+01  .14210E+00    4   1205
   312  .10000E+02  .14210E+00    4   1209
   313  .10139E+02  .13889E+00    3   1212
   314  .10291E+02  .15191E+00    4   1216
   315  .10443E+02  .15191E+00    4   1220
   316  .10595E+02  .15191E+00    3   1223
   317  .10764E+02  .16944E+00    4   1227
   318  .10933E+02  .16944E+00    4   1231
   319  .11103E+02  .16944E+00    4   1235
   320  .11272E+02  .16944E+00    4   1239
   321  .11442E+02  .16944E+00    4   1243
   322  .11611E+02  .16944E+00    4   1247
   323  .11781E+02  .16944E+00    4   1251
   324  .11950E+02  .16944E+00    4   1255
   325  .12120E+02  .16944E+00    3   1258
   326  .12300E+02  .18003E+00    4   1262
   327  .12480E+02  .18003E+00    4   1266
   328  .12660E+02  .18003E+00    4   1270
   329  .12840E+02  .18003E+00    3   1273
   330  .13036E+02  .19639E+00    4   1277
   331  .13232E+02  .19639E+00    4   1281
   332  .13429E+02  .19639E+00    4   1285
   333  .13625E+02  .19639E+00    4   1289
   334  .13822E+02  .19639E+00    4   1293
   335  .14018E+02  .19639E+00    4   1297
   336  .14214E+02  .19639E+00    4   1301
   337  .14411E+02  .19639E+00    4   1305
   338  .14607E+02  .19639E+00    4   1309
   339  .14804E+02  .19639E+00    4   1313
   340  .15000E+02  .19639E+00    4   1317
   341  .15200E+02  .20000E+00    4   1321
   342  .15400E+02  .20000E+00    4   1325
   343  .15600E+02  .20000E+00    4   1329
   344  .15800E+02  .20000E+00    4   1333
   345  .16000E+02  .20000E+00    3   1336
   346  .16222E+02  .22222E+00    4   1340
   347  .16444E+02  .22222E+00    4   1344
   348  .16667E+02  .22222E+00    4   1348
   349  .16889E+02  .22222E+00    4   1352
   350  .17111E+02  .22222E+00    4   1356
   351  .17333E+02  .22222E+00    4   1360
   352  .17556E+02  .22222E+00    4   1364
   353  .17778E+02  .22222E+00    4   1368
   354  .18000E+02  .22222E+00    4   1372
   355  .18222E+02  .22222E+00    4   1376
   356  .18444E+02  .22222E+00    4   1380
   357  .18667E+02  .22222E+00    4   1384
   358  .18889E+02  .22222E+00    4   1388
   359  .19111E+02  .22222E+00    4   1392
   360  .19333E+02  .22222E+00    4   1396
   361  .19556E+02  .22222E+00    4   1400
   362  .19778E+02  .22222E+00    3   1403
   363  .20000E+02  .22222E+00    3   1406
   364  .20250E+02  .25000E+00    4   1410
   365  .20500E+02  .25000E+00    4   1414
   366  .20750E+02  .25000E+00    4   1418
   367  .21000E+02  .25000E+00    4   1422
   368  .21250E+02  .25000E+00    4   1426
   369  .21500E+02  .25000E+00    4   1430
   370  .21750E+02  .25000E+00    4   1434
   371  .22000E+02  .25000E+00    4   1438
   372  .22250E+02  .25000E+00    4   1442
   373  .22500E+02  .25000E+00    4   1446
   374  .22750E+02  .25000E+00    4   1450
   375  .23000E+02  .25000E+00    4   1454
   376  .23250E+02  .25000E+00    4   1458
