


                       Node( 23)                     Node( 28)                     Node(193)                     Node(988)                     Node(669)

     time        hNew    theta    Temp         hNew    theta    Temp         hNew    theta    Temp         hNew    theta    Temp         hNew    theta    Temp    
       .033    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .034    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .036    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .038    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .040    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .041    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .043    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .045    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .047    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .048    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .050    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .052    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .053    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .055    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .057    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .059    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .060    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .062    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .064    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .066    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .067    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .070    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .072    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .074    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .077    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .080    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .083    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .086    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .088    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .091    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .094    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .097    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .099    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .102    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .106    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .109    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .112    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .115    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .118    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .121    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .124    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .127    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .131    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .134    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .137    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .141    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .144    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .147    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .151    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .154    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .158    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .161    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .164    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .168    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .171    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .174    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .178    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .182    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .187    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .191    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .196    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .200    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .204    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .209    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .215    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .221    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .227    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .235    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .242    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .250    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .258    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .266    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .274    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .282    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .290    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .298    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .306    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .313    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .321    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .329    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .337    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .345    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .353    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .361    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .369    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .377    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .384    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .392    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .400    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .408    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .417    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .426    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .437    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .448    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .458    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .469    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .480    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .490    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .502    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .513    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .525    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .536    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .548    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
       .560    -50.230   .0104   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000      -47.610   .0111   20.000
