

       Time         hAtm       hRoot     hKode3     hKode1        hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

       25.0000         .0         .0         .0      -47.1         .0         .0      -31.7
       50.0000         .0         .0         .0      -32.0         .0         .0      -21.7
       75.0000         .0         .0         .0      -27.2         .0         .0      -11.6
      100.0000         .0         .0         .0      -24.8         .0         .0       -8.3
      231.4810         .0         .0         .0      -21.9         .0         .0       -4.2
      347.2220         .0         .0         .0      -21.8         .0         .0       -5.1
      462.9630         .0         .0         .0      -21.7         .0         .0       -5.7
     1157.4100         .0         .0         .0      -21.7         .0         .0       -6.7
     2314.8100         .0         .0         .0      -21.7         .0         .0       -6.8
     5000.0000         .0         .0         .0      -21.7         .0         .0       -5.8
end
