 Welcome to HYDRUS-2D                                                    
 
 Program HYDRUS2
 Date:   5. 3.    Time:  15:52:28
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 

 Max. number of iterations             20
 Absolute water content tolerance [-]  .00010
 Absolute pressure head tolerance [L]10.00000



MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1     .070   .300    .750E-01    .170E+01    .864E+00   .500
    2     .040   .380    .155E+00    .243E+01    .864E+03   .500
    3     .005   .420    .493E+01    .219E+01    .432E+05   .500
    4     .160   .440    .200E-02    .126E+01    .864E-02   .500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S
 
   .0057   -.439E+02   .1643E+01   .1868E-04   .3059E-07  -.7514E+01     .0017
   .0056   -.476E+02   .1677E+01   .1571E-04   .2065E-07  -.7685E+01     .0015
   .0056   -.515E+02   .1711E+01   .1321E-04   .1394E-07  -.7856E+01     .0014
   .0055   -.557E+02   .1746E+01   .1111E-04   .9405E-08  -.8027E+01     .0013
   .0055   -.603E+02   .1780E+01   .9346E-05   .6348E-08  -.8197E+01     .0011
   .0054   -.652E+02   .1814E+01   .7860E-05   .4284E-08  -.8368E+01     .0010
   .0054   -.706E+02   .1849E+01   .6611E-05   .2891E-08  -.8539E+01     .0009
   .0054   -.764E+02   .1883E+01   .5561E-05   .1951E-08  -.8710E+01     .0009
   .0053   -.827E+02   .1917E+01   .4677E-05   .1317E-08  -.8880E+01     .0008
   .0053   -.895E+02   .1952E+01   .3934E-05   .8889E-09  -.9051E+01     .0007
   .0053   -.968E+02   .1986E+01   .3308E-05   .5999E-09  -.9222E+01     .0006
   .0052   -.105E+03   .2020E+01   .2783E-05   .4049E-09  -.9393E+01     .0006
   .0052   -.113E+03   .2055E+01   .2340E-05   .2733E-09  -.9563E+01     .0005
   .0052   -.123E+03   .2089E+01   .1968E-05   .1844E-09  -.9734E+01     .0005
   .0052   -.133E+03   .2123E+01   .1656E-05   .1245E-09  -.9905E+01     .0004
   .0052   -.144E+03   .2158E+01   .1392E-05   .8401E-10  -.1008E+02     .0004
   .0052   -.156E+03   .2192E+01   .1171E-05   .5670E-10  -.1025E+02     .0004
   .0051   -.168E+03   .2226E+01   .9850E-06   .3826E-10  -.1042E+02     .0003
   .0051   -.182E+03   .2261E+01   .8285E-06   .2583E-10  -.1059E+02     .0003
   .0051   -.197E+03   .2295E+01   .6968E-06   .1743E-10  -.1076E+02     .0003
   .0051   -.213E+03   .2329E+01   .5861E-06   .1176E-10  -.1093E+02     .0003
   .0051   -.231E+03   .2364E+01   .4929E-06   .7939E-11  -.1110E+02     .0002
   .0051   -.250E+03   .2398E+01   .4146E-06   .5358E-11  -.1127E+02     .0002
end
 
   .4400   -.100E+00  -.1000E+01   .1590E-04   .6871E-02  -.2163E+01    1.0000
   .4400   -.108E+00  -.9657E+00   .1623E-04   .6836E-02  -.2165E+01    1.0000
   .4400   -.117E+00  -.9314E+00   .1657E-04   .6801E-02  -.2167E+01    1.0000
   .4400   -.127E+00  -.8970E+00   .1691E-04   .6764E-02  -.2170E+01    1.0000
   .4400   -.137E+00  -.8627E+00   .1726E-04   .6728E-02  -.2172E+01    1.0000
   .4400   -.148E+00  -.8284E+00   .1762E-04   .6690E-02  -.2175E+01    1.0000
   .4400   -.161E+00  -.7941E+00   .1799E-04   .6652E-02  -.2177E+01    1.0000
   .4400   -.174E+00  -.7597E+00   .1836E-04   .6613E-02  -.2180E+01    1.0000
   .4400   -.188E+00  -.7254E+00   .1874E-04   .6573E-02  -.2182E+01    1.0000
   .4400   -.204E+00  -.6911E+00   .1913E-04   .6533E-02  -.2185E+01    1.0000
   .4400   -.220E+00  -.6568E+00   .1953E-04   .6492E-02  -.2188E+01    1.0000
   .4400   -.239E+00  -.6225E+00   .1993E-04   .6450E-02  -.2190E+01    1.0000
   .4400   -.258E+00  -.5881E+00   .2035E-04   .6408E-02  -.2193E+01    1.0000
   .4400   -.279E+00  -.5538E+00   .2077E-04   .6365E-02  -.2196E+01    1.0000
   .4400   -.302E+00  -.5195E+00   .2120E-04   .6321E-02  -.2199E+01    1.0000
   .4400   -.327E+00  -.4852E+00   .2164E-04   .6276E-02  -.2202E+01    1.0000
   .4400   -.354E+00  -.4508E+00   .2209E-04   .6231E-02  -.2205E+01    1.0000
   .4400   -.383E+00  -.4165E+00   .2255E-04   .6185E-02  -.2209E+01    1.0000
   .4400   -.415E+00  -.3822E+00   .2301E-04   .6138E-02  -.2212E+01    1.0000
   .4400   -.449E+00  -.3479E+00   .2349E-04   .6090E-02  -.2215E+01    1.0000
   .4400   -.486E+00  -.3135E+00   .2398E-04   .6041E-02  -.2219E+01    1.0000
   .4400   -.526E+00  -.2792E+00   .2448E-04   .5992E-02  -.2222E+01    1.0000
   .4400   -.569E+00  -.2449E+00   .2498E-04   .5942E-02  -.2226E+01    1.0000
   .4400   -.616E+00  -.2106E+00   .2550E-04   .5891E-02  -.2230E+01    1.0000
   .4400   -.666E+00  -.1763E+00   .2603E-04   .5839E-02  -.2234E+01    1.0000
   .4400   -.721E+00  -.1419E+00   .2657E-04   .5786E-02  -.2238E+01     .9999
   .4400   -.781E+00  -.1076E+00   .2712E-04   .5733E-02  -.2242E+01     .9999
   .4400   -.845E+00  -.7329E-01   .2768E-04   .5679E-02  -.2246E+01     .9999
   .4400   -.914E+00  -.3897E-01   .2826E-04   .5623E-02  -.2250E+01     .9999
   .4400   -.989E+00  -.4644E-02   .2884E-04   .5567E-02  -.2254E+01     .9999
   .4400   -.107E+01   .2968E-01   .2944E-04   .5510E-02  -.2259E+01     .9999
   .4400   -.116E+01   .6400E-01   .3005E-04   .5452E-02  -.2263E+01     .9999
   .4400   -.125E+01   .9832E-01   .3067E-04   .5394E-02  -.2268E+01     .9999
   .4400   -.136E+01   .1326E+00   .3130E-04   .5334E-02  -.2273E+01     .9999
   .4400   -.147E+01   .1670E+00   .3195E-04   .5273E-02  -.2278E+01     .9999
   .4400   -.159E+01   .2013E+00   .3261E-04   .5212E-02  -.2283E+01     .9999
   .4400   -.172E+01   .2356E+00   .3329E-04   .5150E-02  -.2288E+01     .9998
   .4399   -.186E+01   .2699E+00   .3397E-04   .5086E-02  -.2294E+01     .9998
   .4399   -.201E+01   .3043E+00   .3468E-04   .5022E-02  -.2299E+01     .9998
   .4399   -.218E+01   .3386E+00   .3539E-04   .4957E-02  -.2305E+01     .9998
   .4399   -.236E+01   .3729E+00   .3612E-04   .4891E-02  -.2311E+01     .9998
   .4399   -.255E+01   .4072E+00   .3687E-04   .4824E-02  -.2317E+01     .9997
   .4399   -.276E+01   .4416E+00   .3763E-04   .4757E-02  -.2323E+01     .9997
   .4399   -.299E+01   .4759E+00   .3840E-04   .4688E-02  -.2329E+01     .9997
   .4399   -.324E+01   .5102E+00   .3919E-04   .4618E-02  -.2336E+01     .9996
   .4399   -.350E+01   .5445E+00   .3999E-04   .4548E-02  -.2342E+01     .9996
   .4399   -.379E+01   .5788E+00   .4081E-04   .4477E-02  -.2349E+01     .9996
   .4399   -.410E+01   .6132E+00   .4165E-04   .4404E-02  -.2356E+01     .9995
   .4398   -.444E+01   .6475E+00   .4250E-04   .4331E-02  -.2363E+01     .9995
   .4398   -.481E+01   .6818E+00   .4337E-04   .4257E-02  -.2371E+01     .9994
   .4398   -.520E+01   .7161E+00   .4426E-04   .4182E-02  -.2379E+01     .9993
   .4398   -.563E+01   .7505E+00   .4516E-04   .4107E-02  -.2387E+01     .9993
   .4398   -.609E+01   .7848E+00   .4607E-04   .4030E-02  -.2395E+01     .9992
   .4398   -.659E+01   .8191E+00   .4701E-04   .3953E-02  -.2403E+01     .9991
   .4397   -.714E+01   .8534E+00   .4796E-04   .3874E-02  -.2412E+01     .9990
   .4397   -.772E+01   .8877E+00   .4892E-04   .3796E-02  -.2421E+01     .9989
   .4397   -.836E+01   .9221E+00   .4991E-04   .3716E-02  -.2430E+01     .9988
   .4396   -.904E+01   .9564E+00   .5091E-04   .3635E-02  -.2439E+01     .9987
   .4396   -.979E+01   .9907E+00   .5192E-04   .3554E-02  -.2449E+01     .9986
   .4396   -.106E+02   .1025E+01   .5295E-04   .3472E-02  -.2459E+01     .9984
   .4395   -.115E+02   .1059E+01   .5400E-04   .3390E-02  -.2470E+01     .9982
   .4395   -.124E+02   .1094E+01   .5506E-04   .3307E-02  -.2481E+01     .9981
   .4394   -.134E+02   .1128E+01   .5614E-04   .3223E-02  -.2492E+01     .9978
   .4393   -.145E+02   .1162E+01   .5723E-04   .3139E-02  -.2503E+01     .9976
   .4393   -.157E+02   .1197E+01   .5833E-04   .3054E-02  -.2515E+01     .9974
   .4392   -.170E+02   .1231E+01   .5945E-04   .2969E-02  -.2527E+01     .9971
   .4391   -.184E+02   .1265E+01   .6057E-04   .2883E-02  -.2540E+01     .9968
   .4390   -.199E+02   .1300E+01   .6171E-04   .2797E-02  -.2553E+01     .9965
   .4389   -.216E+02   .1334E+01   .6286E-04   .2711E-02  -.2567E+01     .9961
   .4388   -.233E+02   .1368E+01   .6401E-04   .2624E-02  -.2581E+01     .9957
   .4387   -.253E+02   .1403E+01   .6517E-04   .2538E-02  -.2596E+01     .9953
   .4385   -.273E+02   .1437E+01   .6633E-04   .2451E-02  -.2611E+01     .9948
   .4384   -.296E+02   .1471E+01   .6750E-04   .2364E-02  -.2626E+01     .9942
   .4382   -.320E+02   .1506E+01   .6866E-04   .2277E-02  -.2643E+01     .9936
   .4380   -.347E+02   .1540E+01   .6982E-04   .2191E-02  -.2659E+01     .9930
   .4378   -.375E+02   .1574E+01   .7097E-04   .2105E-02  -.2677E+01     .9923
   .4376   -.406E+02   .1609E+01   .7210E-04   .2019E-02  -.2695E+01     .9915
   .4374   -.439E+02   .1643E+01   .7322E-04   .1933E-02  -.2714E+01     .9906
   .4371   -.476E+02   .1677E+01   .7433E-04   .1848E-02  -.2733E+01     .9897
   .4368   -.515E+02   .1711E+01   .7540E-04   .1764E-02  -.2754E+01     .9886
   .4365   -.557E+02   .1746E+01   .7645E-04   .1680E-02  -.2775E+01     .9875
   .4361   -.603E+02   .1780E+01   .7745E-04   .1598E-02  -.2796E+01     .9862
   .4358   -.652E+02   .1814E+01   .7842E-04   .1516E-02  -.2819E+01     .9848
   .4353   -.706E+02   .1849E+01   .7933E-04   .1436E-02  -.2843E+01     .9833
   .4349   -.764E+02   .1883E+01   .8018E-04   .1357E-02  -.2868E+01     .9817
   .4344   -.827E+02   .1917E+01   .8097E-04   .1279E-02  -.2893E+01     .9799
   .4338   -.895E+02   .1952E+01   .8168E-04   .1203E-02  -.2920E+01     .9779
   .4332   -.968E+02   .1986E+01   .8231E-04   .1129E-02  -.2947E+01     .9757
   .4325   -.105E+03   .2020E+01   .8284E-04   .1056E-02  -.2976E+01     .9734
   .4318   -.113E+03   .2055E+01   .8327E-04   .9855E-03  -.3006E+01     .9708
   .4311   -.123E+03   .2089E+01   .8359E-04   .9171E-03  -.3038E+01     .9681
   .4302   -.133E+03   .2123E+01   .8378E-04   .8509E-03  -.3070E+01     .9650
   .4293   -.144E+03   .2158E+01   .8384E-04   .7871E-03  -.3104E+01     .9618
   .4283   -.156E+03   .2192E+01   .8375E-04   .7258E-03  -.3139E+01     .9582
   .4272   -.168E+03   .2226E+01   .8352E-04   .6671E-03  -.3176E+01     .9544
   .4261   -.182E+03   .2261E+01   .8312E-04   .6110E-03  -.3214E+01     .9503
   .4248   -.197E+03   .2295E+01   .8256E-04   .5578E-03  -.3254E+01     .9458
   .4235   -.213E+03   .2329E+01   .8182E-04   .5073E-03  -.3295E+01     .9411
   .4221   -.231E+03   .2364E+01   .8091E-04   .4598E-03  -.3337E+01     .9360
   .4205   -.250E+03   .2398E+01   .7982E-04   .4151E-03  -.3382E+01     .9305
end
