


                               Node(655)                                           Node(***)                                           Node(***)                                           Node(***)                                           Node(***)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
       .028    -35.711   .3323   20.000   .000E+00   .000E+00      -14.539   .3929   20.000   .000E+00   .000E+00       45.005   .4300   20.000   .000E+00   .000E+00      -46.842   .3084   20.000   .000E+00   .000E+00      -22.258   .3686   20.000   .000E+00   .000E+00
       .033    -35.710   .3323   20.000   .000E+00   .000E+00      -14.538   .3929   20.000   .000E+00   .000E+00       45.005   .4300   20.000   .000E+00   .000E+00      -46.841   .3084   20.000   .000E+00   .000E+00      -22.257   .3686   20.000   .000E+00   .000E+00
       .038    -35.709   .3323   20.000   .000E+00   .000E+00      -14.536   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.841   .3084   20.000   .000E+00   .000E+00      -22.255   .3686   20.000   .000E+00   .000E+00
       .042    -35.708   .3324   20.000   .000E+00   .000E+00      -14.534   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.840   .3084   20.000   .000E+00   .000E+00      -22.254   .3686   20.000   .000E+00   .000E+00
       .047    -35.706   .3324   20.000   .000E+00   .000E+00      -14.533   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.839   .3084   20.000   .000E+00   .000E+00      -22.253   .3686   20.000   .000E+00   .000E+00
       .052    -35.705   .3324   20.000   .000E+00   .000E+00      -14.531   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.839   .3084   20.000   .000E+00   .000E+00      -22.251   .3686   20.000   .000E+00   .000E+00
       .057    -35.704   .3324   20.000   .000E+00   .000E+00      -14.529   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.838   .3084   20.000   .000E+00   .000E+00      -22.250   .3686   20.000   .000E+00   .000E+00
       .062    -35.703   .3324   20.000   .000E+00   .000E+00      -14.528   .3929   20.000   .000E+00   .000E+00       45.006   .4300   20.000   .000E+00   .000E+00      -46.837   .3085   20.000   .000E+00   .000E+00      -22.248   .3686   20.000   .000E+00   .000E+00
       .067    -35.702   .3324   20.000   .000E+00   .000E+00      -14.526   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.837   .3085   20.000   .000E+00   .000E+00      -22.247   .3686   20.000   .000E+00   .000E+00
       .071    -35.700   .3324   20.000   .000E+00   .000E+00      -14.524   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.836   .3085   20.000   .000E+00   .000E+00      -22.245   .3686   20.000   .000E+00   .000E+00
       .076    -35.699   .3324   20.000   .000E+00   .000E+00      -14.523   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.836   .3085   20.000   .000E+00   .000E+00      -22.244   .3686   20.000   .000E+00   .000E+00
       .081    -35.698   .3324   20.000   .000E+00   .000E+00      -14.521   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.835   .3085   20.000   .000E+00   .000E+00      -22.242   .3686   20.000   .000E+00   .000E+00
       .086    -35.697   .3324   20.000   .000E+00   .000E+00      -14.519   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.834   .3085   20.000   .000E+00   .000E+00      -22.241   .3686   20.000   .000E+00   .000E+00
       .091    -35.696   .3324   20.000   .000E+00   .000E+00      -14.517   .3929   20.000   .000E+00   .000E+00       45.007   .4300   20.000   .000E+00   .000E+00      -46.834   .3085   20.000   .000E+00   .000E+00      -22.239   .3686   20.000   .000E+00   .000E+00
       .096    -35.694   .3324   20.000   .000E+00   .000E+00      -14.516   .3929   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.833   .3085   20.000   .000E+00   .000E+00      -22.238   .3686   20.000   .000E+00   .000E+00
       .100    -35.693   .3324   20.000   .000E+00   .000E+00      -14.514   .3929   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.832   .3085   20.000   .000E+00   .000E+00      -22.236   .3686   20.000   .000E+00   .000E+00
       .105    -35.692   .3324   20.000   .000E+00   .000E+00      -14.512   .3929   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.832   .3085   20.000   .000E+00   .000E+00      -22.235   .3686   20.000   .000E+00   .000E+00
       .110    -35.691   .3324   20.000   .000E+00   .000E+00      -14.509   .3930   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.831   .3085   20.000   .000E+00   .000E+00      -22.233   .3686   20.000   .000E+00   .000E+00
       .115    -35.690   .3324   20.000   .000E+00   .000E+00      -14.507   .3930   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.830   .3085   20.000   .000E+00   .000E+00      -22.232   .3687   20.000   .000E+00   .000E+00
       .120    -35.688   .3324   20.000   .000E+00   .000E+00      -14.504   .3930   20.000   .000E+00   .000E+00       45.008   .4300   20.000   .000E+00   .000E+00      -46.830   .3085   20.000   .000E+00   .000E+00      -22.231   .3687   20.000   .000E+00   .000E+00
       .125    -35.687   .3324   20.000   .000E+00   .000E+00      -14.500   .3930   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.829   .3085   20.000   .000E+00   .000E+00      -22.229   .3687   20.000   .000E+00   .000E+00
       .129    -35.686   .3324   20.000   .000E+00   .000E+00      -14.495   .3930   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.828   .3085   20.000   .000E+00   .000E+00      -22.228   .3687   20.000   .000E+00   .000E+00
       .134    -35.685   .3324   20.000   .000E+00   .000E+00      -14.488   .3930   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.828   .3085   20.000   .000E+00   .000E+00      -22.226   .3687   20.000   .000E+00   .000E+00
       .139    -35.684   .3324   20.000   .000E+00   .000E+00      -14.480   .3930   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.827   .3085   20.000   .000E+00   .000E+00      -22.225   .3687   20.000   .000E+00   .000E+00
       .144    -35.682   .3324   20.000   .000E+00   .000E+00      -14.470   .3931   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.826   .3085   20.000   .000E+00   .000E+00      -22.223   .3687   20.000   .000E+00   .000E+00
       .149    -35.681   .3324   20.000   .000E+00   .000E+00      -14.459   .3931   20.000   .000E+00   .000E+00       45.009   .4300   20.000   .000E+00   .000E+00      -46.826   .3085   20.000   .000E+00   .000E+00      -22.222   .3687   20.000   .000E+00   .000E+00
       .155    -35.679   .3324   20.000   .000E+00   .000E+00      -14.442   .3932   20.000   .000E+00   .000E+00       45.010   .4300   20.000   .000E+00   .000E+00      -46.825   .3085   20.000   .000E+00   .000E+00      -22.220   .3687   20.000   .000E+00   .000E+00
       .161    -35.678   .3324   20.000   .000E+00   .000E+00      -14.424   .3932   20.000   .000E+00   .000E+00       45.010   .4300   20.000   .000E+00   .000E+00      -46.824   .3085   20.000   .000E+00   .000E+00      -22.218   .3687   20.000   .000E+00   .000E+00
       .168    -35.676   .3324   20.000   .000E+00   .000E+00      -14.404   .3933   20.000   .000E+00   .000E+00       45.010   .4300   20.000   .000E+00   .000E+00      -46.823   .3085   20.000   .000E+00   .000E+00      -22.216   .3687   20.000   .000E+00   .000E+00
       .176    -35.673   .3324   20.000   .000E+00   .000E+00      -14.375   .3934   20.000   .000E+00   .000E+00       45.010   .4300   20.000   .000E+00   .000E+00      -46.822   .3085   20.000   .000E+00   .000E+00      -22.214   .3687   20.000   .000E+00   .000E+00
       .184    -35.670   .3324   20.000   .000E+00   .000E+00      -14.344   .3935   20.000   .000E+00   .000E+00       45.011   .4300   20.000   .000E+00   .000E+00      -46.821   .3085   20.000   .000E+00   .000E+00      -22.211   .3687   20.000   .000E+00   .000E+00
       .192    -35.667   .3325   20.000   .000E+00   .000E+00      -14.311   .3936   20.000   .000E+00   .000E+00       45.011   .4300   20.000   .000E+00   .000E+00      -46.820   .3085   20.000   .000E+00   .000E+00      -22.209   .3687   20.000   .000E+00   .000E+00
       .203    -35.662   .3325   20.000   .000E+00   .000E+00      -14.266   .3937   20.000   .000E+00   .000E+00       45.011   .4300   20.000   .000E+00   .000E+00      -46.819   .3085   20.000   .000E+00   .000E+00      -22.205   .3687   20.000   .000E+00   .000E+00
       .213    -35.656   .3325   20.000   .000E+00   .000E+00      -14.218   .3939   20.000   .000E+00   .000E+00       45.012   .4300   20.000   .000E+00   .000E+00      -46.817   .3085   20.000   .000E+00   .000E+00      -22.202   .3687   20.000   .000E+00   .000E+00
       .224    -35.650   .3325   20.000   .000E+00   .000E+00      -14.168   .3941   20.000   .000E+00   .000E+00       45.012   .4300   20.000   .000E+00   .000E+00      -46.816   .3085   20.000   .000E+00   .000E+00      -22.199   .3688   20.000   .000E+00   .000E+00
       .238    -35.640   .3325   20.000   .000E+00   .000E+00      -14.100   .3943   20.000   .000E+00   .000E+00       45.012   .4300   20.000   .000E+00   .000E+00      -46.814   .3085   20.000   .000E+00   .000E+00      -22.195   .3688   20.000   .000E+00   .000E+00
       .252    -35.628   .3325   20.000   .000E+00   .000E+00      -14.030   .3945   20.000   .000E+00   .000E+00       45.013   .4300   20.000   .000E+00   .000E+00      -46.812   .3085   20.000   .000E+00   .000E+00      -22.190   .3688   20.000   .000E+00   .000E+00
       .269    -35.610   .3326   20.000   .000E+00   .000E+00      -13.936   .3948   20.000   .000E+00   .000E+00       45.013   .4300   20.000   .000E+00   .000E+00      -46.810   .3085   20.000   .000E+00   .000E+00      -22.185   .3688   20.000   .000E+00   .000E+00
       .293    -35.580   .3327   20.000   .000E+00   .000E+00      -13.807   .3952   20.000   .000E+00   .000E+00       45.014   .4300   20.000   .000E+00   .000E+00      -46.806   .3085   20.000   .000E+00   .000E+00      -22.177   .3688   20.000   .000E+00   .000E+00
       .317    -35.543   .3328   20.000   .000E+00   .000E+00      -13.674   .3957   20.000   .000E+00   .000E+00       45.015   .4300   20.000   .000E+00   .000E+00      -46.803   .3085   20.000   .000E+00   .000E+00      -22.170   .3688   20.000   .000E+00   .000E+00
       .340    -35.498   .3329   20.000   .000E+00   .000E+00      -13.536   .3961   20.000   .000E+00   .000E+00       45.016   .4300   20.000   .000E+00   .000E+00      -46.800   .3085   20.000   .000E+00   .000E+00      -22.162   .3689   20.000   .000E+00   .000E+00
       .364    -35.447   .3330   20.000   .000E+00   .000E+00      -13.394   .3966   20.000   .000E+00   .000E+00       45.017   .4300   20.000   .000E+00   .000E+00      -46.796   .3085   20.000   .000E+00   .000E+00      -22.155   .3689   20.000   .000E+00   .000E+00
       .387    -35.387   .3331   20.000   .000E+00   .000E+00      -13.250   .3970   20.000   .000E+00   .000E+00       45.017   .4300   20.000   .000E+00   .000E+00      -46.792   .3085   20.000   .000E+00   .000E+00      -22.147   .3689   20.000   .000E+00   .000E+00
       .411    -35.319   .3333   20.000   .000E+00   .000E+00      -13.103   .3975   20.000   .000E+00   .000E+00       45.018   .4300   20.000   .000E+00   .000E+00      -46.789   .3086   20.000   .000E+00   .000E+00      -22.139   .3689   20.000   .000E+00   .000E+00
       .434    -35.242   .3335   20.000   .000E+00   .000E+00      -12.955   .3980   20.000   .000E+00   .000E+00       45.019   .4300   20.000   .000E+00   .000E+00      -46.785   .3086   20.000   .000E+00   .000E+00      -22.132   .3690   20.000   .000E+00   .000E+00
       .464    -35.132   .3338   20.000   .000E+00   .000E+00      -12.765   .3986   20.000   .000E+00   .000E+00       45.020   .4300   20.000   .000E+00   .000E+00      -46.780   .3086   20.000   .000E+00   .000E+00      -22.122   .3690   20.000   .000E+00   .000E+00
       .502    -34.969   .3342   20.000   .000E+00   .000E+00      -12.518   .3994   20.000   .000E+00   .000E+00       45.021   .4300   20.000   .000E+00   .000E+00      -46.773   .3086   20.000   .000E+00   .000E+00      -22.109   .3690   20.000   .000E+00   .000E+00
       .541    -34.786   .3346   20.000   .000E+00   .000E+00      -12.269   .4002   20.000   .000E+00   .000E+00       45.022   .4300   20.000   .000E+00   .000E+00      -46.765   .3086   20.000   .000E+00   .000E+00      -22.096   .3691   20.000   .000E+00   .000E+00
       .592    -34.511   .3353   20.000   .000E+00   .000E+00      -11.934   .4013   20.000   .000E+00   .000E+00       45.024   .4300   20.000   .000E+00   .000E+00      -46.754   .3086   20.000   .000E+00   .000E+00      -22.078   .3691   20.000   .000E+00   .000E+00
       .643    -34.207   .3361   20.000   .000E+00   .000E+00      -11.597   .4023   20.000   .000E+00   .000E+00       45.026   .4300   20.000   .000E+00   .000E+00      -46.742   .3087   20.000   .000E+00   .000E+00      -22.060   .3692   20.000   .000E+00   .000E+00
       .694    -33.879   .3369   20.000   .000E+00   .000E+00      -11.261   .4034   20.000   .000E+00   .000E+00       45.027   .4300   20.000   .000E+00   .000E+00      -46.728   .3087   20.000   .000E+00   .000E+00      -22.042   .3692   20.000   .000E+00   .000E+00
       .755    -33.457   .3379   20.000   .000E+00   .000E+00      -10.859   .4047   20.000   .000E+00   .000E+00       45.029   .4300   20.000   .000E+00   .000E+00      -46.711   .3087   20.000   .000E+00   .000E+00      -22.019   .3693   20.000   .000E+00   .000E+00
       .837    -32.858   .3394   20.000   .000E+00   .000E+00      -10.329   .4063   20.000   .000E+00   .000E+00       45.032   .4300   20.000   .000E+00   .000E+00      -46.684   .3088   20.000   .000E+00   .000E+00      -21.988   .3694   20.000   .000E+00   .000E+00
       .918    -32.232   .3409   20.000   .000E+00   .000E+00       -9.801   .4080   20.000   .000E+00   .000E+00       45.035   .4300   20.000   .000E+00   .000E+00      -46.654   .3088   20.000   .000E+00   .000E+00      -21.956   .3695   20.000   .000E+00   .000E+00
      1.000    -31.589   .3425   20.000   .000E+00   .000E+00       -9.271   .4096   20.000   .000E+00   .000E+00       45.038   .4300   20.000   .000E+00   .000E+00      -46.620   .3089   20.000   .000E+00   .000E+00      -21.924   .3696   20.000   .000E+00   .000E+00
      1.111    -30.703   .3447   20.000   .000E+00   .000E+00       -8.534   .4118   20.000   .000E+00   .000E+00       45.042   .4300   20.000   .000E+00   .000E+00      -46.569   .3090   20.000   .000E+00   .000E+00      -21.877   .3697   20.000   .000E+00   .000E+00
      1.222    -29.813   .3469   20.000   .000E+00   .000E+00       -7.811   .4140   20.000   .000E+00   .000E+00       45.046   .4300   20.000   .000E+00   .000E+00      -46.511   .3091   20.000   .000E+00   .000E+00      -21.829   .3699   20.000   .000E+00   .000E+00
      1.368    -28.700   .3501   20.000   .000E+00   .000E+00       -6.847   .4168   20.000   .115E-28   .000E+00       45.051   .4300   20.000   .000E+00   .000E+00      -46.427   .3093   20.000   .000E+00   .000E+00      -21.763   .3701   20.000   .000E+00   .000E+00
      1.513    -27.581   .3532   20.000   .000E+00   .000E+00       -5.965   .4192   20.000   .155E-27   .000E+00       45.057   .4300   20.000   .000E+00   .000E+00      -46.332   .3095   20.000   .000E+00   .000E+00      -21.693   .3703   20.000   .000E+00   .000E+00
      1.707    -26.147   .3573   20.000   .000E+00   .000E+00       -4.819   .4221   20.000   .488E-26   .000E+00       45.064   .4300   20.000   .000E+00   .000E+00      -46.188   .3098   20.000   .000E+00   .000E+00      -21.595   .3706   20.000   .000E+00   .000E+00
      1.910    -24.725   .3613   20.000   .103E-28   .000E+00       -3.662   .4248   20.000   .808E-25   .000E+00       45.073   .4300   20.000   .000E+00   .000E+00      -46.019   .3102   20.000   .000E+00   .000E+00      -21.485   .3709   20.000   .000E+00   .000E+00
      2.116    -23.382   .3651   20.000   .799E-28   .000E+00       -2.527   .4270   20.000   .857E-24   .000E+00       45.081   .4300   20.000   .000E+00   .000E+00      -45.831   .3105   20.000   .000E+00   .000E+00      -21.367   .3713   20.000   .000E+00   .000E+00
      2.337    -22.022   .3693   20.000   .492E-27   .000E+00       -1.351   .4289   20.000   .850E-23   .000E+00       45.092   .4300   20.000   .000E+00   .000E+00      -45.613   .3110   20.000   .000E+00   .000E+00      -21.233   .3717   20.000   .000E+00   .000E+00
      2.559    -20.716   .3733   20.000   .226E-26   .000E+00        -.151   .4300   20.000   .647E-22   .000E+00       45.102   .4300   20.000   .000E+00   .000E+00      -45.378   .3115   20.000   .000E+00   .000E+00      -21.091   .3722   20.000   .000E+00   .000E+00
      2.795    -19.403   .3773   20.000   .932E-26   .000E+00        1.124   .4300   20.000   .450E-21   .000E+00       45.114   .4300   20.000   .000E+00   .000E+00      -45.113   .3120   20.000   .000E+00   .000E+00      -20.931   .3726   20.000   .000E+00   .000E+00
      3.037    -18.168   .3812   20.000   .342E-25   .000E+00        2.346   .4300   20.000   .266E-20   .000E+00       45.127   .4300   20.000   .000E+00   .000E+00      -44.827   .3126   20.000   .000E+00   .000E+00      -20.757   .3732   20.000   .000E+00   .000E+00
      3.283    -17.019   .3849   20.000   .112E-24   .000E+00        3.530   .4300   20.000   .135E-19   .000E+00       45.141   .4300   20.000   .000E+00   .000E+00      -44.527   .3133   20.000   .000E+00   .000E+00      -20.572   .3738   20.000   .000E+00   .000E+00
      3.528    -15.948   .3883   20.000   .334E-24   .000E+00        4.662   .4300   20.000   .591E-19   .000E+00       45.156   .4300   20.000   .000E+00   .000E+00      -44.216   .3139   20.000   .000E+00   .000E+00      -20.378   .3743   20.000   .000E+00   .000E+00
      3.773    -14.955   .3915   20.000   .900E-24   .000E+00        5.731   .4300   20.000   .231E-18   .000E+00       45.171   .4300   20.000   .000E+00   .000E+00      -43.895   .3146   20.000   .000E+00   .000E+00      -20.176   .3750   20.000   .000E+00   .000E+00
      4.019    -14.022   .3945   20.000   .219E-23   .000E+00        6.732   .4300   20.000   .823E-18   .000E+00       45.187   .4300   20.000   .000E+00   .000E+00      -43.566   .3152   20.000   .000E+00   .000E+00      -19.965   .3756   20.000   .000E+00   .000E+00
      4.264    -13.153   .3973   20.000   .478E-23   .000E+00        7.685   .4300   20.000   .269E-17   .000E+00       45.204   .4300   20.000   .000E+00   .000E+00      -43.231   .3159   20.000   .000E+00   .000E+00      -19.736   .3763   20.000   .000E+00   .000E+00
      4.509    -12.330   .4000   20.000   .942E-23   .000E+00        8.578   .4300   20.000   .816E-17   .000E+00       45.222   .4300   20.000   .000E+00   .000E+00      -42.890   .3167   20.000   .000E+00   .000E+00      -19.493   .3771   20.000   .000E+00   .000E+00
      4.755    -11.584   .4024   20.000   .169E-22   .000E+00        9.395   .4300   20.000   .230E-16   .000E+00       45.241   .4300   20.000   .000E+00   .000E+00      -42.545   .3174   20.000   .000E+00   .000E+00      -19.241   .3778   20.000   .000E+00   .000E+00
      5.000    -10.906   .4045   20.000   .282E-22   .000E+00       10.177   .4300   20.000   .604E-16   .000E+00       45.261   .4300   20.000   .000E+00   .000E+00      -42.200   .3181   20.000   .000E+00   .000E+00      -18.982   .3786   20.000   .000E+00   .000E+00
      5.294    -10.170   .4068   20.000   .480E-22   .000E+00       11.045   .4300   20.000   .183E-15   .000E+00       45.286   .4300   20.000   .000E+00   .000E+00      -41.790   .3189   20.000   .000E+00   .000E+00      -18.663   .3796   20.000   .000E+00   .000E+00
      5.599     -9.462   .4091   20.000   .771E-22   .000E+00       11.897   .4300   20.000   .528E-15   .000E+00       45.313   .4300   20.000   .000E+00   .000E+00      -41.357   .3198   20.000   .000E+00   .000E+00      -18.322   .3807   20.000   .000E+00   .000E+00
      5.910     -8.789   .4111   20.000   .117E-21   .000E+00       12.707   .4300   20.000   .145E-14   .000E+00       45.342   .4300   20.000   .000E+00   .000E+00      -40.919   .3208   20.000   .000E+00   .000E+00      -17.963   .3819   20.000   .000E+00   .000E+00
      6.225     -8.163   .4130   20.000   .167E-21   .000E+00       13.489   .4300   20.000   .373E-14   .000E+00       45.372   .4300   20.000   .000E+00   .000E+00      -40.482   .3216   20.000   .000E+00   .000E+00      -17.588   .3831   20.000   .000E+00   .000E+00
      6.540     -7.587   .4147   20.000   .227E-21   .000E+00       14.229   .4300   20.000   .905E-14   .000E+00       45.402   .4300   20.000   .000E+00   .000E+00      -40.061   .3225   20.000   .000E+00   .000E+00      -17.204   .3843   20.000   .000E+00   .000E+00
      6.854     -7.053   .4162   20.000   .291E-21   .000E+00       14.922   .4300   20.000   .208E-13   .000E+00       45.434   .4300   20.000   .000E+00   .000E+00      -39.643   .3234   20.000   .000E+00   .000E+00      -16.813   .3856   20.000   .000E+00   .000E+00
      7.189     -6.527   .4176   20.000   .356E-21   .000E+00       15.609   .4300   20.000   .480E-13   .000E+00       45.470   .4300   20.000   .000E+00   .000E+00      -39.205   .3243   20.000   .000E+00   .000E+00      -16.390   .3869   20.000   .000E+00   .000E+00
      7.530     -6.030   .4190   20.000   .414E-21   .000E+00       16.264   .4300   20.000   .107E-12   .000E+00       45.507   .4300   20.000   .000E+00   .000E+00      -38.769   .3252   20.000   .000E+00   .000E+00      -15.950   .3883   20.000   .000E+00   .000E+00
      7.876     -5.559   .4202   20.000   .468E-21   .000E+00       16.895   .4300   20.000   .231E-12   .000E+00       45.546   .4300   20.000   .000E+00   .000E+00      -38.333   .3261   20.000   .000E+00   .000E+00      -15.490   .3898   20.000   .000E+00   .000E+00
      8.228     -5.109   .4214   20.000   .531E-21   .000E+00       17.500   .4300   20.000   .484E-12   .000E+00       45.587   .4300   20.000   .000E+00   .000E+00      -37.902   .3270   20.000   .000E+00   .000E+00      -15.025   .3913   20.000   .000E+00   .000E+00
      8.582     -4.691   .4224   20.000   .631E-21   .000E+00       18.082   .4300   20.000   .976E-12   .000E+00       45.629   .4300   20.000   .000E+00   .000E+00      -37.490   .3279   20.000   .000E+00   .000E+00      -14.554   .3928   20.000   .000E+00   .000E+00
      8.937     -4.299   .4233   20.000   .806E-21   .000E+00       18.622   .4300   20.000   .189E-11   .000E+00       45.671   .4300   20.000   .000E+00   .000E+00      -37.096   .3289   20.000   .000E+00   .000E+00      -14.083   .3943   20.000   .000E+00   .000E+00
      9.291     -3.934   .4242   20.000   .111E-20   .000E+00       19.125   .4300   20.000   .355E-11   .000E+00       45.714   .4300   20.000   .000E+00   .000E+00      -36.699   .3299   20.000   .000E+00   .000E+00      -13.612   .3959   20.000   .000E+00   .000E+00
      9.646     -3.596   .4249   20.000   .163E-20   .000E+00       19.601   .4300   20.000   .648E-11   .000E+00       45.759   .4300   20.000   .000E+00   .000E+00      -36.321   .3308   20.000   .000E+00   .000E+00      -13.142   .3974   20.000   .000E+00   .000E+00
     10.000     -3.278   .4256   20.000   .250E-20   .000E+00       20.050   .4300   20.000   .115E-10   .000E+00       45.804   .4300   20.000   .000E+00   .000E+00      -35.958   .3317   20.000   .000E+00   .000E+00      -12.671   .3989   20.000   .000E+00   .000E+00
     10.385     -2.957   .4262   20.000   .410E-20   .000E+00       20.504   .4300   20.000   .208E-10   .000E+00       45.853   .4300   20.000   .000E+00   .000E+00      -35.579   .3327   20.000   .000E+00   .000E+00      -12.154   .4005   20.000   .000E+00   .000E+00
     10.777     -2.650   .4268   20.000   .691E-20   .000E+00       20.940   .4300   20.000   .374E-10   .000E+00       45.904   .4300   20.000   .000E+00   .000E+00      -35.213   .3336   20.000   .000E+00   .000E+00      -11.603   .4023   20.000   .000E+00   .000E+00
     11.172     -2.364   .4273   20.000   .117E-19   .000E+00       21.354   .4300   20.000   .656E-10   .000E+00       45.955   .4300   20.000   .000E+00   .000E+00      -34.859   .3345   20.000   .000E+00   .000E+00      -11.048   .4040   20.000   .000E+00   .000E+00
     11.576     -2.089   .4278   20.000   .201E-19   .000E+00       21.760   .4300   20.000   .114E-09   .000E+00       46.009   .4300   20.000   .000E+00   .000E+00      -34.513   .3353   20.000   .000E+00   .000E+00      -10.494   .4058   20.000   .000E+00   .000E+00
     11.983     -1.832   .4282   20.000   .340E-19   .000E+00       22.153   .4300   20.000   .194E-09   .000E+00       46.063   .4300   20.000   .000E+00   .000E+00      -34.179   .3361   20.000   .000E+00   .000E+00       -9.942   .4075   20.000   .000E+00   .000E+00
     12.397     -1.588   .4285   20.000   .571E-19   .000E+00       22.536   .4300   20.000   .327E-09   .000E+00       46.118   .4300   20.000   .000E+00   .000E+00      -33.858   .3369   20.000   .000E+00   .000E+00       -9.383   .4093   20.000   .000E+00   .000E+00
     12.816     -1.356   .4289   20.000   .942E-19   .000E+00       22.903   .4300   20.000   .542E-09   .000E+00       46.174   .4300   20.000   .000E+00   .000E+00      -33.548   .3377   20.000   .000E+00   .000E+00       -8.816   .4110   20.000   .000E+00   .000E+00
     13.236     -1.138   .4291   20.000   .152E-18   .000E+00       23.251   .4300   20.000   .880E-09   .000E+00       46.230   .4300   20.000   .000E+00   .000E+00      -33.254   .3384   20.000   .000E+00   .000E+00       -8.238   .4127   20.000   .000E+00   .000E+00
