

       Time         hAtm       hRoot     hKode3     hKode1        hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

         .0010         .0         .0         .0       85.6      -37.9         .0         .0
         .0023         .0         .0         .0       85.6      -37.9         .0         .0
         .0040         .0         .0         .0       85.6      -37.9         .0         .0
         .0062         .0         .0         .0       85.6      -37.9         .0         .0
         .0090         .0         .0         .0       85.6      -37.9         .0         .0
         .0119         .0         .0         .0       85.6      -37.9         .0         .0
         .0156         .0         .0         .0       85.6      -37.9         .0         .0
         .0193         .0         .0         .0       85.6      -37.9         .0         .0
         .0230         .0         .0         .0       85.6      -37.9         .0         .0
         .0279         .0         .0         .0       85.6      -37.9         .0         .0
         .0327         .0         .0         .0       85.6      -37.9         .0         .0
         .0376         .0         .0         .0       85.6      -37.9         .0         .0
         .0424         .0         .0         .0       85.6      -37.9         .0         .0
         .0472         .0         .0         .0       85.6      -37.9         .0         .0
         .0521         .0         .0         .0       85.6      -37.9         .0         .0
         .0569         .0         .0         .0       85.6      -37.9         .0         .0
         .0617         .0         .0         .0       85.6      -37.9         .0         .0
         .0666         .0         .0         .0       85.6      -37.9         .0         .0
         .0714         .0         .0         .0       85.6      -37.9         .0         .0
         .0762         .0         .0         .0       85.6      -37.9         .0         .0
         .0811         .0         .0         .0       85.6      -37.9         .0         .0
         .0859         .0         .0         .0       85.6      -37.9         .0         .0
         .0908         .0         .0         .0       85.6      -37.9         .0         .0
         .0956         .0         .0         .0       85.6      -37.9         .0         .0
         .1004         .0         .0         .0       85.6      -37.9         .0         .0
         .1053         .0         .0         .0       85.6      -37.9         .0         .0
         .1101         .0         .0         .0       85.6      -37.9         .0         .0
         .1149         .0         .0         .0       85.6      -37.9         .0         .0
         .1198         .0         .0         .0       85.6      -37.9         .0         .0
         .1246         .0         .0         .0       85.6      -37.9         .0         .0
         .1294         .0         .0         .0       85.6      -37.9         .0         .0
         .1343         .0         .0         .0       85.6      -37.9         .0         .0
         .1391         .0         .0         .0       85.6      -37.9         .0         .0
         .1440         .0         .0         .0       85.6      -37.9         .0         .0
         .1488         .0         .0         .0       85.6      -37.9         .0         .0
         .1551         .0         .0         .0       85.6      -37.9         .0         .0
         .1613         .0         .0         .0       85.6      -37.9         .0         .0
         .1676         .0         .0         .0       85.6      -37.9         .0         .0
         .1757         .0         .0         .0       85.6      -37.9         .0         .0
         .1839         .0         .0         .0       85.6      -37.9         .0         .0
