


                               Node(179)                                           Node(229)                                           Node(401)

     time        hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb         hNew    theta    Temp       Conc       Sorb    
     14.793    -11.863   .4015   22.445   .461E+00   .000E+00       56.792   .4600   24.112   .328E+00   .000E+00       25.299   .4600   22.280   .462E+00   .000E+00
     14.992    -11.863   .4015   22.478   .468E+00   .000E+00       56.792   .4600   24.144   .333E+00   .000E+00       25.300   .4600   22.314   .469E+00   .000E+00
     15.190    -11.863   .4015   22.512   .474E+00   .000E+00       56.792   .4600   24.176   .337E+00   .000E+00       25.300   .4600   22.348   .475E+00   .000E+00
     15.388    -11.862   .4015   22.545   .481E+00   .000E+00       56.792   .4600   24.208   .342E+00   .000E+00       25.300   .4600   22.383   .482E+00   .000E+00
     15.587    -11.862   .4015   22.579   .487E+00   .000E+00       56.792   .4600   24.240   .347E+00   .000E+00       25.301   .4600   22.417   .489E+00   .000E+00
     15.785    -11.862   .4015   22.612   .493E+00   .000E+00       56.792   .4600   24.271   .351E+00   .000E+00       25.301   .4600   22.450   .495E+00   .000E+00
     15.892    -11.862   .4015   22.630   .496E+00   .000E+00       56.792   .4600   24.288   .354E+00   .000E+00       25.301   .4600   22.469   .499E+00   .000E+00
     16.000    -11.862   .4015   22.648   .499E+00   .000E+00       56.792   .4600   24.305   .356E+00   .000E+00       25.301   .4600   22.487   .502E+00   .000E+00
     16.198    -11.862   .4015   22.681   .505E+00   .000E+00       56.792   .4600   24.336   .360E+00   .000E+00       25.301   .4600   22.521   .508E+00   .000E+00
     16.397    -11.862   .4015   22.714   .511E+00   .000E+00       56.792   .4600   24.366   .365E+00   .000E+00       25.301   .4600   22.555   .514E+00   .000E+00
     16.595    -11.861   .4015   22.747   .517E+00   .000E+00       56.792   .4600   24.397   .369E+00   .000E+00       25.301   .4600   22.588   .520E+00   .000E+00
     16.793    -11.861   .4015   22.780   .523E+00   .000E+00       56.792   .4600   24.427   .374E+00   .000E+00       25.302   .4600   22.622   .526E+00   .000E+00
     16.991    -11.861   .4015   22.812   .528E+00   .000E+00       56.792   .4600   24.457   .378E+00   .000E+00       25.302   .4600   22.655   .532E+00   .000E+00
     17.190    -11.861   .4015   22.845   .534E+00   .000E+00       56.792   .4600   24.487   .383E+00   .000E+00       25.302   .4600   22.688   .538E+00   .000E+00
     17.388    -11.861   .4015   22.877   .539E+00   .000E+00       56.792   .4600   24.517   .387E+00   .000E+00       25.302   .4600   22.721   .543E+00   .000E+00
     17.586    -11.861   .4015   22.910   .544E+00   .000E+00       56.792   .4600   24.546   .391E+00   .000E+00       25.302   .4600   22.754   .549E+00   .000E+00
     17.785    -11.861   .4015   22.942   .549E+00   .000E+00       56.792   .4600   24.575   .395E+00   .000E+00       25.302   .4600   22.787   .554E+00   .000E+00
     17.892    -11.861   .4015   22.959   .552E+00   .000E+00       56.792   .4600   24.591   .398E+00   .000E+00       25.302   .4600   22.805   .557E+00   .000E+00
     18.000    -11.861   .4015   22.977   .555E+00   .000E+00       56.792   .4600   24.607   .400E+00   .000E+00       25.302   .4600   22.823   .560E+00   .000E+00
     18.198    -11.861   .4015   23.009   .560E+00   .000E+00       56.792   .4600   24.636   .404E+00   .000E+00       25.302   .4600   22.856   .565E+00   .000E+00
     18.397    -11.861   .4015   23.041   .565E+00   .000E+00       56.792   .4600   24.665   .408E+00   .000E+00       25.302   .4600   22.888   .570E+00   .000E+00
     18.595    -11.861   .4015   23.073   .570E+00   .000E+00       56.792   .4600   24.693   .413E+00   .000E+00       25.302   .4600   22.921   .575E+00   .000E+00
     18.793    -11.861   .4015   23.105   .575E+00   .000E+00       56.792   .4600   24.721   .417E+00   .000E+00       25.302   .4600   22.953   .580E+00   .000E+00
     18.991    -11.861   .4015   23.136   .580E+00   .000E+00       56.792   .4600   24.749   .421E+00   .000E+00       25.302   .4600   22.986   .585E+00   .000E+00
     19.190    -11.861   .4015   23.168   .584E+00   .000E+00       56.792   .4600   24.777   .425E+00   .000E+00       25.302   .4600   23.018   .590E+00   .000E+00
     19.388    -11.861   .4015   23.199   .589E+00   .000E+00       56.792   .4600   24.805   .429E+00   .000E+00       25.302   .4600   23.050   .595E+00   .000E+00
     19.586    -11.861   .4015   23.231   .593E+00   .000E+00       56.792   .4600   24.833   .433E+00   .000E+00       25.302   .4600   23.082   .599E+00   .000E+00
     19.785    -11.861   .4015   23.262   .598E+00   .000E+00       56.792   .4600   24.860   .437E+00   .000E+00       25.302   .4600   23.114   .604E+00   .000E+00
     19.892    -11.861   .4015   23.279   .600E+00   .000E+00       56.792   .4600   24.875   .439E+00   .000E+00       25.302   .4600   23.131   .606E+00   .000E+00
     20.000    -11.861   .4015   23.296   .603E+00   .000E+00       56.792   .4600   24.890   .441E+00   .000E+00       25.302   .4600   23.148   .609E+00   .000E+00
     20.192    -11.861   .4015   23.326   .607E+00   .000E+00       56.792   .4600   24.916   .445E+00   .000E+00       25.302   .4600   23.179   .613E+00   .000E+00
     20.385    -11.861   .4015   23.356   .611E+00   .000E+00       56.792   .4600   24.942   .449E+00   .000E+00       25.302   .4600   23.210   .617E+00   .000E+00
     20.577    -11.861   .4015   23.385   .615E+00   .000E+00       56.792   .4600   24.968   .452E+00   .000E+00       25.302   .4600   23.240   .621E+00   .000E+00
     20.769    -11.861   .4015   23.415   .619E+00   .000E+00       56.792   .4600   24.994   .456E+00   .000E+00       25.302   .4600   23.271   .625E+00   .000E+00
     20.962    -11.861   .4015   23.445   .623E+00   .000E+00       56.792   .4600   25.020   .460E+00   .000E+00       25.302   .4600   23.301   .629E+00   .000E+00
     21.154    -11.861   .4015   23.474   .627E+00   .000E+00       56.792   .4600   25.045   .464E+00   .000E+00       25.302   .4600   23.331   .633E+00   .000E+00
     21.346    -11.861   .4015   23.504   .631E+00   .000E+00       56.792   .4600   25.070   .467E+00   .000E+00       25.302   .4600   23.361   .637E+00   .000E+00
     21.538    -11.861   .4015   23.533   .634E+00   .000E+00       56.792   .4600   25.096   .471E+00   .000E+00       25.302   .4600   23.391   .641E+00   .000E+00
     21.731    -11.861   .4015   23.562   .638E+00   .000E+00       56.792   .4600   25.121   .475E+00   .000E+00       25.302   .4600   23.421   .644E+00   .000E+00
     21.923    -11.861   .4015   23.592   .642E+00   .000E+00       56.792   .4600   25.145   .478E+00   .000E+00       25.302   .4600   23.451   .648E+00   .000E+00
     22.115    -11.861   .4015   23.621   .645E+00   .000E+00       56.792   .4600   25.170   .482E+00   .000E+00       25.302   .4600   23.480   .652E+00   .000E+00
     22.308    -11.861   .4015   23.650   .649E+00   .000E+00       56.792   .4600   25.195   .485E+00   .000E+00       25.302   .4600   23.510   .655E+00   .000E+00
     22.500    -11.861   .4015   23.678   .653E+00   .000E+00       56.792   .4600   25.219   .489E+00   .000E+00       25.302   .4600   23.539   .659E+00   .000E+00
     22.692    -11.861   .4015   23.707   .656E+00   .000E+00       56.792   .4600   25.244   .492E+00   .000E+00       25.302   .4600   23.569   .662E+00   .000E+00
     22.885    -11.861   .4015   23.736   .659E+00   .000E+00       56.792   .4600   25.268   .496E+00   .000E+00       25.302   .4600   23.598   .666E+00   .000E+00
     23.077    -11.861   .4015   23.764   .663E+00   .000E+00       56.792   .4600   25.292   .499E+00   .000E+00       25.302   .4600   23.627   .669E+00   .000E+00
     23.269    -11.861   .4015   23.793   .666E+00   .000E+00       56.792   .4600   25.316   .503E+00   .000E+00       25.302   .4600   23.656   .672E+00   .000E+00
     23.462    -11.861   .4015   23.821   .669E+00   .000E+00       56.792   .4600   25.339   .506E+00   .000E+00       25.302   .4600   23.685   .676E+00   .000E+00
     23.654    -11.861   .4015   23.849   .673E+00   .000E+00       56.792   .4600   25.363   .509E+00   .000E+00       25.302   .4600   23.713   .679E+00   .000E+00
     23.846    -11.861   .4015   23.877   .676E+00   .000E+00       56.792   .4600   25.387   .513E+00   .000E+00       25.302   .4600   23.742   .682E+00   .000E+00
     24.038    -11.861   .4015   23.905   .679E+00   .000E+00       56.792   .4600   25.410   .516E+00   .000E+00       25.302   .4600   23.771   .685E+00   .000E+00
     24.231    -11.861   .4015   23.933   .682E+00   .000E+00       56.792   .4600   25.433   .519E+00   .000E+00       25.302   .4600   23.799   .688E+00   .000E+00
     24.423    -11.861   .4015   23.961   .685E+00   .000E+00       56.792   .4600   25.456   .523E+00   .000E+00       25.302   .4600   23.827   .691E+00   .000E+00
     24.615    -11.861   .4015   23.988   .688E+00   .000E+00       56.792   .4600   25.479   .526E+00   .000E+00       25.302   .4600   23.856   .694E+00   .000E+00
     24.808    -11.861   .4015   24.016   .691E+00   .000E+00       56.792   .4600   25.502   .529E+00   .000E+00       25.302   .4600   23.884   .697E+00   .000E+00
     25.000    -11.861   .4015   24.043   .694E+00   .000E+00       56.792   .4600   25.525   .532E+00   .000E+00       25.302   .4600   23.912   .700E+00   .000E+00
end
