 Irrigation from pond                                                    
 
 Program HYDRUS2
 Date:  14.12.    Time:   8:56:15
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 


 Time:       .2000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     25.05  .990E+00


 Time:     14.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     22.06  .376E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     22.07  .256E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     22.71  .357E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     22.71  .518E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     25.34  .990E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     25.47  .994E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     25.50  .993E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     25.47  .991E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     25.39  .985E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     25.30  .977E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     25.21  .967E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     25.13  .957E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     25.06  .947E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     25.02  .941E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     25.00  .941E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     25.01  .945E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     25.04  .954E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     25.09  .965E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     25.16  .975E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     25.23  .983E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     25.28  .989E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     25.30  .992E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     25.29  .992E+00


 Time:     16.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     22.41  .450E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     22.41  .327E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     23.10  .431E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     23.10  .586E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     25.59  .992E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     25.71  .995E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     25.74  .995E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     25.72  .992E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     25.64  .987E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     25.56  .981E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     25.47  .972E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     25.39  .963E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     25.33  .955E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     25.29  .949E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     25.27  .949E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     25.28  .953E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     25.30  .961E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     25.35  .970E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     25.41  .979E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     25.47  .986E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     25.52  .991E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     25.53  .993E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     25.52  .994E+00


 Time:     18.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     22.74  .514E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     22.75  .391E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     23.47  .494E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     23.47  .641E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     25.83  .993E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     25.95  .996E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     25.97  .995E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     25.95  .993E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     25.88  .989E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     25.80  .984E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     25.72  .976E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     25.64  .968E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     25.58  .961E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     25.54  .956E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     25.52  .955E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     25.52  .959E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     25.55  .966E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     25.59  .974E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     25.64  .982E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     25.70  .988E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     25.74  .992E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     25.75  .994E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     25.74  .995E+00


 Time:     20.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     23.07  .567E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     23.08  .449E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     23.82  .549E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     23.82  .685E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     26.05  .994E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     26.17  .997E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     26.19  .996E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     26.17  .994E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     26.10  .991E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     26.03  .986E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     25.95  .979E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     25.87  .972E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     25.82  .966E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     25.78  .961E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     25.76  .961E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     25.76  .964E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     25.78  .970E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     25.82  .977E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     25.86  .984E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     25.91  .989E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     25.95  .993E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     25.96  .995E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     25.95  .996E+00


 Time:     22.5000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     23.47  .623E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     23.47  .513E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     24.23  .607E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     24.24  .730E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     26.32  .995E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     26.42  .997E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     26.45  .997E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     26.42  .995E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     26.36  .992E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     26.29  .988E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     26.21  .982E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     26.14  .976E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     26.09  .970E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     26.05  .967E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     26.03  .966E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     26.03  .969E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     26.05  .974E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     26.08  .980E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     26.12  .986E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     26.17  .991E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     26.20  .994E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     26.20  .996E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     26.19  .996E+00


 Time:     25.0000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

    1   17 -200.0   14.7    1  -.216E+03   .295E+02        5.3   .460     23.84  .669E+00
    2   18 -200.0     .0    1  -.545E+02   .743E+01       20.0   .460     23.85  .568E+00
    3   44  200.0     .0    1  -.554E+02   .756E+01       20.0   .460     24.62  .655E+00
    4   45  200.0   14.7    1  -.250E+03   .341E+02        5.3   .460     24.62  .765E+00
    5   70   84.3   85.5    1   .637E+02  -.161E+02       -3.9   .424     26.56  .996E+00
    6   71   76.6   83.7    1   .546E+02  -.690E+01       -2.1   .428     26.66  .998E+00
    7   72   68.9   82.1    1   .422E+02  -.532E+01        -.5   .430     26.68  .997E+00
    8   73   61.0   80.8    1   .344E+02  -.432E+01         .9   .430     26.66  .996E+00
    9   74   53.2   79.6    1   .270E+02  -.337E+01        2.1   .430     26.60  .993E+00
   10   75   45.2   78.6    1   .218E+02  -.272E+01        3.1   .430     26.53  .990E+00
   11   76   37.2   77.8    1   .181E+02  -.225E+01        3.8   .430     26.46  .985E+00
   12   77   29.2   77.2    1   .155E+02  -.192E+01        4.4   .430     26.40  .979E+00
   13   78   21.1   76.9    1   .138E+02  -.170E+01        4.8   .430     26.34  .974E+00
   14   79   13.0   76.7    1   .129E+02  -.160E+01        5.0   .430     26.30  .971E+00
   15   80    4.9   76.7    1   .128E+02  -.158E+01        5.0   .430     26.28  .971E+00
   16   81   -3.2   76.9    1   .135E+02  -.166E+01        4.8   .430     26.28  .973E+00
   17   82  -11.3   77.2    1   .149E+02  -.184E+01        4.5   .430     26.30  .978E+00
   18   83  -19.4   77.8    1   .173E+02  -.214E+01        3.9   .430     26.33  .983E+00
   19   84  -27.5   78.5    1   .210E+02  -.259E+01        3.2   .430     26.36  .988E+00
   20   85  -35.5   79.4    1   .264E+02  -.326E+01        2.3   .430     26.40  .992E+00
   21   86  -43.6   80.4    1   .345E+02  -.426E+01        1.2   .430     26.43  .995E+00
   22   87  -51.6   81.7    1   .470E+02  -.582E+01         .0   .430     26.43  .997E+00
   23   88  -59.5   83.0    1   .850E+02  -.211E+02       -1.4   .429     26.42  .997E+00
