 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Tension Permeameter - Rafael Angulo - Sahel Data                      *
 *Cumulative infiltration - final water content                         *
 *                                                                      *
 ************************************************************************


 PROGRAM PARAMETERS
 ==================
 MAX. ITERATIONS.....................(MIT)............... 50
 NO. OF OBSERVATIONS.................(NOBb)............. 223


 SOIL PROPERTIES
 =========================
 RESIDUAL MOISTURE CONTENT...........(WCR)............      .010
 SATURATED MOISTURE CONTENT..........(WCS)............      .280
 FIRST COEFFICIENT...................(ALPHA)..........      .070
 SECOND COEFFICIENT..................(N)..............     1.900
 SATURATED CONDUCTIVITY..............(CONDS).......... .3000E-02
 PORE CONECTIVITY FACTOR.............(L)..............      .500


 Observed QUANTITY 
 ==================
    Obs     Time    QUANTITY     Type  Position   Weight
   50  1980.000     -2566.940    -2528.266  -38.674     0     3
   51  2040.000     -2645.080    -2592.222  -52.858     0     3
   52  2100.000     -2718.990    -2656.041  -62.949     0     3
   53  2220.000     -2869.990    -2783.347  -86.643     0     3
   54  2250.000     -2910.110    -2815.137  -94.973     0     3
   55  2430.000     -2910.110    -3064.806  154.696     0     3
   56  2440.000     -2922.780    -3077.994  155.214     0     3
   57  2450.000     -2969.240    -3091.176  121.936     0     3
   58  2460.000     -2994.590    -3104.345  109.755     0     3
   59  2470.000     -3016.760    -3117.500  100.740     0     3
   60  2480.000     -3038.930    -3130.640   91.710     0     3
   61  2490.000     -3057.940    -3143.767   85.827     0     3
   62  2505.000     -3087.510    -3163.423   75.913     0     3
   63  2520.000     -3116.020    -3183.049   67.029     0     3
   64  2535.000     -3143.470    -3202.648   59.178     0     3
   65  2550.000     -3169.870    -3222.222   52.352     0     3
   66  2580.000     -3222.660    -3261.255   38.595     0     3
   67  2610.000     -3273.350    -3300.195   26.845     0     3
   68  2640.000     -3325.090    -3339.060   13.970     0     3
   69  2670.000     -3374.720    -3377.858    3.138     0     3
   70  2730.000     -3471.860    -3455.118  -16.742     0     3
   71  2790.000     -3567.950    -3532.126  -35.823     0     3
   72  2880.000     -3710.500    -3647.101  -63.399     0     3
   73  2910.000     -3758.020    -3685.427  -72.593     0     3
   74  2970.000     -3853.050    -3761.985  -91.065     0     3
   75  3030.000     -3947.020    -3838.397 -108.623     0     3
   76  3090.000     -4042.060    -3914.690 -127.370     0     3
   77  3150.000     -4132.870    -3990.876 -141.994     0     3
   78  3210.000     -4226.840    -4066.962 -159.878     0     3
   79  3270.000     -4317.650    -4143.020 -174.630     0     3
   80  3330.000     -4410.570    -4218.947 -191.623     0     3
   81  3510.000     -4410.570    -4523.592  113.022     0     3
   82  3520.000     -4446.470    -4539.756   93.286     0     3
   83  3530.000     -4484.490    -4555.917   71.426     0     3
   84  3540.000     -4514.050    -4572.063   58.014     0     3
   85  3550.000     -4540.450    -4588.195   47.745     0     3
   86  3560.000     -4566.850    -4604.311   37.460     0     3
   87  3570.000     -4587.970    -4620.411   32.441     0     3
   88  3585.000     -4621.760    -4644.524   22.764     0     3
   89  3600.000     -4655.550    -4668.603   13.053     0     3
   90  3615.000     -4688.280    -4692.652    4.372     0     3
   91  3630.000     -4718.900    -4716.673   -2.227     0     3
   92  3660.000     -4782.260    -4764.584  -17.675     0     3
