 Water flow to a stream - 1                                              
 
 Program HYDRUS2
 Date:  17. 2.    Time:  13:11:31
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 
 All fluxes (v) are positive out of the region

       Time       rAtm       rRoot      vAtm       vRoot      vKode3     vKode1     vSeep      vDrain     vBottom...
        [T]      [L/T]       [L/T]     [L/T]       [L/T]       [V/T]      [V/T]     [V/T]       [V/T]      [V/T]

         .0010   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.941E+04   .000E+00   .000E+00   .000E+00
         .0017   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.827E+04   .000E+00   .000E+00   .000E+00
         .0026   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.808E+04   .000E+00   .000E+00   .000E+00
         .0038   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.787E+04   .000E+00   .000E+00   .000E+00
         .0053   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.762E+04   .000E+00   .000E+00   .000E+00
         .0069   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.729E+04   .000E+00   .000E+00   .000E+00
         .0084   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.659E+04   .000E+00   .000E+00   .000E+00
         .0099   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.625E+04   .000E+00   .000E+00   .000E+00
         .0115   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.598E+04   .000E+00   .000E+00   .000E+00
         .0135   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.576E+04   .000E+00   .000E+00   .000E+00
         .0161   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.557E+04   .000E+00   .000E+00   .000E+00
         .0195   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.541E+04   .000E+00   .000E+00   .000E+00
         .0228   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.514E+04   .000E+00   .000E+00   .000E+00
         .0262   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.498E+04   .000E+00   .000E+00   .000E+00
         .0296   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.478E+04   .000E+00   .000E+00   .000E+00
         .0330   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.461E+04   .000E+00   .000E+00   .000E+00
         .0364   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.446E+04   .000E+00   .000E+00   .000E+00
         .0408   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.432E+04   .000E+00   .000E+00   .000E+00
         .0465   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.416E+04   .000E+00   .000E+00   .000E+00
