 Water flow to a stream - 1                                              
 
 Program HYDRUS2
 Date:  17. 2.    Time:  13:11:31
 Time independent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 
 All cumulative fluxes (CumQ) are positive out of the region

       Time     CumQAP      CumQRP     CumQA      CumQR     CumQ3       CumQ1      CumQS      CumQ5       CumQ6 ....
        [T]       [V]         [V]       [V]        [V]       [V]         [V]        [V]        [V]         [V]

         .0010   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.941E+01   .000E+00   .000E+00   .000E+00
         .0017   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.152E+02   .000E+00   .000E+00   .000E+00
         .0026   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.225E+02   .000E+00   .000E+00   .000E+00
         .0038   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.319E+02   .000E+00   .000E+00   .000E+00
         .0053   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.436E+02   .000E+00   .000E+00   .000E+00
         .0069   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.548E+02   .000E+00   .000E+00   .000E+00
         .0084   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.649E+02   .000E+00   .000E+00   .000E+00
         .0099   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.745E+02   .000E+00   .000E+00   .000E+00
         .0115   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.837E+02   .000E+00   .000E+00   .000E+00
         .0135   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.952E+02   .000E+00   .000E+00   .000E+00
         .0161   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.110E+03   .000E+00   .000E+00   .000E+00
         .0195   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.128E+03   .000E+00   .000E+00   .000E+00
         .0228   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.145E+03   .000E+00   .000E+00   .000E+00
         .0262   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.162E+03   .000E+00   .000E+00   .000E+00
         .0296   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.178E+03   .000E+00   .000E+00   .000E+00
         .0330   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.194E+03   .000E+00   .000E+00   .000E+00
         .0364   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.209E+03   .000E+00   .000E+00   .000E+00
         .0408   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.228E+03   .000E+00   .000E+00   .000E+00
         .0465   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.252E+03   .000E+00   .000E+00   .000E+00
         .0539   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.282E+03   .000E+00   .000E+00   .000E+00
         .0614   .000E+00   .000E+00   .000E+00   .000E+00   .000E+00  -.310E+03   .000E+00   .000E+00   .000E+00
