

       Time         hAtm       hRoot     hKode3     hKode1        hSeep     hKode5     hKode6 ... 
      [T]          [L]        [L]        [L]        [L]        [L]        [L]        [L]

         .0010         .0         .0         .0       91.6      -69.8         .0         .0
         .0017         .0         .0         .0       91.6      -69.8         .0         .0
         .0026         .0         .0         .0       91.6      -69.8         .0         .0
         .0038         .0         .0         .0       91.6      -69.8         .0         .0
         .0053         .0         .0         .0       91.6      -69.8         .0         .0
         .0069         .0         .0         .0       91.6      -69.8         .0         .0
         .0084         .0         .0         .0       91.6      -69.8         .0         .0
         .0099         .0         .0         .0       91.6      -69.8         .0         .0
         .0115         .0         .0         .0       91.6      -69.8         .0         .0
         .0135         .0         .0         .0       91.6      -69.8         .0         .0
         .0161         .0         .0         .0       91.6      -69.8         .0         .0
         .0195         .0         .0         .0       91.6      -69.8         .0         .0
         .0228         .0         .0         .0       91.6      -69.8         .0         .0
         .0262         .0         .0         .0       91.6      -69.8         .0         .0
         .0296         .0         .0         .0       91.6      -69.8         .0         .0
         .0330         .0         .0         .0       91.6      -69.8         .0         .0
         .0364         .0         .0         .0       91.6      -69.8         .0         .0
         .0408         .0         .0         .0       91.6      -69.8         .0         .0
         .0465         .0         .0         .0       91.6      -69.8         .0         .0
         .0539         .0         .0         .0       91.6      -69.8         .0         .0
         .0614         .0         .0         .0       91.6      -69.8         .0         .0
         .0688         .0         .0         .0       91.6      -69.8         .0         .0
         .0762         .0         .0         .0       91.6      -69.8         .0         .0
         .0859         .0         .0         .0       91.6      -69.8         .0         .0
         .0984         .0         .0         .0       91.6      -69.8         .0         .0
         .1110         .0         .0         .0       91.6      -69.8         .0         .0
         .1235         .0         .0         .0       91.6      -69.8         .0         .0
         .1361         .0         .0         .0       91.6      -69.8         .0         .0
         .1526         .0         .0         .0       91.6      -69.7         .0         .0
         .1743         .0         .0         .0       91.6      -69.7         .0         .0
         .1960         .0         .0         .0       91.6      -69.7         .0         .0
         .2237         .0         .0         .0       91.6      -69.7         .0         .0
         .2513         .0         .0         .0       91.6      -69.7         .0         .0
         .2789         .0         .0         .0       91.6      -69.7         .0         .0
         .3066         .0         .0         .0       91.6      -69.7         .0         .0
         .3342         .0         .0         .0       91.6      -69.7         .0         .0
         .3674         .0         .0         .0       91.6      -69.7         .0         .0
         .4116         .0         .0         .0       91.6      -69.7         .0         .0
         .5000         .0         .0         .0       91.6      -69.6         .0         .0
         .5625         .0         .0         .0       91.6      -69.6         .0         .0
