

  TLevel   Time         dt      Iter  ItCum
   272  .68139E+02  .26957E+00    2   1594
   273  .68488E+02  .34885E+00    2   1596
   274  .68948E+02  .46049E+00    2   1598
   275  .69142E+02  .19389E+00    2   1620
   276  .69395E+02  .25251E+00    2   1622
   277  .69726E+02  .33141E+00    2   1624
   278  .70154E+02  .42808E+00    2   1626
   279  .70337E+02  .18233E+00    2   1648
   280  .70572E+02  .23569E+00    2   1650
   281  .70876E+02  .30412E+00    2   1652
   282  .71273E+02  .39668E+00    2   1654
   283  .71786E+02  .51335E+00    2   1656
   284  .72015E+02  .22816E+00    2   1678
   285  .72310E+02  .29576E+00    2   1680
   286  .72695E+02  .38448E+00    2   1682
   287  .72857E+02  .16234E+00    2   1704
   288  .73067E+02  .21008E+00    2   1706
   289  .73345E+02  .27731E+00    2   1708
   290  .73695E+02  .35029E+00    2   1710
   291  .74145E+02  .45037E+00    2   1712
   292  .74340E+02  .19516E+00    2   1734
   293  .74598E+02  .25726E+00    2   1736
   294  .74935E+02  .33765E+00    2   1738
   295  .75357E+02  .42206E+00    2   1740
   296  .75551E+02  .19344E+00    2   1762
   297  .75798E+02  .24718E+00    2   1764
   298  .76121E+02  .32324E+00    2   1766
   299  .76552E+02  .43098E+00    2   1768
   300  .76744E+02  .19155E+00    2   1790
   301  .76994E+02  .25048E+00    2   1792
   302  .77328E+02  .33398E+00    2   1794
   303  .77773E+02  .44531E+00    2   1796
   304  .78330E+02  .55663E+00    2   1798
   305  .78423E+02  .92772E-01    2   1840
   306  .78544E+02  .12132E+00    2   1842
   307  .78706E+02  .16176E+00    2   1844
   308  .78922E+02  .21568E+00    2   1846
   309  .79191E+02  .26959E+00    2   1848
   310  .79596E+02  .40439E+00    2   1850
   311  .80000E+02  .40439E+00    2   1852
end
 
 Real time [sec]     606.000000000000000
